Adversarial Examples,Time(s),Length of Adversarial Examples
"(45/1, 43/1, 35/1, 21/1, 9/1, 23/1, 1/1, 13/1, 27/1, 36/1, 39/1, 49/1, 30/1, 50/1, 52/1, 53/1, 60/1, 47/1)",304.409,18
"(48/1, 33/1, 53/1, 45/1, 46/1, 47/1, 14/1, 4/1, 5/1, 1/1, 8/1, 27/1, 4/1, 30/1, 53/1, 32/1, 8/1, 37/1, 3/1)",304.974,19
"(56/1, 56/1, 34/1, 36/1, 25/1, 15/1, 3/1, 10/1, 24/1, 22/1, 19/1, 5/1, 36/1, 15/1, 51/1, 53/1, 54/1, 7/1, 56/1)",305.318,19
"(22/1, 28/1, 25/1, 24/1, 24/1, 49/1, 32/1, 55/1, 8/1, 23/1, 37/1, 2/1, 20/1, 7/1, 43/1, 24/1, 24/1)",305.478,17
"(59/1, 58/1, 58/1, 22/1)",306.84,4
"(25/1, 34/1, 8/1, 35/1, 38/1, 4/1, 54/1, 46/1, 42/1, 21/1, 20/1, 20/1, 48/1, 25/1, 32/1, 57/1, 53/1, 10/1, 34/1, 22/1)",309.455,20
"(25/1, 13/1, 22/1, 40/1, 6/1, 56/1, 57/1, 58/1, 49/1, 11/1, 59/1)",309.516,11
"(38/1, 46/1, 47/1, 48/1, 49/1, 34/1, 60/1, 38/1, 34/1, 49/1, 14/1)",311.953,11
"(35/1, 29/1, 22/1, 44/1, 14/1, 14/1, 7/1, 21/1, 6/1, 52/1, 34/1, 45/1, 42/1, 41/1, 41/1, 53/1)",312.295,16
"(30/1, 17/1, 21/1, 50/1, 38/1, 31/1, 32/1, 33/1, 24/1, 19/1, 17/1, 43/1, 37/1, 29/1, 41/1)",312.563,15
"(55/1, 32/1, 51/1, 53/1, 54/1, 29/1, 49/1, 34/1, 18/1, 40/1)",312.759,10
"(36/1, 48/1, 16/1, 35/1, 43/1, 3/1, 51/1, 52/1, 53/1, 1/1, 30/1, 47/1, 52/1, 6/1, 49/1, 19/1, 34/1, 43/1)",312.871,18
"(5/1, 10/1, 14/1, 34/1, 16/1, 53/1, 57/1, 58/1, 58/1, 36/1)",312.929,10
"(54/1, 4/1, 27/1, 59/1, 28/1, 29/1, 30/1, 20/1)",313.117,8
"(12/1, 58/1, 36/1, 53/1, 42/1, 8/1, 8/1, 11/1, 10/1, 34/1, 46/1, 47/1, 48/1, 23/1, 45/1, 16/1, 36/1, 53/1, 19/1, 17/1)",316.026,20
"(44/1, 41/1, 14/1, 47/1, 9/1, 60/1, 59/1, 7/1, 44/1, 1/1, 45/1, 46/1, 47/1, 14/1)",317.093,14
"(47/1, 2/1, 6/1, 45/1, 45/1, 6/1, 9/1, 40/1, 50/1, 13/1, 2/1, 31/1, 36/1, 56/1, 14/1, 49/1, 51/1, 52/1, 55/1, 60/1)",319.16,20
"(20/1, 9/1, 19/1, 13/1, 8/1, 5/1, 16/1, 25/1, 34/1, 53/1, 45/1, 56/1, 58/1, 59/1, 52/1)",319.459,15
"(34/1, 53/1, 60/1, 37/1, 27/1, 54/1, 41/1, 18/1, 29/1, 22/1, 22/1, 15/1, 50/1, 54/1, 22/1, 50/1, 52/1, 53/1, 7/1, 46/1)",319.835,20
"(59/1, 54/1, 15/1, 21/1, 29/1, 39/1, 22/1, 55/1, 5/1, 25/1, 51/1, 30/1, 39/1, 58/1, 55/1, 55/1, 53/1, 52/1, 35/1)",320.586,19
"(3/1, 24/1, 60/1, 59/1, 58/1, 29/1, 22/1, 48/1, 15/1, 20/1, 51/1, 27/1, 25/1, 10/1)",320.592,14
"(44/1, 53/1, 47/1, 2/1, 21/1, 20/1, 20/1, 30/1, 53/1, 53/1, 7/1, 55/1, 49/1, 24/1, 46/1)",321.613,15
"(23/1, 35/1, 2/1, 40/1, 4/1, 1/1, 42/1, 12/1, 11/1, 18/1, 12/1, 42/1, 37/1, 15/1, 21/1, 30/1, 26/1, 8/1, 8/1, 8/1)",321.816,20
"(32/1, 34/1, 23/1, 40/1, 5/1, 41/1, 19/1, 41/1, 30/1, 26/1, 10/1, 4/1, 13/1, 51/1, 52/1, 53/1, 11/1)",323.855,17
"(5/1, 29/1, 6/1, 40/1, 9/1, 59/1, 28/1, 49/1, 58/1, 58/1, 45/1, 14/1, 23/1, 14/1, 20/1, 22/1, 49/1, 51/1, 52/1)",324.582,19
"(39/1, 53/1, 58/1, 55/1, 54/1, 54/1, 57/1, 58/1, 35/1, 20/1)",324.833,10
"(56/1, 17/1, 26/1, 32/1, 49/1, 45/1, 2/1, 53/1, 55/1, 56/1, 48/1, 22/1, 37/1, 22/1, 15/1)",327.892,15
"(7/1, 36/1, 58/1, 53/1, 41/1, 32/1, 17/1, 47/1, 20/1, 6/1, 50/1, 52/1, 53/1, 8/1, 16/1, 15/1, 32/1, 30/1, 55/1, 3/1)",329.215,20
"(18/1, 56/1, 58/1, 59/1, 52/1, 4/1, 13/1, 26/1, 49/1, 18/1, 34/1, 21/1, 6/1, 5/1)",329.551,14
"(46/1, 48/1, 49/1, 35/1, 43/1, 1/1, 19/1, 42/1, 37/1, 20/1)",330.853,10
"(46/1, 22/1, 24/1, 53/1, 11/1, 19/1, 30/1, 27/1, 52/1, 53/1, 54/1, 25/1, 19/1)",331.14,13
"(2/1, 58/1, 36/1, 33/1, 59/1, 46/1, 12/1, 56/1, 58/1, 59/1, 28/1, 33/1, 6/1, 44/1, 24/1, 27/1)",336.661,16
"(9/1, 5/1, 40/1, 30/1, 12/1, 30/1, 11/1, 25/1, 25/1, 46/1, 34/1, 22/1, 41/1, 6/1, 4/1, 8/1, 7/1, 6/1, 49/1, 44/1)",336.92,20
"(49/1, 50/1, 51/1, 30/1, 31/1, 59/1)",338.646,6
"(34/1, 6/1, 58/1, 59/1, 60/1, 47/1, 16/1, 8/1, 8/1)",339.004,9
"(39/1, 45/1, 5/1, 48/1, 15/1, 27/1, 22/1, 57/1, 23/1, 55/1, 56/1, 57/1, 57/1, 38/1, 54/1, 22/1, 38/1, 24/1, 6/1, 25/1)",340.206,20
"(39/1, 27/1, 24/1, 14/1, 42/1, 6/1, 35/1, 45/1, 44/1, 44/1, 5/1, 46/1, 42/1, 16/1, 46/1, 19/1, 59/1)",341.767,17
"(54/1, 56/1, 57/1, 32/1, 60/1, 1/1, 45/1, 37/1, 25/1, 12/1)",342.159,10
"(28/1, 52/1, 53/1, 54/1, 20/1, 1/1, 28/1, 8/1)",343.325,8
"(13/1, 48/1, 57/1, 13/1, 14/1, 16/1, 26/1, 25/1, 45/1, 53/1, 54/1, 55/1, 57/1, 25/1, 4/1, 26/1, 14/1, 9/1, 39/1, 49/1)",344.011,20
"(60/1, 13/1, 9/1, 29/1, 27/1, 25/1, 34/1, 12/1, 39/1, 11/1, 57/1, 30/1, 30/1, 49/1, 50/1, 51/1, 2/1, 25/1)",345.591,18
"(35/1, 6/1, 3/1, 18/1, 56/1, 14/1, 59/1, 57/1, 56/1, 56/1, 20/1, 31/1, 17/1, 39/1)",346.79,14
"(45/1, 47/1, 48/1, 28/1, 18/1, 36/1)",349.259,6
"(32/1, 12/1, 55/1, 56/1, 57/1, 6/1, 21/1, 25/1, 19/1, 53/1, 57/1, 39/1, 48/1, 40/1, 1/1, 15/1, 3/1)",351.33,17
"(30/1, 52/1, 29/1, 30/1, 31/1, 4/1, 42/1, 53/1, 45/1, 26/1, 36/1, 29/1)",351.672,12
"(21/1, 39/1, 1/1, 32/1, 15/1, 14/1, 17/1, 2/1, 55/1, 56/1, 57/1, 10/1)",352.507,12
"(30/1, 21/1, 43/1, 20/1, 30/1, 29/1, 28/1, 58/1, 29/1, 39/1, 5/1)",354.548,11
"(31/1, 7/1, 51/1, 1/1, 47/1, 3/1, 40/1, 38/1, 39/1, 40/1, 32/1, 36/1, 25/1, 5/1, 39/1)",354.731,15
"(48/1, 49/1, 50/1, 59/1, 5/1, 27/1, 49/1, 31/1, 6/1)",354.78,9
"(59/1, 58/1, 58/1, 33/1, 13/1, 38/1, 1/1, 59/1, 21/1, 22/1, 44/1, 56/1, 53/1, 27/1, 27/1, 24/1, 22/1, 15/1, 48/1, 36/1)",354.991,20
"(56/1, 35/1, 24/1, 28/1, 38/1, 39/1, 27/1, 17/1, 6/1, 26/1, 45/1, 46/1, 47/1, 22/1, 10/1, 44/1, 23/1, 8/1, 36/1, 26/1)",355.054,20
"(42/1, 52/1, 59/1, 58/1, 57/1, 53/1, 51/1)",355.31,7
"(57/1, 59/1, 60/1, 38/1, 40/1, 46/1, 26/1, 28/1, 14/1, 29/1, 23/1)",356.021,11
"(30/1, 18/1, 26/1, 18/1, 16/1, 59/1, 25/1, 24/1, 24/1, 3/1, 7/1, 56/1, 10/1, 35/1)",356.274,14
"(58/1, 48/1, 40/1, 48/1, 48/1, 32/1, 32/1, 41/1, 40/1, 39/1, 51/1, 15/1, 26/1, 20/1, 54/1, 5/1, 27/1, 23/1)",356.995,18
"(33/1, 18/1, 13/1, 44/1, 19/1, 18/1, 40/1, 57/1, 2/1, 5/1, 14/1, 39/1, 56/1, 58/1, 59/1, 6/1)",359.33,16
"(6/1, 8/1, 52/1, 57/1, 49/1, 51/1, 18/1, 30/1, 30/1, 4/1, 49/1, 11/1, 42/1, 43/1, 44/1, 2/1)",360.11,16
"(14/1, 59/1, 60/1, 60/1, 24/1, 35/1, 50/1, 48/1, 6/1, 31/1, 40/1, 39/1)",361.253,12
"(20/1, 6/1, 26/1, 44/1, 41/1, 40/1, 40/1, 43/1, 21/1, 3/1, 41/1, 10/1, 2/1, 57/1, 55/1, 26/1, 39/1, 53/1)",361.673,18
"(33/1, 45/1, 44/1, 44/1, 33/1, 41/1, 45/1, 40/1, 1/1, 49/1)",361.703,10
"(25/1, 17/1, 13/1, 11/1, 5/1, 50/1, 45/1, 45/1, 44/1, 29/1, 20/1, 42/1, 60/1, 59/1, 59/1, 12/1, 15/1, 20/1)",365.005,18
"(13/1, 56/1, 6/1, 29/1, 48/1, 28/1, 13/1, 47/1, 26/1, 49/1, 53/1, 4/1, 37/1, 37/1, 59/1, 59/1, 53/1, 47/1, 47/1, 47/1)",365.868,20
"(39/1, 31/1, 55/1, 56/1, 57/1, 40/1)",366.307,6
"(5/1, 41/1, 49/1, 57/1, 26/1, 7/1, 10/1, 7/1, 56/1, 17/1, 46/1, 58/1, 31/1, 32/1, 33/1, 8/1, 25/1, 7/1)",366.444,18
"(36/1, 45/1, 18/1, 6/1, 49/1, 51/1, 52/1, 47/1, 36/1, 16/1, 57/1, 29/1, 29/1, 1/1)",366.671,14
"(54/1, 43/1, 42/1, 59/1, 23/1, 22/1, 22/1, 8/1, 43/1, 31/1, 26/1, 16/1, 16/1, 33/1, 22/1, 48/1, 46/1, 48/1, 33/1)",366.708,19
"(33/1, 13/1, 52/1, 54/1, 55/1, 44/1, 42/1, 7/1, 22/1, 38/1, 33/1, 24/1, 25/1, 6/1, 57/1, 53/1)",367.336,16
"(27/1, 28/1, 37/1, 41/1, 59/1, 41/1, 42/1, 42/1, 43/1, 38/1, 32/1, 57/1, 26/1, 25/1, 28/1, 54/1, 7/1, 17/1)",368.732,18
"(44/1, 43/1, 25/1, 37/1, 33/1, 33/1, 4/1, 16/1, 15/1, 15/1, 1/1, 49/1, 59/1)",369.786,13
"(13/1, 4/1, 58/1, 19/1, 54/1, 56/1, 28/1, 10/1, 26/1, 53/1, 44/1, 1/1, 22/1, 55/1, 58/1, 48/1, 49/1, 50/1, 38/1, 40/1)",370.41,20
"(47/1, 17/1, 27/1, 1/1, 55/1, 59/1, 60/1, 4/1, 19/1, 1/1, 16/1, 51/1, 21/1, 21/1, 22/1, 23/1, 12/1, 13/1, 41/1, 57/1)",370.478,20
"(44/1, 36/1, 1/1, 13/1, 31/1, 42/1, 38/1, 39/1, 40/1, 8/1, 21/1, 8/1, 19/1, 37/1, 46/1)",372.243,15
"(43/1, 47/1, 10/1, 43/1, 37/1, 46/1, 41/1, 54/1, 56/1, 25/1, 26/1, 20/1, 21/1, 21/1, 39/1)",373.937,15
"(1/1, 32/1, 30/1, 14/1, 42/1, 43/1, 32/1, 33/1, 34/1, 35/1, 57/1, 36/1, 16/1, 20/1, 36/1, 23/1)",375.306,16
"(53/1, 6/1, 17/1, 15/1, 36/1, 29/1, 14/1, 40/1, 39/1, 25/1, 19/1, 16/1, 19/1, 54/1, 56/1, 57/1, 52/1, 42/1, 55/1)",375.641,19
"(7/1, 32/1, 14/1, 52/1, 53/1, 54/1, 55/1, 20/1, 2/1, 30/1, 17/1, 54/1, 20/1, 27/1, 56/1, 45/1, 25/1, 28/1, 13/1)",376.136,19
"(26/1, 53/1, 25/1, 50/1, 38/1, 52/1, 40/1, 41/1, 42/1, 49/1, 1/1, 8/1, 55/1)",377.171,13
"(16/1, 18/1, 50/1, 51/1, 52/1, 46/1, 12/1, 44/1, 15/1, 19/1)",377.979,10
"(40/1, 36/1, 52/1, 43/1, 44/1, 45/1, 19/1, 59/1, 50/1, 25/1, 45/1)",378.429,11
"(50/1, 39/1, 8/1, 18/1, 9/1, 57/1, 59/1, 60/1, 5/1, 29/1, 21/1, 51/1, 46/1)",378.998,13
"(29/1, 21/1, 12/1, 53/1, 54/1, 55/1, 8/1, 36/1, 59/1, 50/1, 55/1, 20/1, 2/1, 40/1, 10/1, 57/1, 32/1, 13/1)",379.379,18
"(23/1, 47/1, 51/1, 52/1, 53/1, 23/1, 19/1, 55/1, 48/1, 55/1, 31/1, 2/1, 49/1, 55/1, 19/1, 12/1, 35/1, 13/1)",379.462,18
"(57/1, 41/1, 16/1, 53/1, 20/1, 45/1, 47/1, 48/1, 29/1, 22/1, 50/1, 46/1, 42/1, 58/1, 46/1, 8/1, 56/1, 40/1, 50/1, 47/1)",381.108,20
"(44/1, 21/1, 33/1, 11/1, 13/1, 18/1, 37/1, 13/1, 47/1, 50/1, 52/1, 53/1, 44/1, 37/1, 27/1, 8/1, 16/1, 45/1, 32/1, 30/1)",381.702,20
"(54/1, 26/1, 54/1, 47/1, 8/1, 8/1, 29/1, 53/1, 55/1, 56/1)",381.862,10
"(46/1, 50/1, 51/1, 52/1, 35/1, 8/1, 31/1, 24/1, 54/1, 25/1, 15/1, 24/1, 54/1)",382.845,13
"(9/1, 53/1, 26/1, 27/1, 52/1, 51/1, 50/1, 16/1, 45/1, 48/1, 49/1, 50/1, 58/1)",382.949,13
"(16/1, 22/1, 40/1, 7/1, 6/1, 30/1, 38/1, 20/1, 13/1, 26/1, 6/1, 23/1, 45/1, 46/1, 47/1, 16/1, 59/1)",384.009,17
"(21/1, 22/1, 21/1, 35/1, 36/1, 36/1, 23/1, 51/1, 16/1, 11/1, 31/1, 25/1, 21/1, 34/1, 38/1, 55/1, 7/1, 56/1, 56/1)",384.56,19
"(54/1, 25/1, 59/1, 38/1, 57/1, 29/1, 35/1, 36/1, 36/1, 24/1, 11/1, 45/1, 40/1, 1/1, 59/1, 13/1, 35/1, 53/1, 48/1)",384.726,19
"(12/1, 6/1, 34/1, 10/1, 41/1, 5/1, 56/1, 3/1, 53/1, 41/1, 37/1, 31/1, 30/1, 30/1, 14/1, 26/1, 36/1, 57/1, 54/1, 2/1)",384.876,20
"(25/1, 45/1, 28/1, 44/1, 38/1, 59/1, 24/1, 36/1, 58/1, 23/1, 24/1, 39/1, 38/1, 38/1, 55/1, 7/1, 43/1, 60/1, 4/1)",385.182,19
"(50/1, 57/1, 56/1, 55/1, 24/1, 55/1, 5/1)",385.966,7
"(25/1, 51/1, 41/1, 42/1, 43/1, 11/1, 18/1, 19/1, 7/1)",386.05,9
"(56/1, 57/1, 58/1, 39/1, 13/1, 47/1, 21/1, 19/1, 36/1, 50/1, 24/1, 8/1, 12/1, 40/1, 59/1, 51/1, 36/1, 11/1)",386.82,18
"(59/1, 3/1, 10/1, 9/1, 43/1, 26/1, 54/1, 33/1, 33/1, 35/1, 36/1, 51/1, 27/1, 9/1, 2/1)",388.26,15
"(57/1, 10/1, 6/1, 38/1, 19/1, 16/1, 14/1, 2/1, 7/1, 24/1, 23/1, 23/1, 9/1)",388.684,13
"(48/1, 43/1, 56/1, 44/1, 44/1, 45/1, 46/1, 34/1, 50/1, 60/1, 30/1, 56/1, 32/1, 13/1, 4/1)",390.056,15
"(48/1, 37/1, 38/1, 39/1, 32/1, 43/1)",390.229,6
"(20/1, 54/1, 43/1, 14/1, 5/1, 35/1, 18/1, 31/1, 46/1, 18/1, 49/1, 47/1, 38/1, 24/1, 25/1, 26/1, 48/1)",390.428,17
"(26/1, 1/1, 38/1, 25/1, 27/1, 28/1, 28/1, 19/1, 27/1, 12/1, 2/1, 53/1, 10/1, 36/1, 30/1)",390.481,15
"(11/1, 1/1, 31/1, 47/1, 45/1, 46/1, 47/1, 24/1, 28/1)",391.538,9
"(15/1, 54/1, 2/1, 43/1, 56/1, 58/1, 59/1, 38/1, 15/1, 37/1, 14/1, 14/1, 4/1, 58/1, 57/1)",394.188,15
"(56/1, 51/1, 53/1, 54/1, 9/1, 28/1, 50/1, 45/1, 13/1, 43/1, 19/1, 49/1, 7/1, 1/1, 13/1, 24/1, 53/1, 5/1, 19/1)",395.142,19
"(56/1, 41/1, 22/1, 31/1, 17/1, 53/1, 29/1, 58/1, 26/1, 40/1, 11/1, 55/1, 56/1, 57/1, 46/1, 47/1, 33/1)",395.202,17
"(20/1, 11/1, 32/1, 49/1, 58/1, 32/1, 51/1, 52/1, 53/1, 28/1, 34/1, 20/1, 29/1, 20/1, 59/1, 32/1)",398.62,16
