Adversarial Examples,Time(s),Length of Adversarial Examples
"(4.0, 18.0, 18.0, 45.0, 59.0, 45.0, 59.0, 59.0, 18.0)",13116.896,9
"(4.0, 14.0, 14.0, 17.0, 12.0, 17.0, 12.0, 12.0, 17.0)",13116.898,9
"(36.0, 3.0, 3.0, 47.0, 29.0, 47.0, 29.0, 3.0, 8.0)",13116.952,9
"(53.0, 54.0, 54.0, 44.0, 3.0, 44.0, 3.0, 54.0, 44.0)",13116.958,9
"(20.0, 22.0, 22.0, 47.0, 51.0, 47.0, 51.0, 47.0, 53.0)",13117.012,9
"(58.0, 19.0, 19.0, 61.0, 26.0, 61.0, 26.0, 61.0, 58.0)",13117.013,9
"(39.0, 26.0, 26.0, 48.0, 26.0, 14.0, 5.0, 29.0, 46.0)",14882.869,9
"(30.0, 56.0, 56.0, 46.0, 56.0, 37.0, 28.0, 30.0, 37.0)",14882.96,9
"(11.0, 57.0, 57.0, 42.0, 57.0, 55.0, 34.0, 57.0, 34.0)",14883.102,9
"(15.0, 11.0, 11.0, 21.0, 11.0, 57.0, 12.0, 11.0, 21.0)",14883.106,9
"(14.0, 0.0, 0.0, 34.0, 0.0, 39.0, 9.0, 34.0, 10.0)",14883.174,9
"(60.0, 33.0, 33.0, 8.0, 33.0, 26.0, 40.0, 8.0, 40.0)",14883.177,9
"(57.0, 39.0, 39.0, 45.0, 39.0, 25.0, 32.0, 25.0, 39.0)",14883.252,9
"(22.0, 18.0, 18.0, 47.0, 18.0, 40.0, 58.0, 40.0, 47.0)",14883.254,9
"(53.0, 18.0, 18.0, 3.0, 18.0, 0.0, 3.0, 50.0, 50.0)",16641.517,9
"(33.0, 8.0, 8.0, 42.0, 8.0, 52.0, 42.0, 15.0, 8.0)",16641.521,9
"(29.0, 19.0, 19.0, 33.0, 19.0, 40.0, 33.0, 29.0, 33.0)",16641.586,9
"(21.0, 15.0, 15.0, 13.0, 15.0, 1.0, 13.0, 1.0, 15.0)",16641.641,9
"(60.0, 1.0, 1.0, 55.0, 1.0, 13.0, 55.0, 1.0, 60.0)",16641.693,9
"(26.0, 32.0, 32.0, 18.0, 32.0, 37.0, 18.0, 32.0, 37.0)",16641.695,9
"(6.0, 8.0, 8.0, 15.0, 8.0, 53.0, 15.0, 15.0, 14.0)",16641.747,9
"(52.0, 33.0, 33.0, 61.0, 33.0, 48.0, 61.0, 61.0, 52.0)",16641.749,9
