Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(15/1, 58/1, 60/1, 21/1, 4/1, 44/1, 50/1, 45/1, 37/1, 44/1, 30/1)",14.195,13129,13129,Y
"(27/1, 8/1, 38/1, 23/1, 36/1, 13/1, 60/1, 8/1, 2/1)",14.206,13135,13135,Y
"(26/1, 54/1, 58/1)",14.212,13139,13139,Y
"(24/1, 48/1, 53/1)",14.214,13141,13141,Y
"(30/1, 42/1, 37/1, 40/1, 13/1, 19/1, 32/1, 18/1, 46/1, 20/1, 43/1, 25/1, 22/1, 35/1, 30/1, 37/1, 29/1)",14.219,13145,13145,Y
"(45/1, 55/1, 50/1, 44/1, 43/1, 16/1, 17/1, 29/1, 54/1)",14.224,13150,13150,Y
"(59/1, 8/1, 9/1, 18/1, 60/1, 57/1, 39/1, 16/1, 46/1, 38/1, 57/1, 29/1, 17/1)",14.254,13176,13176,Y
"(6/1, 30/1, 35/1, 51/1, 17/1, 6/1, 52/1, 11/1, 6/1, 54/1, 48/1)",14.263,13184,13184,Y
"(14/1, 23/1, 5/1, 41/1, 54/1, 60/1, 53/1, 4/1, 10/1, 56/1, 10/1)",14.276,13193,13193,Y
"(40/1, 2/1, 9/1, 33/1, 14/1, 57/1, 26/1, 44/1, 42/1)",14.284,13198,13198,Y
"(57/1, 19/1, 45/1)",14.335,13244,13244,Y
"(51/1, 34/1, 33/1)",14.338,13246,13246,Y
"(44/1, 41/1, 23/1, 20/1, 49/1, 24/1, 58/1, 46/1, 33/1, 24/1, 12/1, 27/1, 14/1, 10/1, 7/1, 49/1, 43/1)",14.356,13262,13262,Y
"(31/1, 38/1, 54/1, 35/1, 54/1, 12/1, 49/1, 1/1, 1/1, 49/1, 44/1, 45/1, 44/1, 13/1, 7/1, 42/1, 17/1, 21/1, 38/1)",14.357,13263,13263,Y
"(6/1, 42/1, 24/1, 24/1, 10/1, 39/1, 42/1, 27/1, 12/1)",14.362,13267,13267,Y
"(20/1, 37/1, 60/1, 57/1, 14/1, 48/1, 11/1, 49/1, 30/1)",14.366,13270,13270,Y
"(8/1, 15/1, 56/1, 5/1, 12/1, 38/1, 59/1, 12/1, 33/1, 41/1, 23/1, 30/1, 21/1, 36/1, 16/1)",14.368,13272,13272,Y
"(18/1, 11/1, 37/1, 2/1, 38/1, 18/1, 4/1, 30/1, 33/1)",14.375,13278,13278,Y
"(30/1, 57/1, 54/1, 19/1, 2/1, 18/1, 38/1)",14.377,13280,13280,Y
"(50/1, 44/1, 22/1, 22/1, 52/1)",14.382,13284,13284,Y
"(34/1, 16/1, 1/1, 50/1, 33/1, 38/1, 34/1, 31/1, 4/1, 21/1, 35/1, 54/1, 1/1, 57/1, 14/1, 18/1, 41/1, 56/1, 43/1)",14.392,13293,13293,Y
"(46/1, 8/1, 58/1, 28/1, 20/1, 44/1, 41/1, 3/1, 26/1, 1/1, 13/1)",14.396,13296,13296,Y
"(28/1, 35/1, 40/1, 25/1, 7/1, 16/1, 44/1, 46/1, 9/1, 60/1, 48/1, 5/1, 45/1, 55/1, 33/1, 45/1, 6/1, 42/1, 34/1)",14.403,13302,13302,Y
"(21/1, 26/1, 17/1, 37/1, 49/1, 38/1, 60/1)",14.416,13314,13314,Y
"(30/1, 1/1, 52/1, 47/1, 2/1, 54/1, 23/1, 56/1, 33/1, 44/1, 33/1, 45/1, 38/1)",14.427,13324,13324,Y
"(52/1, 23/1, 28/1, 48/1, 41/1, 15/1, 52/1, 37/1, 29/1, 10/1, 59/1, 57/1, 5/1, 42/1, 43/1, 9/1, 18/1, 60/1, 33/1)",14.43,13326,13326,Y
"(53/1, 15/1, 16/1, 22/1, 6/1, 39/1, 46/1, 33/1, 1/1, 28/1, 33/1, 53/1, 4/1, 26/1, 54/1, 22/1, 12/1)",14.446,13340,13340,Y
"(36/1, 6/1, 22/1, 7/1, 5/1, 16/1, 32/1)",14.449,13343,13343,Y
"(33/1, 20/1, 24/1)",14.456,13349,13349,Y
"(25/1, 14/1, 13/1, 43/1, 54/1, 13/1, 21/1, 58/1, 25/1, 28/1, 4/1, 9/1, 35/1, 51/1, 37/1)",14.459,13351,13351,Y
"(12/1, 38/1, 41/1, 31/1, 16/1, 23/1, 6/1, 21/1, 47/1, 7/1, 11/1)",14.466,13357,13357,Y
"(28/1, 60/1, 49/1, 5/1, 1/1, 53/1, 48/1, 7/1, 3/1, 48/1, 36/1, 54/1, 11/1, 40/1, 60/1)",14.467,13358,13358,Y
"(37/1, 34/1, 39/1, 20/1, 47/1, 29/1, 7/1, 43/1, 40/1)",14.473,13363,13363,Y
"(13/1, 44/1, 40/1, 38/1, 28/1, 41/1, 35/1, 24/1, 4/1, 45/1, 46/1, 38/1, 3/1, 16/1, 12/1, 40/1, 22/1)",14.476,13366,13366,Y
"(20/1, 37/1, 17/1, 60/1, 16/1, 28/1, 13/1, 53/1, 56/1)",14.493,13382,13382,Y
"(14/1, 34/1, 55/1, 26/1, 16/1, 13/1, 23/1, 39/1, 31/1, 34/1, 40/1)",14.497,13385,13385,Y
"(10/1, 29/1, 32/1, 5/1, 2/1, 41/1, 21/1)",14.507,13393,13393,Y
"(46/1, 11/1, 27/1, 31/1, 9/1, 55/1, 10/1, 45/1, 54/1, 56/1, 59/1)",14.536,13418,13418,Y
"(3/1, 13/1, 19/1)",14.538,13419,13419,Y
"(28/1, 1/1, 13/1, 54/1, 59/1, 7/1, 5/1, 30/1, 18/1, 43/1, 35/1, 3/1)",14.544,13424,13424,Y
"(17/1, 13/1, 4/1, 5/1, 52/1, 21/1, 25/1, 59/1, 8/1, 51/1, 42/1, 46/1, 28/1, 49/1, 15/1)",14.552,13430,13430,Y
"(8/1, 38/1, 42/1, 10/1, 8/1, 16/1, 44/1, 1/1, 9/1, 26/1, 29/1, 33/1, 1/1, 22/1, 17/1, 37/1, 23/1)",14.571,13447,13447,Y
"(49/1, 36/1, 25/1, 56/1, 48/1, 57/1, 26/1, 53/1, 7/1, 35/1, 13/1, 32/1, 53/1, 6/1, 2/1)",14.577,13452,13452,Y
"(36/1, 6/1, 56/1, 4/1, 27/1, 6/1, 53/1, 35/1, 48/1, 31/1, 2/1, 25/1, 57/1, 45/1, 27/1, 35/1, 39/1)",14.59,13463,13463,Y
"(31/1, 60/1, 28/1, 16/1, 3/1, 10/1, 3/1, 32/1, 19/1, 19/1, 42/1, 32/1, 8/1, 3/1, 44/1, 15/1, 8/1)",14.594,13466,13466,Y
"(20/1, 15/1, 45/1, 48/1, 58/1, 39/1, 28/1, 30/1, 42/1, 55/1, 47/1, 26/1, 58/1, 40/1, 3/1, 13/1, 18/1, 36/1, 50/1)",14.603,13474,13474,Y
"(13/1, 38/1, 15/1, 5/1, 28/1, 31/1, 53/1, 48/1, 52/1, 49/1, 32/1, 1/1, 8/1, 54/1, 58/1, 58/1, 5/1, 51/1, 60/1)",14.612,13481,13481,Y
"(13/1, 51/1, 31/1)",14.617,13485,13485,Y
"(53/1, 17/1, 16/1)",14.624,13491,13491,Y
"(14/1, 25/1, 21/1)",14.636,13501,13501,Y
"(4/1, 24/1, 55/1, 27/1, 15/1, 35/1, 15/1, 50/1, 38/1)",14.653,13515,13515,Y
"(41/1, 6/1, 28/1, 14/1, 54/1, 39/1, 12/1, 49/1, 28/1, 46/1, 32/1, 5/1, 23/1, 59/1, 56/1)",14.674,13533,13533,Y
"(19/1, 4/1, 33/1, 6/1, 2/1, 56/1, 58/1)",14.682,13540,13540,Y
"(16/1, 6/1, 45/1, 12/1, 52/1, 40/1, 8/1, 23/1, 30/1, 53/1, 40/1, 40/1, 30/1, 13/1, 58/1, 56/1, 15/1, 28/1, 8/1)",14.689,13546,13546,Y
"(53/1, 31/1, 45/1, 32/1, 44/1, 56/1, 9/1, 30/1, 1/1, 11/1, 31/1, 37/1, 44/1, 44/1, 2/1, 14/1, 28/1, 56/1, 28/1)",14.711,13565,13565,Y
"(60/1, 22/1, 27/1, 32/1, 59/1, 44/1, 24/1)",14.713,13567,13567,Y
"(10/1, 19/1, 3/1, 16/1, 48/1, 58/1, 33/1, 24/1, 11/1, 15/1, 55/1, 47/1, 52/1, 48/1, 30/1, 42/1, 32/1, 51/1, 13/1)",14.73,13581,13581,Y
"(33/1, 41/1, 31/1, 8/1, 7/1, 4/1, 3/1, 32/1, 26/1, 36/1, 39/1, 47/1, 32/1, 18/1, 26/1, 16/1, 47/1, 9/1, 14/1)",14.738,13588,13588,Y
"(33/1, 5/1, 16/1)",14.742,13591,13591,Y
"(39/1, 53/1, 55/1, 8/1, 12/1)",14.772,13618,13618,Y
"(4/1, 47/1, 21/1, 35/1, 50/1)",14.774,13619,13619,Y
"(39/1, 40/1, 50/1, 45/1, 36/1, 38/1, 27/1, 43/1, 18/1, 38/1, 52/1)",14.806,13649,13649,Y
"(39/1, 29/1, 24/1)",14.81,13652,13652,Y
"(55/1, 33/1, 39/1, 54/1, 20/1, 28/1, 42/1, 31/1, 15/1, 17/1, 53/1, 27/1, 32/1, 15/1, 41/1)",14.824,13664,13664,Y
"(16/1, 35/1, 5/1, 55/1, 16/1, 11/1, 5/1, 38/1, 21/1, 31/1, 46/1, 9/1, 5/1)",14.828,13667,13667,Y
"(55/1, 48/1, 23/1, 1/1, 20/1)",14.832,13671,13671,Y
"(38/1, 16/1, 60/1, 46/1, 17/1, 49/1, 22/1, 18/1, 51/1, 5/1, 5/1)",14.846,13682,13682,Y
"(36/1, 33/1, 51/1, 17/1, 55/1, 40/1, 4/1, 41/1, 2/1, 26/1, 33/1, 11/1, 13/1, 58/1, 30/1)",14.849,13685,13685,Y
"(50/1, 1/1, 48/1, 42/1, 13/1, 25/1, 53/1, 47/1, 56/1, 45/1, 40/1)",14.86,13695,13695,Y
"(1/1, 44/1, 51/1, 55/1, 20/1, 46/1, 10/1, 52/1, 15/1, 56/1, 51/1, 4/1, 17/1)",14.863,13697,13697,Y
"(59/1, 10/1, 20/1, 31/1, 21/1, 9/1, 57/1, 10/1, 18/1)",14.866,13699,13699,Y
"(49/1, 10/1, 46/1)",14.883,13715,13715,Y
"(8/1, 40/1, 33/1, 17/1, 53/1, 9/1, 53/1, 14/1, 55/1, 34/1, 9/1, 18/1, 18/1, 46/1, 45/1, 7/1, 5/1)",14.889,13719,13719,Y
"(27/1, 42/1, 24/1, 23/1, 9/1, 40/1, 42/1, 8/1, 5/1, 58/1, 16/1, 27/1, 60/1, 48/1, 23/1)",14.898,13727,13727,Y
"(16/1, 31/1, 49/1, 4/1, 54/1, 16/1, 8/1)",14.905,13733,13733,Y
"(4/1, 13/1, 5/1, 54/1, 14/1, 27/1, 37/1, 28/1, 41/1, 27/1, 24/1, 41/1, 49/1, 46/1, 11/1, 58/1, 45/1)",14.925,13750,13750,Y
"(14/1, 47/1, 33/1)",14.951,13773,13773,Y
"(38/1, 50/1, 60/1, 32/1, 33/1, 28/1, 30/1, 25/1, 46/1)",14.953,13774,13774,Y
"(36/1, 1/1, 1/1, 31/1, 13/1, 35/1, 25/1, 32/1, 33/1)",14.963,13782,13782,Y
"(4/1, 39/1, 10/1, 37/1, 3/1, 26/1, 60/1)",14.964,13783,13783,Y
"(60/1, 17/1, 3/1, 29/1, 58/1, 26/1, 42/1)",14.981,13798,13798,Y
"(3/1, 26/1, 12/1, 59/1, 32/1)",15.0,13814,13814,Y
"(53/1, 50/1, 41/1, 32/1, 53/1, 36/1, 54/1, 13/1, 19/1, 43/1, 43/1, 55/1, 60/1, 18/1, 11/1, 37/1, 49/1, 10/1, 23/1, 1/1)",15.003,13816,13816,Y
"(22/1, 41/1, 8/1, 6/1, 43/1, 50/1, 55/1, 2/1, 24/1, 19/1, 58/1, 34/1, 49/1, 20/1, 9/1, 41/1, 1/1, 11/1, 53/1)",15.009,13822,13822,Y
"(54/1, 59/1, 29/1, 59/1, 6/1, 43/1, 2/1, 36/1, 56/1)",15.011,13823,13823,Y
"(5/1, 17/1, 2/1, 22/1, 41/1)",15.013,13824,13824,Y
"(9/1, 45/1, 10/1, 53/1, 4/1, 24/1, 3/1, 29/1, 36/1, 59/1, 46/1, 31/1, 13/1, 51/1, 58/1)",15.016,13827,13827,Y
"(38/1, 31/1, 10/1, 22/1, 59/1, 3/1, 47/1, 55/1, 21/1, 12/1, 4/1, 31/1, 14/1, 49/1, 36/1, 46/1, 39/1, 22/1, 21/1)",15.019,13829,13829,Y
"(30/1, 30/1, 24/1, 40/1, 24/1, 51/1, 1/1, 2/1, 19/1, 45/1, 27/1, 55/1, 29/1, 47/1, 16/1, 49/1, 54/1)",15.027,13836,13836,Y
"(16/1, 46/1, 25/1, 48/1, 10/1, 1/1, 15/1, 34/1, 19/1, 33/1, 8/1, 35/1, 8/1, 19/1, 33/1, 53/1, 33/1)",15.034,13842,13842,Y
"(56/1, 10/1, 30/1, 60/1, 14/1, 38/1, 17/1, 60/1, 31/1, 16/1, 51/1, 12/1, 19/1)",15.042,13849,13849,Y
"(4/1, 18/1, 23/1, 42/1, 46/1)",15.045,13852,13852,Y
"(19/1, 20/1, 35/1, 26/1, 39/1, 51/1, 13/1, 29/1, 53/1, 5/1, 2/1)",15.053,13859,13859,Y
"(58/1, 42/1, 30/1, 15/1, 31/1, 20/1, 38/1, 34/1, 44/1)",15.057,13862,13862,Y
"(19/1, 12/1, 12/1, 54/1, 8/1, 8/1, 38/1, 40/1, 24/1)",15.063,13867,13867,Y
"(10/1, 42/1, 7/1, 14/1, 9/1, 21/1, 32/1)",15.065,13868,13868,Y
"(41/1, 21/1, 2/1, 8/1, 2/1, 9/1, 56/1, 45/1, 18/1, 27/1, 32/1)",15.069,13872,13872,Y
"(15/1, 34/1, 13/1, 35/1, 52/1, 36/1, 3/1, 18/1, 40/1, 2/1, 5/1, 14/1, 15/1)",15.078,13880,13880,Y
"(58/1, 57/1, 18/1, 5/1, 7/1, 60/1, 23/1, 21/1, 6/1, 36/1, 9/1, 43/1, 34/1, 52/1, 39/1)",15.096,13896,13896,Y
"(53/1, 13/1, 8/1, 60/1, 43/1, 32/1, 24/1, 16/1, 38/1, 56/1, 55/1, 35/1, 23/1, 42/1, 46/1)",15.101,13900,13900,Y
"(46/1, 28/1, 15/1, 40/1, 20/1, 46/1, 58/1, 26/1, 6/1, 10/1, 55/1, 20/1, 22/1, 6/1, 23/1)",15.106,13904,13904,Y
"(32/1, 13/1, 41/1, 4/1, 45/1, 39/1, 32/1, 10/1, 40/1, 13/1, 54/1, 31/1, 5/1, 6/1, 7/1, 56/1, 14/1, 57/1, 60/1)",15.113,13910,13910,Y
"(54/1, 57/1, 14/1, 53/1, 56/1, 41/1, 40/1)",15.119,13915,13915,Y
"(47/1, 26/1, 9/1, 51/1, 23/1, 36/1, 35/1, 17/1, 55/1, 51/1, 34/1, 20/1, 33/1)",15.137,13931,13931,Y
"(46/1, 31/1, 14/1, 49/1, 38/1, 44/1, 19/1, 45/1, 60/1, 52/1, 32/1, 3/1, 38/1, 26/1, 23/1, 55/1, 53/1)",15.168,13960,13960,Y
"(7/1, 40/1, 27/1, 28/1, 56/1)",15.171,13962,13962,Y
"(30/1, 49/1, 31/1, 55/1, 3/1, 10/1, 5/1, 60/1, 4/1, 11/1, 28/1, 58/1, 31/1)",15.196,13984,13984,Y
"(10/1, 25/1, 28/1, 45/1, 43/1)",15.234,14018,14018,Y
"(15/1, 59/1, 41/1, 26/1, 57/1, 23/1, 55/1, 42/1, 14/1, 19/1, 2/1, 46/1, 28/1, 43/1, 40/1, 32/1, 25/1)",15.242,14025,14025,Y
"(10/1, 10/1, 49/1, 8/1, 57/1, 4/1, 7/1, 37/1, 15/1, 18/1, 58/1, 42/1, 55/1, 32/1, 13/1, 4/1, 9/1)",15.261,14041,14041,Y
"(53/1, 3/1, 2/1, 50/1, 23/1, 6/1, 10/1, 58/1, 53/1, 49/1, 14/1)",15.262,14042,14042,Y
"(51/1, 53/1, 36/1, 15/1, 38/1, 51/1, 51/1, 48/1, 40/1, 3/1, 23/1, 10/1, 50/1, 2/1, 24/1)",15.268,14047,14047,Y
"(34/1, 36/1, 32/1, 18/1, 39/1, 49/1, 28/1, 31/1, 7/1, 50/1, 29/1)",15.273,14051,14051,Y
"(45/1, 46/1, 60/1, 23/1, 23/1, 13/1, 13/1)",15.282,14056,14056,Y
"(8/1, 31/1, 42/1, 24/1, 5/1, 20/1, 44/1, 54/1, 47/1, 25/1, 18/1, 31/1, 5/1, 34/1, 28/1, 46/1, 36/1, 59/1, 36/1)",15.311,14076,14076,Y
"(52/1, 52/1, 35/1, 24/1, 18/1, 37/1, 38/1, 19/1, 25/1, 6/1, 48/1)",15.315,14079,14079,Y
"(37/1, 30/1, 3/1, 42/1, 22/1, 28/1, 12/1, 41/1, 51/1, 1/1, 51/1)",15.316,14080,14080,Y
"(56/1, 36/1, 16/1, 57/1, 26/1, 2/1, 53/1, 21/1, 12/1, 56/1, 47/1)",15.323,14086,14086,Y
"(41/1, 39/1, 1/1, 54/1, 28/1, 36/1, 31/1, 18/1, 2/1, 23/1, 32/1)",15.328,14090,14090,Y
"(44/1, 17/1, 7/1, 41/1, 44/1)",15.341,14099,14099,Y
"(9/1, 6/1, 29/1, 4/1, 41/1, 28/1, 46/1, 20/1, 25/1, 22/1, 56/1, 26/1, 9/1, 17/1, 10/1, 40/1, 18/1)",15.35,14107,14107,Y
"(14/1, 49/1, 36/1, 23/1, 18/1, 32/1, 15/1, 5/1, 57/1, 50/1, 25/1, 44/1, 12/1, 23/1, 56/1)",15.369,14124,14124,Y
"(52/1, 14/1, 19/1, 51/1, 25/1, 15/1, 1/1, 56/1, 4/1, 32/1, 21/1)",15.37,14125,14125,Y
"(30/1, 24/1, 38/1, 7/1, 13/1)",15.375,14129,14129,Y
"(16/1, 56/1, 24/1, 32/1, 30/1, 46/1, 21/1, 60/1, 19/1, 55/1, 15/1, 11/1, 28/1, 46/1, 33/1, 53/1, 51/1, 30/1, 23/1)",15.383,14134,14134,Y
"(9/1, 55/1, 14/1, 33/1, 42/1, 39/1, 41/1)",15.389,14137,14137,Y
"(20/1, 27/1, 24/1, 35/1, 57/1, 46/1, 49/1, 4/1, 11/1)",15.396,14143,14143,Y
"(29/1, 18/1, 12/1, 13/1, 13/1, 34/1, 18/1, 19/1, 2/1, 17/1, 14/1, 28/1, 56/1)",15.397,14144,14144,Y
"(28/1, 52/1, 12/1, 2/1, 24/1, 21/1, 10/1, 25/1, 48/1, 11/1, 59/1, 8/1, 14/1)",15.408,14154,14154,Y
"(9/1, 18/1, 45/1, 52/1, 24/1, 38/1, 1/1, 30/1, 54/1)",15.427,14168,14168,Y
"(58/1, 47/1, 29/1, 23/1, 13/1, 2/1, 5/1, 32/1, 44/1, 12/1, 26/1, 55/1, 46/1, 25/1, 12/1, 21/1, 32/1, 19/1, 1/1)",15.433,14172,14172,Y
"(12/1, 19/1, 15/1, 3/1, 10/1, 17/1, 16/1, 57/1, 43/1, 55/1, 2/1, 28/1, 14/1, 26/1, 54/1, 2/1, 9/1, 37/1, 13/1)",15.438,14176,14176,Y
"(15/1, 10/1, 49/1, 13/1, 9/1, 31/1, 30/1, 20/1, 33/1, 48/1, 31/1, 29/1, 9/1, 1/1, 9/1, 20/1, 13/1, 6/1, 9/1)",15.449,14186,14186,Y
"(41/1, 28/1, 38/1, 13/1, 44/1, 33/1, 17/1, 1/1, 15/1, 23/1, 13/1, 45/1, 57/1, 56/1, 44/1)",15.452,14189,14189,Y
"(59/1, 50/1, 14/1, 34/1, 1/1, 46/1, 53/1)",15.454,14190,14190,Y
"(56/1, 6/1, 28/1, 5/1, 36/1, 18/1, 55/1, 41/1, 33/1, 28/1, 4/1, 26/1, 2/1, 51/1, 36/1)",15.463,14198,14198,Y
"(38/1, 33/1, 56/1, 58/1, 7/1, 48/1, 21/1, 33/1, 37/1, 45/1, 19/1, 24/1, 56/1, 5/1, 19/1)",15.467,14202,14202,Y
"(15/1, 27/1, 48/1, 43/1, 11/1, 51/1, 1/1, 45/1, 40/1, 43/1, 46/1, 2/1)",15.468,14203,14203,Y
"(27/1, 7/1, 40/1, 27/1, 12/1, 31/1, 2/1, 54/1, 37/1)",15.473,14207,14207,Y
"(52/1, 11/1, 1/1, 41/1, 2/1, 14/1, 46/1, 17/1, 23/1, 59/1, 35/1, 22/1, 10/1, 30/1, 39/1, 49/1, 59/1)",15.483,14216,14216,Y
"(31/1, 36/1, 37/1, 29/1, 58/1, 20/1, 44/1, 7/1, 46/1, 21/1, 12/1, 14/1, 48/1, 31/1, 7/1, 51/1, 41/1, 56/1, 59/1)",15.486,14218,14218,Y
"(6/1, 17/1, 37/1, 55/1, 48/1, 29/1, 1/1, 16/1, 52/1, 38/1, 26/1)",15.495,14227,14227,Y
"(4/1, 2/1, 2/1, 22/1, 5/1, 7/1, 53/1)",15.505,14236,14236,Y
"(20/1, 8/1, 57/1, 59/1, 27/1, 49/1, 57/1, 28/1, 57/1, 32/1, 2/1, 31/1, 40/1)",15.507,14237,14237,Y
"(38/1, 49/1, 39/1, 9/1, 38/1)",15.521,14250,14250,Y
"(12/1, 45/1, 23/1, 60/1, 58/1, 51/1, 23/1)",15.522,14251,14251,Y
"(13/1, 27/1, 52/1)",15.524,14252,14252,Y
"(36/1, 48/1, 37/1, 13/1, 25/1, 19/1, 13/1, 3/1, 8/1, 4/1, 32/1, 37/1, 1/1, 59/1, 6/1, 55/1, 58/1)",15.527,14255,14255,Y
"(25/1, 20/1, 21/1, 38/1, 34/1, 16/1, 18/1, 1/1, 4/1, 1/1, 52/1, 1/1, 12/1, 46/1, 23/1, 24/1, 19/1)",15.529,14256,14256,Y
"(6/1, 57/1, 20/1)",15.532,14258,14258,Y
"(32/1, 39/1, 15/1, 54/1, 24/1, 30/1, 13/1, 48/1, 48/1, 21/1, 32/1, 51/1, 58/1, 22/1, 6/1, 13/1, 36/1)",15.534,14260,14260,Y
"(5/1, 29/1, 42/1, 15/1, 45/1, 59/1, 31/1, 53/1, 37/1)",15.537,14262,14262,Y
"(4/1, 2/1, 6/1, 48/1, 47/1, 16/1, 60/1, 16/1, 43/1, 21/1, 52/1, 40/1, 7/1, 47/1, 51/1)",15.538,14263,14263,Y
"(16/1, 46/1, 43/1, 39/1, 24/1)",15.543,14267,14267,Y
"(7/1, 38/1, 19/1, 53/1, 35/1, 51/1, 24/1)",15.558,14281,14281,Y
"(9/1, 29/1, 52/1, 60/1, 39/1, 51/1, 53/1, 36/1, 24/1, 32/1, 25/1, 25/1, 31/1, 18/1, 21/1, 36/1, 22/1, 56/1, 14/1)",15.561,14283,14283,Y
"(2/1, 1/1, 1/1, 18/1, 56/1, 56/1, 32/1)",15.568,14290,14290,Y
"(9/1, 44/1, 18/1)",15.577,14297,14297,Y
"(11/1, 46/1, 12/1, 47/1, 60/1, 40/1, 56/1, 19/1, 37/1, 30/1, 20/1, 57/1, 24/1, 38/1, 33/1)",15.605,14323,14323,Y
"(55/1, 12/1, 17/1, 51/1, 6/1, 22/1, 1/1, 60/1, 30/1)",15.613,14331,14331,Y
"(33/1, 58/1, 40/1, 16/1, 50/1, 39/1, 12/1, 58/1, 39/1)",15.615,14332,14332,Y
"(47/1, 30/1, 50/1, 29/1, 49/1, 39/1, 4/1, 60/1, 56/1)",15.652,14366,14366,Y
"(53/1, 8/1, 26/1, 31/1, 17/1, 9/1, 30/1, 52/1, 9/1, 48/1, 48/1, 52/1, 50/1)",15.666,14378,14378,Y
"(43/1, 50/1, 56/1, 13/1, 44/1, 42/1, 30/1, 33/1, 58/1, 23/1, 21/1, 47/1, 32/1, 39/1, 34/1, 60/1, 39/1)",15.671,14383,14383,Y
"(17/1, 54/1, 14/1, 27/1, 28/1)",15.674,14385,14385,Y
"(10/1, 48/1, 37/1, 9/1, 5/1, 27/1, 37/1)",15.677,14387,14387,Y
"(9/1, 50/1, 2/1, 39/1, 31/1, 45/1, 45/1)",15.69,14399,14399,Y
"(32/1, 31/1, 41/1, 1/1, 7/1, 25/1, 26/1, 45/1, 1/1, 28/1, 49/1, 39/1, 23/1, 24/1, 39/1, 53/1, 37/1)",15.694,14402,14402,Y
"(10/1, 15/1, 13/1, 22/1, 2/1, 33/1, 12/1, 11/1, 27/1, 28/1, 46/1, 24/1, 14/1, 37/1, 25/1, 9/1, 11/1)",15.703,14411,14411,Y
"(2/1, 7/1, 1/1, 60/1, 34/1, 39/1, 6/1, 52/1, 28/1)",15.709,14416,14416,Y
"(14/1, 6/1, 34/1, 3/1, 49/1, 45/1, 16/1, 50/1, 60/1, 29/1, 5/1, 34/1, 15/1, 47/1, 31/1, 30/1, 59/1, 13/1)",15.725,14431,14431,Y
"(38/1, 5/1, 11/1)",15.728,14433,14433,Y
"(11/1, 27/1, 39/1, 58/1, 10/1, 60/1, 56/1, 41/1, 42/1, 27/1, 14/1, 47/1, 17/1)",15.748,14451,14451,Y
"(30/1, 1/1, 1/1, 28/1, 18/1, 34/1, 48/1, 46/1, 9/1, 30/1, 44/1)",15.75,14453,14453,Y
"(55/1, 4/1, 52/1, 34/1, 30/1, 38/1, 2/1, 21/1, 57/1, 22/1, 12/1, 47/1, 4/1, 35/1, 41/1)",15.758,14460,14460,Y
"(27/1, 17/1, 13/1)",15.766,14467,14467,Y
"(20/1, 24/1, 50/1, 53/1, 19/1, 26/1, 37/1, 25/1, 26/1, 40/1, 31/1)",15.775,14474,14474,Y
"(9/1, 55/1, 47/1, 19/1, 37/1, 22/1, 55/1, 23/1, 57/1, 23/1, 5/1, 46/1, 16/1, 39/1, 33/1)",15.778,14477,14477,Y
"(14/1, 8/1, 22/1, 44/1, 49/1, 56/1, 2/1, 9/1, 24/1, 52/1, 9/1, 34/1, 29/1)",15.779,14478,14478,Y
"(3/1, 9/1, 12/1, 16/1, 22/1, 7/1, 49/1, 2/1, 2/1, 46/1, 9/1, 30/1, 10/1)",15.782,14480,14480,Y
"(50/1, 33/1, 15/1, 35/1, 52/1, 35/1, 13/1, 23/1, 17/1, 50/1, 37/1, 59/1, 7/1, 47/1, 36/1)",15.783,14481,14481,Y
"(43/1, 20/1, 34/1)",15.793,14490,14490,Y
"(16/1, 47/1, 2/1, 12/1, 7/1, 46/1, 6/1, 41/1, 51/1)",15.802,14497,14497,Y
"(24/1, 1/1, 11/1, 29/1, 22/1)",15.806,14501,14501,Y
"(2/1, 18/1, 50/1, 37/1, 2/1, 29/1, 15/1, 16/1, 30/1, 60/1, 2/1, 19/1, 12/1, 55/1, 2/1, 26/1, 1/1, 53/1, 26/1)",15.811,14505,14505,Y
"(28/1, 55/1, 52/1, 55/1, 45/1, 22/1, 7/1, 6/1, 9/1, 27/1, 50/1, 45/1, 13/1, 19/1, 32/1, 25/1, 28/1, 13/1, 15/1)",15.812,14506,14506,Y
"(23/1, 26/1, 1/1, 47/1, 6/1, 60/1, 42/1, 53/1, 22/1, 56/1, 54/1)",15.816,14509,14509,Y
"(6/1, 18/1, 22/1, 48/1, 45/1, 40/1, 2/1, 10/1, 47/1, 43/1, 56/1, 12/1, 9/1, 43/1, 17/1, 58/1, 7/1)",15.82,14512,14512,Y
"(52/1, 6/1, 1/1, 8/1, 35/1, 14/1, 41/1, 34/1, 40/1, 30/1, 54/1, 23/1, 27/1, 55/1, 21/1, 52/1, 60/1)",15.839,14530,14530,Y
"(54/1, 32/1, 34/1, 59/1, 17/1, 35/1, 24/1, 46/1, 22/1, 44/1, 25/1, 9/1, 56/1, 30/1, 39/1, 9/1, 14/1)",15.843,14533,14533,Y
"(43/1, 26/1, 55/1, 34/1, 60/1, 36/1, 7/1, 33/1, 28/1, 41/1, 18/1, 49/1, 4/1, 40/1, 39/1)",15.844,14534,14534,Y
"(6/1, 45/1, 19/1, 13/1, 15/1)",15.85,14539,14539,Y
"(51/1, 9/1, 53/1, 41/1, 55/1, 6/1, 23/1)",15.877,14564,14564,Y
