Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(40/1, 25/1, 58/1, 21/1, 44/1, 55/1, 31/1, 52/1, 54/1, 55/1, 33/1, 2/1, 10/1, 10/1, 37/1, 40/1, 59/1, 53/1, 35/1, 6/1)",279.727,223231,223231,Y
"(5/1, 45/1, 52/1, 54/1, 50/1, 9/1, 10/1, 35/1, 7/1, 37/1, 33/1, 33/1, 52/1, 53/1, 54/1, 47/1, 59/1, 29/1)",280.611,223947,223947,Y
"(19/1, 6/1, 53/1, 40/1, 60/1, 3/1, 10/1, 17/1, 16/1, 16/1, 47/1)",281.07,224319,224319,Y
"(41/1, 21/1, 29/1, 13/1, 24/1, 1/1, 40/1, 40/1, 30/1, 3/1, 50/1, 52/1, 53/1, 1/1)",281.775,224892,224892,Y
"(4/1, 50/1, 52/1, 53/1, 43/1, 59/1, 34/1, 1/1, 44/1, 35/1, 27/1)",286.124,228391,228391,Y
"(60/1, 31/1, 42/1, 58/1, 36/1, 18/1, 59/1, 30/1, 32/1, 48/1, 49/1, 50/1, 30/1, 30/1, 21/1, 42/1, 39/1)",286.535,228725,228725,Y
"(6/1, 55/1, 58/1, 49/1, 22/1, 23/1, 2/1, 57/1, 36/1, 35/1, 35/1, 42/1, 58/1, 12/1, 46/1)",287.012,229110,229110,Y
"(22/1, 49/1, 53/1, 12/1, 28/1, 34/1, 16/1, 28/1, 57/1, 28/1, 4/1, 51/1, 13/1, 39/1, 12/1, 57/1, 58/1, 59/1, 37/1)",287.813,229766,229766,Y
"(18/1, 49/1, 50/1, 51/1, 9/1, 31/1, 13/1, 13/1, 6/1, 19/1, 50/1)",287.994,229917,229917,Y
"(4/1, 12/1, 19/1, 44/1, 52/1, 53/1, 54/1, 44/1, 60/1, 51/1, 35/1, 27/1, 42/1, 49/1, 53/1, 7/1, 59/1, 50/1, 33/1)",288.872,230636,230636,Y
"(22/1, 32/1, 31/1, 31/1, 5/1, 12/1, 33/1, 15/1, 41/1, 54/1, 15/1, 45/1, 23/1, 32/1, 28/1, 11/1, 60/1, 47/1, 49/1)",289.076,230803,230803,Y
"(49/1, 45/1, 50/1, 52/1, 53/1, 13/1, 18/1, 1/1, 26/1, 13/1)",289.14,230857,230857,Y
"(26/1, 48/1, 6/1, 14/1, 9/1, 28/1, 21/1, 8/1, 34/1, 46/1, 10/1, 36/1, 15/1, 57/1, 54/1, 48/1, 50/1, 51/1, 24/1, 33/1)",290.978,232343,232343,Y
"(49/1, 3/1, 12/1, 38/1, 28/1, 34/1, 35/1, 35/1, 15/1, 60/1, 39/1)",293.246,234128,234128,Y
"(13/1, 6/1, 9/1, 44/1, 9/1, 35/1, 43/1, 42/1, 42/1, 46/1, 32/1, 33/1, 1/1, 12/1, 58/1, 36/1, 40/1)",293.433,234251,234251,Y
"(4/1, 25/1, 44/1, 19/1, 36/1, 52/1, 53/1, 54/1, 50/1, 31/1, 13/1, 58/1, 41/1)",294.99,235419,235419,Y
"(58/1, 59/1, 60/1, 37/1, 3/1, 21/1, 10/1, 56/1)",295.356,235680,235680,Y
"(4/1, 16/1, 60/1, 39/1, 38/1, 38/1, 7/1, 26/1)",295.9,236055,236055,Y
"(55/1, 56/1, 57/1, 40/1, 14/1, 59/1, 52/1, 2/1)",296.043,236164,236164,Y
"(34/1, 40/1, 8/1, 26/1, 5/1, 35/1, 60/1, 36/1, 35/1, 35/1, 48/1, 15/1)",296.455,236491,236491,Y
"(31/1, 29/1, 20/1, 56/1, 50/1, 51/1, 52/1, 38/1, 4/1, 37/1, 57/1, 36/1, 4/1, 9/1, 1/1, 24/1, 24/1)",297.652,237336,237336,Y
"(59/1, 1/1, 23/1, 14/1, 52/1, 54/1, 55/1, 14/1, 27/1, 11/1, 35/1, 44/1, 7/1, 43/1, 2/1, 60/1, 35/1, 45/1, 57/1)",300.343,239449,239449,Y
"(40/1, 32/1, 17/1, 49/1, 24/1, 17/1, 6/1, 39/1, 7/1, 19/1, 33/1, 7/1, 14/1, 39/1, 31/1, 32/1, 33/1, 59/1, 8/1)",300.609,239647,239647,Y
"(42/1, 51/1, 20/1, 41/1, 53/1, 52/1, 52/1, 11/1, 4/1, 44/1, 51/1, 1/1, 36/1, 54/1, 58/1, 52/1, 59/1, 36/1, 37/1, 56/1)",300.847,239838,239838,Y
"(14/1, 27/1, 33/1, 37/1, 37/1, 31/1, 38/1, 40/1, 10/1, 5/1, 38/1, 16/1, 26/1, 56/1, 3/1, 57/1, 44/1, 46/1, 47/1, 17/1)",303.142,241646,241646,Y
"(21/1, 45/1, 46/1, 54/1, 55/1, 56/1, 51/1)",303.843,242197,242197,Y
"(50/1, 51/1, 52/1, 21/1)",303.912,242252,242252,Y
"(45/1, 43/1, 35/1, 21/1, 9/1, 23/1, 1/1, 13/1, 27/1, 36/1, 39/1, 49/1, 30/1, 50/1, 52/1, 53/1, 60/1, 47/1)",304.409,242645,242645,Y
"(48/1, 33/1, 53/1, 45/1, 46/1, 47/1, 14/1, 4/1, 5/1, 1/1, 8/1, 27/1, 4/1, 30/1, 53/1, 32/1, 8/1, 37/1, 3/1)",304.974,243097,243097,Y
"(56/1, 56/1, 34/1, 36/1, 25/1, 15/1, 3/1, 10/1, 24/1, 22/1, 19/1, 5/1, 36/1, 15/1, 51/1, 53/1, 54/1, 7/1, 56/1)",305.318,243374,243374,Y
"(22/1, 28/1, 25/1, 24/1, 24/1, 49/1, 32/1, 55/1, 8/1, 23/1, 37/1, 2/1, 20/1, 7/1, 43/1, 24/1, 24/1)",305.478,243504,243504,Y
"(59/1, 58/1, 58/1, 22/1)",306.84,244606,244606,Y
"(25/1, 34/1, 8/1, 35/1, 38/1, 4/1, 54/1, 46/1, 42/1, 21/1, 20/1, 20/1, 48/1, 25/1, 32/1, 57/1, 53/1, 10/1, 34/1, 22/1)",309.455,246733,246733,Y
"(25/1, 13/1, 22/1, 40/1, 6/1, 56/1, 57/1, 58/1, 49/1, 11/1, 59/1)",309.516,246780,246780,Y
"(38/1, 46/1, 47/1, 48/1, 49/1, 34/1, 60/1, 38/1, 34/1, 49/1, 14/1)",311.953,248760,248760,Y
"(35/1, 29/1, 22/1, 44/1, 14/1, 14/1, 7/1, 21/1, 6/1, 52/1, 34/1, 45/1, 42/1, 41/1, 41/1, 53/1)",312.295,249034,249034,Y
"(30/1, 17/1, 21/1, 50/1, 38/1, 31/1, 32/1, 33/1, 24/1, 19/1, 17/1, 43/1, 37/1, 29/1, 41/1)",312.563,249250,249250,Y
"(55/1, 32/1, 51/1, 53/1, 54/1, 29/1, 49/1, 34/1, 18/1, 40/1)",312.759,249405,249405,Y
"(36/1, 48/1, 16/1, 35/1, 43/1, 3/1, 51/1, 52/1, 53/1, 1/1, 30/1, 47/1, 52/1, 6/1, 49/1, 19/1, 34/1, 43/1)",312.871,249495,249495,Y
"(5/1, 10/1, 14/1, 34/1, 16/1, 53/1, 57/1, 58/1, 58/1, 36/1)",312.929,249542,249542,Y
"(54/1, 4/1, 27/1, 59/1, 28/1, 29/1, 30/1, 20/1)",313.117,249690,249690,Y
"(12/1, 58/1, 36/1, 53/1, 42/1, 8/1, 8/1, 11/1, 10/1, 34/1, 46/1, 47/1, 48/1, 23/1, 45/1, 16/1, 36/1, 53/1, 19/1, 17/1)",316.026,252019,252019,Y
"(44/1, 41/1, 14/1, 47/1, 9/1, 60/1, 59/1, 7/1, 44/1, 1/1, 45/1, 46/1, 47/1, 14/1)",317.093,252876,252876,Y
"(47/1, 2/1, 6/1, 45/1, 45/1, 6/1, 9/1, 40/1, 50/1, 13/1, 2/1, 31/1, 36/1, 56/1, 14/1, 49/1, 51/1, 52/1, 55/1, 60/1)",319.16,254467,254467,Y
"(20/1, 9/1, 19/1, 13/1, 8/1, 5/1, 16/1, 25/1, 34/1, 53/1, 45/1, 56/1, 58/1, 59/1, 52/1)",319.459,254702,254702,Y
"(34/1, 53/1, 60/1, 37/1, 27/1, 54/1, 41/1, 18/1, 29/1, 22/1, 22/1, 15/1, 50/1, 54/1, 22/1, 50/1, 52/1, 53/1, 7/1, 46/1)",319.835,254993,254993,Y
"(59/1, 54/1, 15/1, 21/1, 29/1, 39/1, 22/1, 55/1, 5/1, 25/1, 51/1, 30/1, 39/1, 58/1, 55/1, 55/1, 53/1, 52/1, 35/1)",320.586,255590,255590,Y
"(3/1, 24/1, 60/1, 59/1, 58/1, 29/1, 22/1, 48/1, 15/1, 20/1, 51/1, 27/1, 25/1, 10/1)",320.592,255595,255595,Y
"(44/1, 53/1, 47/1, 2/1, 21/1, 20/1, 20/1, 30/1, 53/1, 53/1, 7/1, 55/1, 49/1, 24/1, 46/1)",321.613,256417,256417,Y
"(23/1, 35/1, 2/1, 40/1, 4/1, 1/1, 42/1, 12/1, 11/1, 18/1, 12/1, 42/1, 37/1, 15/1, 21/1, 30/1, 26/1, 8/1, 8/1, 8/1)",321.816,256582,256582,Y
"(32/1, 34/1, 23/1, 40/1, 5/1, 41/1, 19/1, 41/1, 30/1, 26/1, 10/1, 4/1, 13/1, 51/1, 52/1, 53/1, 11/1)",323.855,258216,258216,Y
"(5/1, 29/1, 6/1, 40/1, 9/1, 59/1, 28/1, 49/1, 58/1, 58/1, 45/1, 14/1, 23/1, 14/1, 20/1, 22/1, 49/1, 51/1, 52/1)",324.582,258756,258756,Y
"(39/1, 53/1, 58/1, 55/1, 54/1, 54/1, 57/1, 58/1, 35/1, 20/1)",324.833,258957,258957,Y
"(56/1, 17/1, 26/1, 32/1, 49/1, 45/1, 2/1, 53/1, 55/1, 56/1, 48/1, 22/1, 37/1, 22/1, 15/1)",327.892,261085,261085,Y
"(7/1, 36/1, 58/1, 53/1, 41/1, 32/1, 17/1, 47/1, 20/1, 6/1, 50/1, 52/1, 53/1, 8/1, 16/1, 15/1, 32/1, 30/1, 55/1, 3/1)",329.215,262125,262125,Y
"(18/1, 56/1, 58/1, 59/1, 52/1, 4/1, 13/1, 26/1, 49/1, 18/1, 34/1, 21/1, 6/1, 5/1)",329.551,262391,262391,Y
"(46/1, 48/1, 49/1, 35/1, 43/1, 1/1, 19/1, 42/1, 37/1, 20/1)",330.853,263426,263426,Y
"(46/1, 22/1, 24/1, 53/1, 11/1, 19/1, 30/1, 27/1, 52/1, 53/1, 54/1, 25/1, 19/1)",331.14,263662,263662,Y
"(2/1, 58/1, 36/1, 33/1, 59/1, 46/1, 12/1, 56/1, 58/1, 59/1, 28/1, 33/1, 6/1, 44/1, 24/1, 27/1)",336.661,268205,268205,Y
"(9/1, 5/1, 40/1, 30/1, 12/1, 30/1, 11/1, 25/1, 25/1, 46/1, 34/1, 22/1, 41/1, 6/1, 4/1, 8/1, 7/1, 6/1, 49/1, 44/1)",336.92,268418,268418,Y
"(49/1, 50/1, 51/1, 30/1, 31/1, 59/1)",338.646,269821,269821,Y
"(34/1, 6/1, 58/1, 59/1, 60/1, 47/1, 16/1, 8/1, 8/1)",339.004,270112,270112,Y
"(39/1, 45/1, 5/1, 48/1, 15/1, 27/1, 22/1, 57/1, 23/1, 55/1, 56/1, 57/1, 57/1, 38/1, 54/1, 22/1, 38/1, 24/1, 6/1, 25/1)",340.206,271080,271080,Y
"(39/1, 27/1, 24/1, 14/1, 42/1, 6/1, 35/1, 45/1, 44/1, 44/1, 5/1, 46/1, 42/1, 16/1, 46/1, 19/1, 59/1)",341.767,272339,272339,Y
"(54/1, 56/1, 57/1, 32/1, 60/1, 1/1, 45/1, 37/1, 25/1, 12/1)",342.159,272654,272654,Y
"(28/1, 52/1, 53/1, 54/1, 20/1, 1/1, 28/1, 8/1)",343.325,273593,273593,Y
"(13/1, 48/1, 57/1, 13/1, 14/1, 16/1, 26/1, 25/1, 45/1, 53/1, 54/1, 55/1, 57/1, 25/1, 4/1, 26/1, 14/1, 9/1, 39/1, 49/1)",344.011,274144,274144,Y
"(60/1, 13/1, 9/1, 29/1, 27/1, 25/1, 34/1, 12/1, 39/1, 11/1, 57/1, 30/1, 30/1, 49/1, 50/1, 51/1, 2/1, 25/1)",345.591,275415,275415,Y
"(35/1, 6/1, 3/1, 18/1, 56/1, 14/1, 59/1, 57/1, 56/1, 56/1, 20/1, 31/1, 17/1, 39/1)",346.79,276383,276383,Y
"(45/1, 47/1, 48/1, 28/1, 18/1, 36/1)",349.259,278384,278384,Y
"(32/1, 12/1, 55/1, 56/1, 57/1, 6/1, 21/1, 25/1, 19/1, 53/1, 57/1, 39/1, 48/1, 40/1, 1/1, 15/1, 3/1)",351.33,280074,280074,Y
"(30/1, 52/1, 29/1, 30/1, 31/1, 4/1, 42/1, 53/1, 45/1, 26/1, 36/1, 29/1)",351.672,280356,280356,Y
"(21/1, 39/1, 1/1, 32/1, 15/1, 14/1, 17/1, 2/1, 55/1, 56/1, 57/1, 10/1)",352.507,281016,281016,Y
"(30/1, 21/1, 43/1, 20/1, 30/1, 29/1, 28/1, 58/1, 29/1, 39/1, 5/1)",354.548,282623,282623,Y
"(31/1, 7/1, 51/1, 1/1, 47/1, 3/1, 40/1, 38/1, 39/1, 40/1, 32/1, 36/1, 25/1, 5/1, 39/1)",354.731,282771,282771,Y
"(48/1, 49/1, 50/1, 59/1, 5/1, 27/1, 49/1, 31/1, 6/1)",354.78,282810,282810,Y
"(59/1, 58/1, 58/1, 33/1, 13/1, 38/1, 1/1, 59/1, 21/1, 22/1, 44/1, 56/1, 53/1, 27/1, 27/1, 24/1, 22/1, 15/1, 48/1, 36/1)",354.991,282940,282940,Y
"(56/1, 35/1, 24/1, 28/1, 38/1, 39/1, 27/1, 17/1, 6/1, 26/1, 45/1, 46/1, 47/1, 22/1, 10/1, 44/1, 23/1, 8/1, 36/1, 26/1)",355.054,282983,282983,Y
"(42/1, 52/1, 59/1, 58/1, 57/1, 53/1, 51/1)",355.31,283178,283178,Y
"(57/1, 59/1, 60/1, 38/1, 40/1, 46/1, 26/1, 28/1, 14/1, 29/1, 23/1)",356.021,283746,283746,Y
"(30/1, 18/1, 26/1, 18/1, 16/1, 59/1, 25/1, 24/1, 24/1, 3/1, 7/1, 56/1, 10/1, 35/1)",356.274,283928,283928,Y
"(58/1, 48/1, 40/1, 48/1, 48/1, 32/1, 32/1, 41/1, 40/1, 39/1, 51/1, 15/1, 26/1, 20/1, 54/1, 5/1, 27/1, 23/1)",356.995,284483,284483,Y
"(33/1, 18/1, 13/1, 44/1, 19/1, 18/1, 40/1, 57/1, 2/1, 5/1, 14/1, 39/1, 56/1, 58/1, 59/1, 6/1)",359.33,286312,286312,Y
"(6/1, 8/1, 52/1, 57/1, 49/1, 51/1, 18/1, 30/1, 30/1, 4/1, 49/1, 11/1, 42/1, 43/1, 44/1, 2/1)",360.11,286918,286918,Y
"(14/1, 59/1, 60/1, 60/1, 24/1, 35/1, 50/1, 48/1, 6/1, 31/1, 40/1, 39/1)",361.253,287830,287830,Y
"(20/1, 6/1, 26/1, 44/1, 41/1, 40/1, 40/1, 43/1, 21/1, 3/1, 41/1, 10/1, 2/1, 57/1, 55/1, 26/1, 39/1, 53/1)",361.673,288164,288164,Y
"(33/1, 45/1, 44/1, 44/1, 33/1, 41/1, 45/1, 40/1, 1/1, 49/1)",361.703,288187,288187,Y
"(25/1, 17/1, 13/1, 11/1, 5/1, 50/1, 45/1, 45/1, 44/1, 29/1, 20/1, 42/1, 60/1, 59/1, 59/1, 12/1, 15/1, 20/1)",365.005,290844,290844,Y
"(13/1, 56/1, 6/1, 29/1, 48/1, 28/1, 13/1, 47/1, 26/1, 49/1, 53/1, 4/1, 37/1, 37/1, 59/1, 59/1, 53/1, 47/1, 47/1, 47/1)",365.868,291541,291541,Y
"(39/1, 31/1, 55/1, 56/1, 57/1, 40/1)",366.307,291900,291900,Y
"(5/1, 41/1, 49/1, 57/1, 26/1, 7/1, 10/1, 7/1, 56/1, 17/1, 46/1, 58/1, 31/1, 32/1, 33/1, 8/1, 25/1, 7/1)",366.444,292010,292010,Y
"(36/1, 45/1, 18/1, 6/1, 49/1, 51/1, 52/1, 47/1, 36/1, 16/1, 57/1, 29/1, 29/1, 1/1)",366.671,292199,292199,Y
"(54/1, 43/1, 42/1, 59/1, 23/1, 22/1, 22/1, 8/1, 43/1, 31/1, 26/1, 16/1, 16/1, 33/1, 22/1, 48/1, 46/1, 48/1, 33/1)",366.708,292227,292227,Y
"(33/1, 13/1, 52/1, 54/1, 55/1, 44/1, 42/1, 7/1, 22/1, 38/1, 33/1, 24/1, 25/1, 6/1, 57/1, 53/1)",367.336,292738,292738,Y
"(27/1, 28/1, 37/1, 41/1, 59/1, 41/1, 42/1, 42/1, 43/1, 38/1, 32/1, 57/1, 26/1, 25/1, 28/1, 54/1, 7/1, 17/1)",368.732,293872,293872,Y
"(44/1, 43/1, 25/1, 37/1, 33/1, 33/1, 4/1, 16/1, 15/1, 15/1, 1/1, 49/1, 59/1)",369.786,294720,294720,Y
"(13/1, 4/1, 58/1, 19/1, 54/1, 56/1, 28/1, 10/1, 26/1, 53/1, 44/1, 1/1, 22/1, 55/1, 58/1, 48/1, 49/1, 50/1, 38/1, 40/1)",370.41,295220,295220,Y
"(47/1, 17/1, 27/1, 1/1, 55/1, 59/1, 60/1, 4/1, 19/1, 1/1, 16/1, 51/1, 21/1, 21/1, 22/1, 23/1, 12/1, 13/1, 41/1, 57/1)",370.478,295276,295276,Y
"(44/1, 36/1, 1/1, 13/1, 31/1, 42/1, 38/1, 39/1, 40/1, 8/1, 21/1, 8/1, 19/1, 37/1, 46/1)",372.243,296698,296698,Y
"(43/1, 47/1, 10/1, 43/1, 37/1, 46/1, 41/1, 54/1, 56/1, 25/1, 26/1, 20/1, 21/1, 21/1, 39/1)",373.937,298061,298061,Y
"(1/1, 32/1, 30/1, 14/1, 42/1, 43/1, 32/1, 33/1, 34/1, 35/1, 57/1, 36/1, 16/1, 20/1, 36/1, 23/1)",375.306,299197,299197,Y
"(53/1, 6/1, 17/1, 15/1, 36/1, 29/1, 14/1, 40/1, 39/1, 25/1, 19/1, 16/1, 19/1, 54/1, 56/1, 57/1, 52/1, 42/1, 55/1)",375.641,299473,299473,Y
"(7/1, 32/1, 14/1, 52/1, 53/1, 54/1, 55/1, 20/1, 2/1, 30/1, 17/1, 54/1, 20/1, 27/1, 56/1, 45/1, 25/1, 28/1, 13/1)",376.136,299881,299881,Y
"(26/1, 53/1, 25/1, 50/1, 38/1, 52/1, 40/1, 41/1, 42/1, 49/1, 1/1, 8/1, 55/1)",377.171,300729,300729,Y
"(16/1, 18/1, 50/1, 51/1, 52/1, 46/1, 12/1, 44/1, 15/1, 19/1)",377.979,301395,301395,Y
"(40/1, 36/1, 52/1, 43/1, 44/1, 45/1, 19/1, 59/1, 50/1, 25/1, 45/1)",378.429,301765,301765,Y
"(50/1, 39/1, 8/1, 18/1, 9/1, 57/1, 59/1, 60/1, 5/1, 29/1, 21/1, 51/1, 46/1)",378.998,302230,302230,Y
"(29/1, 21/1, 12/1, 53/1, 54/1, 55/1, 8/1, 36/1, 59/1, 50/1, 55/1, 20/1, 2/1, 40/1, 10/1, 57/1, 32/1, 13/1)",379.379,302539,302539,Y
"(23/1, 47/1, 51/1, 52/1, 53/1, 23/1, 19/1, 55/1, 48/1, 55/1, 31/1, 2/1, 49/1, 55/1, 19/1, 12/1, 35/1, 13/1)",379.462,302603,302603,Y
"(57/1, 41/1, 16/1, 53/1, 20/1, 45/1, 47/1, 48/1, 29/1, 22/1, 50/1, 46/1, 42/1, 58/1, 46/1, 8/1, 56/1, 40/1, 50/1, 47/1)",381.108,303931,303931,Y
"(44/1, 21/1, 33/1, 11/1, 13/1, 18/1, 37/1, 13/1, 47/1, 50/1, 52/1, 53/1, 44/1, 37/1, 27/1, 8/1, 16/1, 45/1, 32/1, 30/1)",381.702,304407,304407,Y
"(54/1, 26/1, 54/1, 47/1, 8/1, 8/1, 29/1, 53/1, 55/1, 56/1)",381.862,304532,304532,Y
"(46/1, 50/1, 51/1, 52/1, 35/1, 8/1, 31/1, 24/1, 54/1, 25/1, 15/1, 24/1, 54/1)",382.845,305313,305313,Y
"(9/1, 53/1, 26/1, 27/1, 52/1, 51/1, 50/1, 16/1, 45/1, 48/1, 49/1, 50/1, 58/1)",382.949,305396,305396,Y
"(16/1, 22/1, 40/1, 7/1, 6/1, 30/1, 38/1, 20/1, 13/1, 26/1, 6/1, 23/1, 45/1, 46/1, 47/1, 16/1, 59/1)",384.009,306241,306241,Y
"(21/1, 22/1, 21/1, 35/1, 36/1, 36/1, 23/1, 51/1, 16/1, 11/1, 31/1, 25/1, 21/1, 34/1, 38/1, 55/1, 7/1, 56/1, 56/1)",384.56,306680,306680,Y
"(54/1, 25/1, 59/1, 38/1, 57/1, 29/1, 35/1, 36/1, 36/1, 24/1, 11/1, 45/1, 40/1, 1/1, 59/1, 13/1, 35/1, 53/1, 48/1)",384.726,306811,306811,Y
"(12/1, 6/1, 34/1, 10/1, 41/1, 5/1, 56/1, 3/1, 53/1, 41/1, 37/1, 31/1, 30/1, 30/1, 14/1, 26/1, 36/1, 57/1, 54/1, 2/1)",384.876,306930,306930,Y
"(25/1, 45/1, 28/1, 44/1, 38/1, 59/1, 24/1, 36/1, 58/1, 23/1, 24/1, 39/1, 38/1, 38/1, 55/1, 7/1, 43/1, 60/1, 4/1)",385.182,307177,307177,Y
"(50/1, 57/1, 56/1, 55/1, 24/1, 55/1, 5/1)",385.966,307807,307807,Y
"(25/1, 51/1, 41/1, 42/1, 43/1, 11/1, 18/1, 19/1, 7/1)",386.05,307880,307880,Y
"(56/1, 57/1, 58/1, 39/1, 13/1, 47/1, 21/1, 19/1, 36/1, 50/1, 24/1, 8/1, 12/1, 40/1, 59/1, 51/1, 36/1, 11/1)",386.82,308505,308505,Y
"(59/1, 3/1, 10/1, 9/1, 43/1, 26/1, 54/1, 33/1, 33/1, 35/1, 36/1, 51/1, 27/1, 9/1, 2/1)",388.26,309685,309685,Y
"(57/1, 10/1, 6/1, 38/1, 19/1, 16/1, 14/1, 2/1, 7/1, 24/1, 23/1, 23/1, 9/1)",388.684,310030,310030,Y
"(48/1, 43/1, 56/1, 44/1, 44/1, 45/1, 46/1, 34/1, 50/1, 60/1, 30/1, 56/1, 32/1, 13/1, 4/1)",390.056,311143,311143,Y
"(48/1, 37/1, 38/1, 39/1, 32/1, 43/1)",390.229,311282,311282,Y
"(20/1, 54/1, 43/1, 14/1, 5/1, 35/1, 18/1, 31/1, 46/1, 18/1, 49/1, 47/1, 38/1, 24/1, 25/1, 26/1, 48/1)",390.428,311443,311443,Y
"(26/1, 1/1, 38/1, 25/1, 27/1, 28/1, 28/1, 19/1, 27/1, 12/1, 2/1, 53/1, 10/1, 36/1, 30/1)",390.481,311487,311487,Y
"(11/1, 1/1, 31/1, 47/1, 45/1, 46/1, 47/1, 24/1, 28/1)",391.538,312356,312356,Y
"(15/1, 54/1, 2/1, 43/1, 56/1, 58/1, 59/1, 38/1, 15/1, 37/1, 14/1, 14/1, 4/1, 58/1, 57/1)",394.188,314534,314534,Y
"(56/1, 51/1, 53/1, 54/1, 9/1, 28/1, 50/1, 45/1, 13/1, 43/1, 19/1, 49/1, 7/1, 1/1, 13/1, 24/1, 53/1, 5/1, 19/1)",395.142,315319,315319,Y
"(56/1, 41/1, 22/1, 31/1, 17/1, 53/1, 29/1, 58/1, 26/1, 40/1, 11/1, 55/1, 56/1, 57/1, 46/1, 47/1, 33/1)",395.202,315370,315370,Y
"(20/1, 11/1, 32/1, 49/1, 58/1, 32/1, 51/1, 52/1, 53/1, 28/1, 34/1, 20/1, 29/1, 20/1, 59/1, 32/1)",398.62,318156,318156,Y
