Adversarial Examples,Time(s),Length of Adversarial Examples
"(37/1, 48/1)",13.254,2
"(37/1, 60/1)",13.274,2
"(33/1, 3/1)",13.278,2
"(8/1, 27/1)",13.335,2
"(20/1, 7/1)",13.347,2
"(28/1, 57/1)",13.361,2
"(34/1, 21/1)",13.372,2
"(5/1, 52/1)",13.377,2
"(16/1, 47/1)",13.391,2
"(18/1, 11/1)",13.4,2
"(27/1, 30/1)",13.424,2
"(2/1, 26/1)",13.436,2
"(41/1, 5/1)",13.443,2
"(56/1, 50/1)",13.502,2
"(7/1, 56/1)",13.525,2
"(22/1, 26/1)",13.542,2
"(56/1, 42/1)",13.57,2
"(14/1, 2/1)",13.584,2
"(12/1, 12/1, 55/1)",13.615,3
"(44/1, 13/1)",13.663,2
"(48/1, 4/1)",13.664,2
"(35/1, 26/1)",13.73,2
"(26/1, 47/1)",13.748,2
"(5/1, 59/1)",13.753,2
"(30/1, 50/1)",13.764,2
"(38/1, 48/1)",13.793,2
"(60/1, 3/1)",13.796,2
"(37/1, 28/1)",13.84,2
"(39/1, 14/1)",13.862,2
"(59/1, 7/1)",13.865,2
"(9/1, 6/1)",13.885,2
"(43/1, 4/1)",13.937,2
"(28/1, 5/1)",13.96,2
"(28/1, 31/1)",13.978,2
"(24/1, 16/1)",13.99,2
"(19/1, 12/1)",13.999,2
"(7/1, 46/1)",14.022,2
"(14/1, 36/1)",14.047,2
"(12/1, 45/1)",14.067,2
"(21/1, 5/1)",14.094,2
"(41/1, 8/1)",14.161,2
"(30/1, 8/1)",14.163,2
"(22/1, 41/1)",14.197,2
"(30/1, 59/1)",14.232,2
"(26/1, 38/1)",14.234,2
"(47/1, 30/1)",14.298,2
"(7/1, 34/1)",14.328,2
"(57/1, 24/1)",14.358,2
"(24/1, 2/1)",14.376,2
"(33/1, 25/1)",14.398,2
"(12/1, 16/1)",14.4,2
"(11/1, 54/1)",14.415,2
"(14/1, 19/1)",14.47,2
"(1/1, 6/1)",14.625,2
"(55/1, 42/1)",14.71,2
"(11/1, 56/1)",14.741,2
"(35/1, 60/1)",14.774,2
"(16/1, 45/1)",14.789,2
"(31/1, 23/1)",14.794,2
"(20/1, 2/1)",14.867,2
"(51/1, 31/1)",14.897,2
"(31/1, 24/1)",14.952,2
"(48/1, 58/1)",14.954,2
"(24/1, 40/1)",14.959,2
"(38/1, 55/1)",14.981,2
"(31/1, 4/1)",14.992,2
"(23/1, 25/1, 25/1)",15.074,3
"(46/1, 28/1)",15.098,2
"(48/1, 48/1, 2/1)",15.109,3
"(5/1, 11/1)",15.13,2
"(24/1, 6/1)",15.149,2
"(13/1, 27/1)",15.183,2
"(43/1, 6/1)",15.236,2
"(16/1, 40/1)",15.247,2
"(32/1, 23/1)",15.263,2
"(57/1, 31/1)",15.293,2
"(10/1, 36/1)",15.294,2
"(60/1, 15/1)",15.314,2
"(21/1, 32/1)",15.348,2
"(47/1, 47/1, 56/1)",15.35,3
"(40/1, 3/1)",15.358,2
"(4/1, 51/1)",15.386,2
"(23/1, 2/1)",15.434,2
"(16/1, 33/1)",15.445,2
"(22/1, 14/1)",15.5,2
"(17/1, 1/1)",15.508,2
"(13/1, 30/1)",15.535,2
"(32/1, 5/1)",15.627,2
"(38/1, 11/1)",15.662,2
"(50/1, 22/1)",15.705,2
"(14/1, 21/1)",15.773,2
"(42/1, 1/1)",15.781,2
"(54/1, 22/1)",15.785,2
"(26/1, 36/1, 26/1)",15.787,3
"(26/1, 7/1)",15.793,2
"(24/1, 49/1)",15.827,2
"(54/1, 36/1)",15.864,2
"(4/1, 41/1)",15.887,2
"(41/1, 33/1)",15.89,2
"(11/1, 15/1)",15.947,2
"(1/1, 16/1, 1/1)",15.955,3
"(37/1, 48/1, 48/1)",15.99,3
"(50/1, 23/1)",15.993,2
"(43/1, 12/1)",16.016,2
"(53/1, 34/1)",16.022,2
"(17/1, 47/1)",16.024,2
"(18/1, 47/1)",16.029,2
"(42/1, 54/1)",16.036,2
"(40/1, 13/1)",16.072,2
"(29/1, 2/1, 29/1)",16.108,3
"(21/1, 5/1, 5/1)",16.146,3
"(16/1, 59/1)",16.154,2
"(59/1, 37/1)",16.184,2
"(6/1, 58/1)",16.193,2
"(60/1, 7/1)",16.212,2
"(56/1, 5/1)",16.278,2
"(26/1, 3/1)",16.289,2
"(49/1, 32/1)",16.34,2
"(25/1, 57/1)",16.35,2
"(31/1, 25/1)",16.392,2
"(43/1, 18/1)",16.415,2
"(34/1, 50/1, 34/1)",16.429,3
"(60/1, 48/1)",16.445,2
"(8/1, 51/1)",16.497,2
"(55/1, 27/1)",16.501,2
"(47/1, 50/1)",16.52,2
"(28/1, 3/1)",16.551,2
"(51/1, 11/1)",16.58,2
"(32/1, 7/1)",16.641,2
"(46/1, 42/1)",16.684,2
"(37/1, 11/1)",16.689,2
"(46/1, 20/1)",16.749,2
"(11/1, 49/1)",16.77,2
"(3/1, 23/1)",16.772,2
"(28/1, 14/1)",16.773,2
"(34/1, 9/1)",16.821,2
"(39/1, 58/1)",16.848,2
"(14/1, 34/1)",16.876,2
"(2/1, 27/1)",16.985,2
"(1/1, 58/1)",17.0,2
"(35/1, 12/1)",17.009,2
"(19/1, 21/1)",17.031,2
"(32/1, 36/1)",17.093,2
"(26/1, 53/1, 26/1)",17.096,3
"(39/1, 4/1)",17.15,2
"(57/1, 2/1)",17.172,2
"(15/1, 2/1)",17.192,2
"(26/1, 9/1)",17.205,2
"(8/1, 59/1)",17.22,2
"(13/1, 46/1)",17.249,2
"(15/1, 50/1)",17.252,2
"(54/1, 44/1)",17.309,2
"(6/1, 60/1)",17.429,2
"(38/1, 50/1)",17.547,2
"(8/1, 13/1)",17.594,2
"(52/1, 6/1)",17.666,2
"(9/1, 4/1)",17.667,2
"(58/1, 52/1)",17.691,2
"(24/1, 12/1)",17.701,2
"(4/1, 27/1)",17.709,2
"(54/1, 52/1)",17.724,2
"(38/1, 5/1, 5/1)",17.73,3
"(47/1, 12/1)",17.734,2
"(30/1, 2/1)",17.735,2
"(9/1, 60/1)",17.784,2
"(21/1, 29/1)",17.786,2
"(17/1, 44/1)",17.812,2
"(5/1, 17/1)",17.842,2
"(58/1, 36/1)",17.849,2
"(32/1, 58/1)",17.863,2
"(48/1, 13/1)",17.868,2
"(23/1, 7/1)",17.884,2
"(20/1, 59/1)",17.896,2
"(29/1, 49/1)",17.937,2
"(38/1, 51/1)",17.97,2
"(17/1, 29/1)",18.097,2
"(43/1, 26/1)",18.101,2
"(9/1, 39/1)",18.133,2
"(2/1, 56/1)",18.138,2
"(1/1, 11/1, 11/1)",18.16,3
"(59/1, 18/1)",18.173,2
"(30/1, 35/1)",18.175,2
"(29/1, 31/1)",18.207,2
"(60/1, 49/1)",18.216,2
"(13/1, 53/1)",18.269,2
"(43/1, 16/1)",18.27,2
"(13/1, 21/1)",18.278,2
"(10/1, 32/1)",18.34,2
"(16/1, 54/1)",18.349,2
"(27/1, 9/1)",18.353,2
"(5/1, 50/1)",18.433,2
"(41/1, 22/1)",18.436,2
"(43/1, 40/1)",18.515,2
"(2/1, 3/1)",18.53,2
"(29/1, 9/1)",18.547,2
"(25/1, 10/1)",18.597,2
"(3/1, 60/1)",18.624,2
"(6/1, 3/1)",18.662,2
"(10/1, 25/1)",18.671,2
"(15/1, 33/1)",18.681,2
"(29/1, 59/1)",18.714,2
"(58/1, 28/1)",18.796,2
"(45/1, 49/1)",18.803,2
"(25/1, 29/1)",18.934,2
"(48/1, 42/1)",19.043,2
"(7/1, 35/1)",19.093,2
"(52/1, 24/1)",19.154,2
"(3/1, 25/1)",19.301,2
"(54/1, 27/1, 54/1)",19.323,3
"(58/1, 13/1)",19.44,2
"(10/1, 7/1)",20.083,2
"(47/1, 18/1)",20.101,2
"(33/1, 18/1)",20.104,2
"(16/1, 48/1)",20.15,2
"(19/1, 11/1)",20.172,2
"(33/1, 36/1)",20.234,2
"(38/1, 52/1)",20.248,2
"(53/1, 26/1)",20.286,2
"(36/1, 36/1, 39/1, 39/1, 36/1)",20.298,5
"(35/1, 16/1)",20.324,2
"(20/1, 21/1)",20.344,2
"(47/1, 20/1)",20.368,2
"(45/1, 9/1)",20.432,2
"(43/1, 36/1, 36/1)",20.594,3
"(22/1, 52/1)",20.615,2
"(19/1, 34/1)",20.693,2
"(5/1, 4/1, 3/1)",20.706,3
"(16/1, 2/1)",20.733,2
"(44/1, 28/1)",20.791,2
"(2/1, 21/1)",20.816,2
"(23/1, 34/1)",20.819,2
"(45/1, 41/1)",20.83,2
"(56/1, 33/1)",20.833,2
"(55/1, 41/1)",20.9,2
"(49/1, 5/1)",20.923,2
"(20/1, 1/1)",20.943,2
"(11/1, 19/1)",20.964,2
"(14/1, 43/1)",21.027,2
"(27/1, 19/1)",21.065,2
"(60/1, 22/1)",21.079,2
"(23/1, 11/1)",21.098,2
"(54/1, 54/1, 60/1)",21.16,3
"(42/1, 26/1)",21.164,2
"(34/1, 11/1)",21.196,2
"(7/1, 43/1)",21.197,2
"(35/1, 11/1)",21.231,2
"(7/1, 5/1, 7/1)",21.316,3
"(59/1, 24/1, 24/1)",21.395,3
"(14/1, 53/1)",21.42,2
"(51/1, 45/1)",21.465,2
"(23/1, 53/1)",21.487,2
"(1/1, 47/1)",21.656,2
"(45/1, 37/1)",21.693,2
"(20/1, 17/1)",21.856,2
"(24/1, 39/1)",21.879,2
"(50/1, 35/1)",21.9,2
"(20/1, 23/1)",22.007,2
"(19/1, 35/1)",22.017,2
"(12/1, 41/1)",22.054,2
"(24/1, 58/1)",22.067,2
"(42/1, 10/1)",22.082,2
"(54/1, 13/1)",22.164,2
"(20/1, 47/1)",22.201,2
"(1/1, 5/1)",22.325,2
"(27/1, 37/1)",22.362,2
"(17/1, 27/1)",22.497,2
"(7/1, 30/1)",22.511,2
"(48/1, 54/1)",22.586,2
"(3/1, 13/1)",22.602,2
"(27/1, 33/1)",22.622,2
"(29/1, 8/1)",22.646,2
"(43/1, 50/1)",22.657,2
"(2/1, 15/1)",22.725,2
"(59/1, 15/1)",22.752,2
"(34/1, 50/1)",22.754,2
"(27/1, 11/1)",22.755,2
"(24/1, 22/1)",22.847,2
"(35/1, 20/1)",22.853,2
"(50/1, 49/1, 48/1)",22.877,3
"(30/1, 25/1)",22.883,2
"(39/1, 44/1)",22.886,2
"(1/1, 52/1)",22.899,2
"(58/1, 16/1)",22.958,2
"(59/1, 9/1)",23.014,2
"(39/1, 52/1)",23.025,2
"(44/1, 35/1)",23.045,2
"(49/1, 21/1)",23.066,2
"(2/1, 20/1)",23.08,2
"(2/1, 55/1)",23.141,2
"(40/1, 58/1)",23.183,2
"(38/1, 53/1)",23.185,2
"(56/1, 46/1)",23.206,2
"(55/1, 23/1)",23.236,2
"(28/1, 2/1, 2/1, 2/1)",23.238,4
"(23/1, 58/1)",23.295,2
"(53/1, 60/1, 53/1)",23.33,3
"(15/1, 11/1)",23.394,2
"(32/1, 3/1)",23.472,2
"(43/1, 53/1)",23.518,2
"(6/1, 41/1)",23.532,2
"(10/1, 55/1)",23.54,2
"(33/1, 14/1)",23.559,2
"(41/1, 60/1)",23.563,2
"(31/1, 40/1)",23.727,2
"(50/1, 7/1)",23.781,2
"(12/1, 56/1)",23.784,2
"(39/1, 54/1)",23.85,2
"(51/1, 41/1)",23.877,2
"(25/1, 42/1)",23.938,2
"(54/1, 3/1)",23.939,2
"(27/1, 56/1)",24.007,2
"(14/1, 37/1)",24.066,2
"(39/1, 50/1)",24.086,2
"(12/1, 1/1)",24.103,2
"(3/1, 11/1)",24.153,2
"(43/1, 2/1)",24.177,2
"(48/1, 32/1)",24.237,2
"(19/1, 2/1)",24.255,2
"(38/1, 14/1)",24.297,2
"(18/1, 2/1)",24.338,2
"(38/1, 47/1)",24.374,2
"(6/1, 36/1)",24.48,2
"(12/1, 34/1)",24.538,2
"(2/1, 30/1)",24.553,2
"(43/1, 49/1)",24.666,2
"(20/1, 57/1)",24.668,2
"(27/1, 31/1)",24.698,2
"(57/1, 13/1)",24.7,2
"(12/1, 28/1)",24.706,2
"(21/1, 7/1)",24.722,2
"(46/1, 37/1)",24.785,2
"(45/1, 40/1)",24.833,2
"(14/1, 48/1)",24.847,2
"(19/1, 53/1)",24.866,2
"(52/1, 45/1)",25.006,2
"(60/1, 14/1, 14/1)",25.009,3
"(43/1, 5/1)",25.034,2
"(32/1, 12/1)",25.041,2
"(46/1, 40/1)",25.064,2
"(35/1, 34/1, 35/1)",25.092,3
"(6/1, 11/1)",25.195,2
"(43/1, 13/1)",25.228,2
"(22/1, 5/1)",25.374,2
"(37/1, 1/1, 1/1)",25.411,3
"(3/1, 48/1)",25.453,2
"(35/1, 49/1)",25.5,2
"(35/1, 15/1)",25.518,2
"(21/1, 42/1)",25.562,2
"(15/1, 18/1)",25.597,2
"(60/1, 52/1)",25.642,2
"(17/1, 21/1, 21/1)",25.698,3
"(26/1, 36/1)",25.746,2
"(3/1, 3/1, 6/1)",25.76,3
"(8/1, 21/1)",25.804,2
"(46/1, 38/1)",25.841,2
"(19/1, 49/1)",25.843,2
"(37/1, 49/1)",25.863,2
"(56/1, 23/1)",25.906,2
"(56/1, 4/1)",25.934,2
"(33/1, 28/1)",25.987,2
"(35/1, 50/1)",26.062,2
"(31/1, 44/1)",26.12,2
"(7/1, 47/1)",26.123,2
"(7/1, 28/1)",26.147,2
"(9/1, 13/1)",26.217,2
"(30/1, 32/1)",26.246,2
"(16/1, 22/1)",26.268,2
"(6/1, 47/1)",26.275,2
"(25/1, 22/1)",26.314,2
"(38/1, 41/1)",26.481,2
"(16/1, 58/1)",26.491,2
"(56/1, 11/1)",26.566,2
"(17/1, 32/1)",26.603,2
"(9/1, 44/1)",26.635,2
"(56/1, 27/1)",26.658,2
"(18/1, 4/1)",26.671,2
"(54/1, 18/1)",26.679,2
"(8/1, 18/1)",26.717,2
"(16/1, 52/1)",26.743,2
"(40/1, 42/1)",26.759,2
"(55/1, 60/1)",26.775,2
"(31/1, 56/1)",26.789,2
"(15/1, 42/1)",26.796,2
"(39/1, 22/1)",26.818,2
"(2/1, 44/1)",26.821,2
"(26/1, 49/1)",26.841,2
"(59/1, 34/1)",26.846,2
"(43/1, 22/1)",26.848,2
"(16/1, 53/1)",26.863,2
"(9/1, 50/1)",26.966,2
"(45/1, 16/1)",26.985,2
"(26/1, 57/1)",27.003,2
"(15/1, 35/1, 35/1)",27.042,3
"(35/1, 43/1)",27.056,2
"(40/1, 30/1)",27.08,2
"(43/1, 39/1)",27.124,2
"(34/1, 41/1)",27.144,2
"(37/1, 33/1)",27.147,2
"(49/1, 6/1)",27.211,2
"(33/1, 37/1)",27.267,2
"(50/1, 46/1)",27.287,2
"(29/1, 16/1, 16/1)",27.333,3
"(17/1, 13/1)",27.396,2
"(37/1, 6/1)",27.433,2
"(44/1, 4/1)",27.442,2
"(19/1, 29/1)",27.452,2
"(47/1, 8/1)",27.52,2
"(60/1, 41/1)",27.552,2
"(43/1, 20/1)",27.556,2
"(46/1, 30/1)",27.582,2
"(36/1, 54/1)",27.587,2
"(15/1, 7/1)",27.625,2
"(27/1, 27/1, 38/1)",27.653,3
"(21/1, 35/1)",27.663,2
"(33/1, 29/1)",27.669,2
"(1/1, 48/1)",27.676,2
"(2/1, 8/1)",27.705,2
"(51/1, 23/1)",27.714,2
"(42/1, 37/1)",27.727,2
"(38/1, 10/1)",27.786,2
"(51/1, 47/1)",27.826,2
"(11/1, 38/1)",27.841,2
"(49/1, 43/1)",27.844,2
"(60/1, 40/1)",27.856,2
"(60/1, 31/1)",27.87,2
"(6/1, 38/1)",27.882,2
"(17/1, 34/1)",27.921,2
"(26/1, 15/1)",27.944,2
"(46/1, 14/1)",27.958,2
"(21/1, 44/1)",27.974,2
"(3/1, 47/1)",27.976,2
"(21/1, 47/1)",27.978,2
"(2/1, 24/1)",28.012,2
"(43/1, 29/1)",28.044,2
"(36/1, 27/1)",28.054,2
"(60/1, 43/1)",28.083,2
"(6/1, 14/1)",28.121,2
"(47/1, 6/1)",28.133,2
"(6/1, 20/1)",28.248,2
"(46/1, 22/1)",28.303,2
"(60/1, 56/1)",28.341,2
"(2/1, 37/1)",28.352,2
"(54/1, 30/1)",28.374,2
"(5/1, 28/1)",28.397,2
"(1/1, 45/1)",28.464,2
"(19/1, 58/1)",28.544,2
"(57/1, 7/1)",28.547,2
"(46/1, 8/1)",28.577,2
"(46/1, 5/1)",28.616,2
"(17/1, 8/1)",28.669,2
"(18/1, 6/1)",28.687,2
"(21/1, 28/1)",28.689,2
"(5/1, 12/1)",28.695,2
"(52/1, 50/1, 52/1)",28.703,3
"(4/1, 17/1)",28.753,2
"(3/1, 56/1)",28.77,2
"(28/1, 44/1)",28.779,2
"(49/1, 15/1)",28.783,2
"(54/1, 33/1)",28.795,2
"(54/1, 31/1)",28.861,2
"(3/1, 27/1)",28.898,2
"(23/1, 49/1)",28.986,2
"(45/1, 21/1)",29.04,2
"(12/1, 56/1, 56/1)",29.065,3
"(12/1, 10/1)",29.087,2
"(40/1, 12/1)",29.096,2
"(32/1, 13/1)",29.111,2
"(33/1, 43/1)",29.114,2
"(12/1, 36/1)",29.124,2
"(10/1, 10/1, 18/1)",29.143,3
"(41/1, 49/1)",29.16,2
"(57/1, 9/1)",29.202,2
"(46/1, 52/1)",29.297,2
"(51/1, 52/1)",29.335,2
"(5/1, 60/1)",29.404,2
"(12/1, 14/1)",29.437,2
"(21/1, 11/1)",29.441,2
"(22/1, 40/1)",29.527,2
"(40/1, 51/1)",29.529,2
"(50/1, 30/1)",29.534,2
"(52/1, 31/1)",29.547,2
"(32/1, 17/1)",29.632,2
"(46/1, 33/1)",29.8,2
"(47/1, 43/1)",29.802,2
"(23/1, 12/1, 23/1)",29.816,3
"(29/1, 42/1)",29.82,2
"(34/1, 14/1)",29.923,2
"(35/1, 46/1)",30.031,2
"(44/1, 49/1)",30.056,2
"(3/1, 14/1)",30.206,2
"(44/1, 6/1)",30.219,2
"(54/1, 20/1)",30.239,2
"(22/1, 29/1)",30.274,2
"(27/1, 34/1)",30.335,2
"(23/1, 42/1)",30.352,2
"(2/1, 14/1)",30.382,2
"(45/1, 7/1)",30.406,2
"(46/1, 4/1)",30.427,2
"(26/1, 6/1)",30.439,2
"(31/1, 41/1)",30.485,2
"(30/1, 47/1)",30.515,2
"(26/1, 29/1)",30.561,2
"(3/1, 28/1)",30.563,2
"(35/1, 13/1, 35/1)",30.569,3
"(55/1, 52/1)",30.581,2
"(43/1, 35/1)",30.611,2
"(41/1, 1/1)",30.639,2
"(6/1, 8/1)",30.71,2
"(52/1, 52/1, 22/1)",30.758,3
"(47/1, 41/1)",30.784,2
"(51/1, 37/1)",30.786,2
"(16/1, 27/1)",30.82,2
"(6/1, 2/1)",30.91,2
"(47/1, 10/1)",31.03,2
"(23/1, 13/1)",31.054,2
"(37/1, 15/1)",31.102,2
"(5/1, 32/1)",31.141,2
"(3/1, 22/1, 22/1, 22/1)",31.147,4
"(45/1, 60/1)",31.158,2
"(39/1, 39/1, 28/1)",31.184,3
"(41/1, 35/1)",31.237,2
"(15/1, 19/1)",31.26,2
"(8/1, 53/1)",31.262,2
"(29/1, 60/1)",31.345,2
"(22/1, 10/1)",31.372,2
"(60/1, 4/1)",31.375,2
"(8/1, 26/1)",31.432,2
"(24/1, 26/1)",31.494,2
"(54/1, 59/1)",31.544,2
"(12/1, 25/1)",31.629,2
"(38/1, 57/1)",31.633,2
"(41/1, 23/1)",31.658,2
"(36/1, 17/1)",31.826,2
"(45/1, 6/1)",31.831,2
"(15/1, 9/1)",31.868,2
"(8/1, 57/1)",31.914,2
"(32/1, 42/1)",31.96,2
"(40/1, 16/1)",31.973,2
"(41/1, 56/1)",31.984,2
"(40/1, 9/1)",31.998,2
"(41/1, 24/1)",32.055,2
"(11/1, 17/1)",32.081,2
"(18/1, 15/1)",32.109,2
"(38/1, 33/1)",32.117,2
"(7/1, 55/1)",32.145,2
"(9/1, 3/1)",32.15,2
"(44/1, 1/1)",32.178,2
"(1/1, 49/1)",32.195,2
"(46/1, 11/1)",32.26,2
"(33/1, 60/1)",32.263,2
"(45/1, 3/1)",32.288,2
"(22/1, 1/1)",32.297,2
"(45/1, 55/1)",32.304,2
"(22/1, 24/1)",32.321,2
"(11/1, 22/1)",32.324,2
"(47/1, 14/1)",32.329,2
"(57/1, 28/1)",32.413,2
"(46/1, 18/1)",32.44,2
"(43/1, 51/1)",32.505,2
"(52/1, 19/1)",32.579,2
"(54/1, 32/1)",32.629,2
"(33/1, 50/1)",32.634,2
"(57/1, 37/1)",32.719,2
"(12/1, 19/1)",32.721,2
"(35/1, 10/1)",32.722,2
"(31/1, 51/1)",32.749,2
"(46/1, 50/1)",32.754,2
"(3/1, 40/1, 3/1)",32.769,3
"(29/1, 39/1)",32.77,2
"(3/1, 21/1)",32.805,2
"(18/1, 23/1)",32.861,2
"(45/1, 36/1)",32.866,2
"(59/1, 16/1)",32.871,2
"(3/1, 36/1)",32.89,2
"(28/1, 56/1, 56/1)",32.946,3
"(22/1, 19/1)",32.983,2
"(49/1, 27/1)",33.041,2
"(16/1, 3/1)",33.157,2
"(19/1, 4/1)",33.226,2
"(51/1, 29/1)",33.238,2
"(51/1, 57/1)",33.344,2
"(10/1, 19/1)",33.379,2
"(57/1, 47/1)",33.412,2
"(45/1, 45/1, 42/1)",33.489,3
"(37/1, 23/1)",33.503,2
"(50/1, 26/1)",33.526,2
"(35/1, 17/1)",33.593,2
"(54/1, 8/1)",33.681,2
"(29/1, 55/1)",33.683,2
"(31/1, 17/1)",33.74,2
"(8/1, 58/1)",33.832,2
"(41/1, 29/1)",33.891,2
"(19/1, 30/1)",34.035,2
"(31/1, 45/1)",34.044,2
"(60/1, 10/1)",34.069,2
"(45/1, 26/1)",34.076,2
"(44/1, 51/1)",34.108,2
"(4/1, 23/1)",34.134,2
"(32/1, 27/1)",34.244,2
"(30/1, 43/1)",34.301,2
"(9/1, 7/1)",34.345,2
"(2/1, 42/1)",34.451,2
"(29/1, 46/1)",34.464,2
"(44/1, 40/1)",34.509,2
"(54/1, 7/1)",34.561,2
"(57/1, 34/1)",34.569,2
"(34/1, 58/1)",34.57,2
"(40/1, 15/1)",34.62,2
"(32/1, 60/1)",34.652,2
"(15/1, 41/1)",34.703,2
"(11/1, 12/1)",34.72,2
"(55/1, 46/1)",34.746,2
"(47/1, 38/1)",34.778,2
"(43/1, 11/1)",34.841,2
"(44/1, 30/1)",34.849,2
"(22/1, 53/1)",34.959,2
"(36/1, 32/1)",34.967,2
"(58/1, 7/1, 7/1)",34.984,3
"(38/1, 20/1)",35.007,2
"(54/1, 28/1)",35.115,2
"(13/1, 42/1)",35.122,2
"(43/1, 37/1)",35.131,2
"(14/1, 27/1)",35.151,2
"(52/1, 43/1)",35.202,2
"(53/1, 35/1)",35.224,2
"(15/1, 29/1)",35.24,2
"(2/1, 41/1)",35.28,2
"(5/1, 24/1)",35.308,2
"(47/1, 2/1)",35.361,2
"(6/1, 59/1)",35.443,2
"(13/1, 54/1)",35.45,2
"(44/1, 52/1)",35.465,2
"(37/1, 51/1)",35.485,2
"(7/1, 38/1)",35.502,2
"(24/1, 1/1)",35.52,2
"(19/1, 44/1)",35.53,2
"(22/1, 6/1)",35.571,2
"(16/1, 36/1)",35.682,2
"(56/1, 2/1, 56/1)",35.701,3
"(34/1, 52/1)",35.71,2
"(19/1, 16/1)",35.729,2
"(57/1, 11/1)",35.76,2
"(14/1, 59/1)",35.773,2
"(5/1, 47/1)",35.811,2
"(37/1, 52/1)",35.846,2
"(22/1, 34/1)",35.884,2
"(1/1, 41/1)",35.908,2
"(47/1, 9/1)",35.914,2
"(32/1, 46/1)",35.948,2
"(57/1, 22/1)",36.019,2
"(14/1, 4/1)",36.033,2
"(16/1, 32/1)",36.058,2
"(7/1, 22/1)",36.082,2
"(2/1, 59/1)",36.123,2
"(4/1, 6/1)",36.134,2
"(39/1, 48/1)",36.157,2
"(53/1, 31/1)",36.158,2
"(13/1, 28/1)",36.179,2
"(28/1, 60/1)",36.204,2
"(20/1, 4/1)",36.206,2
"(15/1, 24/1)",36.261,2
"(14/1, 40/1)",36.268,2
"(32/1, 43/1)",36.31,2
"(11/1, 16/1)",36.393,2
"(49/1, 9/1)",36.454,2
"(25/1, 43/1)",36.458,2
"(27/1, 38/1)",36.463,2
"(55/1, 37/1)",36.477,2
"(6/1, 57/1)",36.546,2
"(59/1, 52/1)",36.548,2
"(24/1, 41/1)",36.553,2
"(59/1, 45/1)",36.631,2
"(51/1, 56/1)",36.636,2
"(55/1, 18/1)",36.664,2
"(18/1, 59/1)",36.685,2
"(46/1, 41/1)",36.741,2
"(23/1, 48/1)",36.747,2
"(35/1, 6/1)",36.779,2
"(52/1, 50/1)",36.786,2
"(36/1, 21/1)",36.81,2
"(59/1, 51/1)",36.823,2
"(56/1, 36/1)",36.853,2
"(42/1, 13/1)",36.866,2
"(34/1, 25/1)",36.87,2
"(45/1, 54/1)",36.882,2
"(1/1, 11/1)",36.887,2
"(3/1, 6/1)",36.956,2
"(17/1, 25/1)",36.966,2
"(1/1, 14/1)",37.021,2
"(15/1, 49/1)",37.061,2
"(19/1, 42/1)",37.065,2
"(23/1, 32/1)",37.106,2
"(19/1, 7/1)",37.146,2
"(52/1, 55/1)",37.171,2
"(53/1, 7/1)",37.198,2
"(46/1, 9/1)",37.244,2
"(44/1, 47/1)",37.291,2
"(60/1, 39/1)",37.317,2
"(48/1, 17/1)",37.428,2
"(27/1, 46/1)",37.441,2
"(41/1, 9/1)",37.547,2
"(55/1, 34/1)",37.555,2
"(16/1, 39/1)",37.563,2
"(4/1, 38/1)",37.589,2
"(41/1, 28/1)",37.6,2
"(38/1, 26/1)",37.61,2
"(13/1, 16/1)",37.649,2
"(10/1, 15/1)",37.667,2
"(19/1, 1/1)",37.677,2
"(36/1, 38/1)",37.725,2
"(59/1, 30/1)",37.761,2
"(46/1, 6/1)",37.785,2
"(33/1, 45/1)",37.795,2
"(26/1, 39/1)",37.802,2
"(59/1, 46/1)",37.816,2
"(18/1, 53/1)",37.82,2
"(20/1, 24/1)",37.849,2
"(17/1, 4/1)",37.938,2
"(15/1, 23/1)",37.946,2
"(36/1, 55/1, 36/1)",38.04,3
"(22/1, 25/1)",38.073,2
"(26/1, 18/1)",38.076,2
"(49/1, 25/1)",38.088,2
"(8/1, 16/1)",38.091,2
"(58/1, 41/1)",38.208,2
"(23/1, 4/1)",38.248,2
"(21/1, 26/1)",38.36,2
"(41/1, 21/1)",38.37,2
"(34/1, 57/1)",38.404,2
"(13/1, 6/1)",38.444,2
"(52/1, 7/1)",38.469,2
"(34/1, 4/1)",38.488,2
"(57/1, 8/1)",38.574,2
"(28/1, 2/1)",38.585,2
"(13/1, 23/1)",38.639,2
"(12/1, 13/1)",38.756,2
"(36/1, 20/1)",38.76,2
"(48/1, 60/1)",38.858,2
"(12/1, 18/1)",38.897,2
"(55/1, 10/1)",38.919,2
"(50/1, 38/1)",38.977,2
"(34/1, 20/1)",39.085,2
"(50/1, 44/1)",39.094,2
"(46/1, 36/1)",39.149,2
"(12/1, 5/1)",39.177,2
"(17/1, 53/1)",39.187,2
"(10/1, 42/1)",39.205,2
"(35/1, 22/1)",39.211,2
"(55/1, 38/1)",39.241,2
"(3/1, 22/1)",39.278,2
"(53/1, 57/1)",39.326,2
"(26/1, 4/1)",39.331,2
"(11/1, 27/1)",39.332,2
"(17/1, 22/1)",39.363,2
"(17/1, 21/1)",39.368,2
"(21/1, 58/1)",39.389,2
"(8/1, 38/1)",39.468,2
"(60/1, 33/1, 60/1)",39.476,3
"(32/1, 2/1)",39.507,2
"(57/1, 4/1)",39.634,2
"(41/1, 44/1)",39.651,2
"(3/1, 12/1)",39.665,2
