Adversarial Examples,Time(s),Length of Adversarial Examples
"(40/1, 43/1)",39.676,2
"(58/1, 40/1)",39.721,2
"(52/1, 14/1)",39.729,2
"(58/1, 2/1)",39.759,2
"(24/1, 42/1)",39.81,2
"(11/1, 26/1)",39.837,2
"(3/1, 7/1)",39.869,2
"(23/1, 52/1)",39.898,2
"(6/1, 21/1)",39.935,2
"(17/1, 35/1, 35/1)",39.963,3
"(3/1, 31/1)",40.035,2
"(41/1, 43/1)",40.104,2
"(9/1, 59/1)",40.113,2
"(8/1, 15/1)",40.125,2
"(11/1, 32/1)",40.137,2
"(12/1, 51/1)",40.199,2
"(21/1, 25/1)",40.361,2
"(36/1, 15/1)",40.409,2
"(44/1, 54/1)",40.6,2
"(36/1, 44/1)",40.634,2
"(53/1, 9/1)",40.744,2
"(32/1, 24/1)",40.747,2
"(14/1, 15/1)",40.785,2
"(43/1, 12/1, 43/1)",40.799,3
"(37/1, 39/1)",40.805,2
"(49/1, 34/1)",40.873,2
"(31/1, 3/1)",40.881,2
"(11/1, 4/1)",40.899,2
"(58/1, 18/1, 18/1)",40.91,3
"(59/1, 50/1)",40.916,2
"(40/1, 20/1)",40.924,2
"(47/1, 55/1)",40.931,2
"(32/1, 45/1)",40.994,2
"(35/1, 28/1)",40.996,2
"(57/1, 16/1)",41.024,2
"(36/1, 58/1)",41.027,2
"(11/1, 29/1)",41.029,2
"(56/1, 29/1)",41.035,2
"(36/1, 55/1)",41.052,2
"(4/1, 44/1)",41.245,2
"(22/1, 16/1)",41.284,2
"(31/1, 5/1)",41.293,2
"(18/1, 38/1)",41.296,2
"(3/1, 51/1)",41.304,2
"(2/1, 39/1)",41.398,2
"(52/1, 47/1)",41.457,2
"(15/1, 6/1)",41.478,2
"(21/1, 54/1)",41.494,2
"(29/1, 50/1)",41.546,2
"(12/1, 20/1)",41.563,2
"(50/1, 55/1, 50/1)",41.576,3
"(49/1, 47/1)",41.66,2
"(14/1, 25/1, 25/1)",41.682,3
"(55/1, 43/1)",41.705,2
"(28/1, 9/1)",41.724,2
"(14/1, 41/1)",41.74,2
"(40/1, 40/1, 17/1)",41.834,3
"(6/1, 51/1)",41.843,2
"(34/1, 17/1)",41.85,2
"(44/1, 5/1, 44/1)",41.898,3
"(38/1, 43/1)",41.933,2
"(33/1, 41/1)",41.938,2
"(48/1, 46/1, 46/1, 48/1)",41.945,4
"(39/1, 46/1)",41.962,2
"(2/1, 29/1)",42.005,2
"(39/1, 49/1)",42.01,2
"(12/1, 5/1, 12/1)",42.018,3
"(1/1, 27/1)",42.05,2
"(48/1, 1/1)",42.067,2
"(45/1, 13/1)",42.148,2
"(51/1, 49/1)",42.183,2
"(52/1, 28/1)",42.195,2
"(39/1, 56/1, 56/1)",42.204,3
"(1/1, 35/1)",42.224,2
"(4/1, 35/1)",42.323,2
"(35/1, 33/1)",42.364,2
"(60/1, 42/1)",42.471,2
"(16/1, 16/1, 36/1)",42.484,3
"(8/1, 20/1)",42.58,2
"(33/1, 44/1)",42.595,2
"(18/1, 50/1)",42.64,2
"(59/1, 59/1, 38/1)",42.644,3
"(24/1, 54/1)",42.673,2
"(24/1, 17/1)",42.681,2
"(59/1, 2/1)",42.701,2
"(2/1, 6/1)",42.749,2
"(5/1, 38/1)",42.755,2
"(37/1, 18/1)",42.768,2
"(39/1, 43/1)",42.811,2
"(60/1, 36/1)",42.826,2
"(43/1, 19/1)",42.925,2
"(38/1, 9/1)",43.021,2
"(13/1, 39/1)",43.097,2
"(8/1, 22/1)",43.126,2
"(27/1, 45/1)",43.127,2
"(52/1, 36/1)",43.13,2
"(26/1, 53/1)",43.135,2
"(27/1, 51/1)",43.146,2
"(28/1, 16/1)",43.15,2
"(56/1, 60/1)",43.177,2
"(33/1, 11/1)",43.191,2
"(11/1, 20/1)",43.211,2
"(58/1, 7/1)",43.225,2
"(4/1, 53/1)",43.231,2
"(48/1, 29/1)",43.292,2
"(47/1, 37/1)",43.329,2
"(40/1, 1/1)",43.372,2
"(18/1, 40/1)",43.387,2
"(30/1, 5/1, 5/1)",43.407,3
"(16/1, 26/1)",43.419,2
"(21/1, 38/1)",43.424,2
"(1/1, 31/1)",43.427,2
"(53/1, 19/1)",43.447,2
"(19/1, 25/1)",43.529,2
"(40/1, 27/1)",43.551,2
"(32/1, 9/1)",43.595,2
"(24/1, 51/1)",43.599,2
"(9/1, 45/1)",43.624,2
"(53/1, 4/1)",43.635,2
"(6/1, 5/1)",43.659,2
"(51/1, 46/1)",43.689,2
"(18/1, 54/1)",43.696,2
"(29/1, 26/1)",43.724,2
"(22/1, 22/1, 6/1)",43.738,3
"(60/1, 12/1)",43.793,2
"(42/1, 48/1)",43.812,2
"(58/1, 20/1)",43.859,2
"(44/1, 21/1)",43.916,2
"(44/1, 20/1)",43.985,2
"(43/1, 14/1)",44.015,2
"(28/1, 58/1)",44.043,2
"(49/1, 49/1, 36/1)",44.068,3
"(9/1, 31/1)",44.132,2
"(7/1, 2/1)",44.167,2
"(31/1, 58/1, 31/1)",44.216,3
"(44/1, 7/1)",44.227,2
"(18/1, 34/1)",44.494,2
"(52/1, 30/1)",44.551,2
"(47/1, 31/1)",44.601,2
"(12/1, 39/1)",44.64,2
"(13/1, 33/1)",44.669,2
"(14/1, 31/1)",44.686,2
"(25/1, 12/1)",44.784,2
"(45/1, 1/1)",44.803,2
"(22/1, 22/1, 8/1)",45.058,3
"(51/1, 17/1)",45.067,2
"(44/1, 15/1)",45.07,2
"(50/1, 58/1, 50/1)",45.074,3
"(27/1, 27/1, 15/1)",45.257,3
"(8/1, 28/1)",45.414,2
"(40/1, 23/1)",45.418,2
"(19/1, 57/1)",45.442,2
"(56/1, 41/1)",45.446,2
"(6/1, 53/1)",45.467,2
"(60/1, 7/1, 60/1)",45.573,3
"(10/1, 12/1)",45.599,2
"(13/1, 57/1)",45.749,2
"(35/1, 38/1)",45.776,2
"(58/1, 47/1)",45.792,2
"(55/1, 51/1)",45.799,2
"(17/1, 5/1)",45.879,2
"(51/1, 43/1)",45.898,2
"(23/1, 44/1)",46.142,2
"(51/1, 33/1)",46.161,2
"(19/1, 28/1)",46.255,2
"(29/1, 7/1)",46.274,2
"(60/1, 27/1)",46.298,2
"(54/1, 16/1)",46.337,2
"(25/1, 17/1)",46.394,2
"(60/1, 28/1)",46.421,2
"(28/1, 41/1)",46.457,2
"(41/1, 53/1)",46.48,2
"(35/1, 32/1)",46.527,2
"(35/1, 35/1, 40/1)",46.539,3
"(17/1, 42/1)",46.557,2
"(24/1, 15/1)",46.668,2
"(6/1, 29/1)",46.689,2
"(8/1, 12/1)",46.726,2
"(12/1, 37/1)",46.763,2
"(25/1, 46/1)",46.805,2
"(38/1, 23/1)",46.811,2
"(4/1, 47/1)",46.841,2
"(8/1, 9/1)",46.846,2
"(36/1, 1/1, 1/1)",46.893,3
"(50/1, 55/1)",46.917,2
"(40/1, 2/1)",46.93,2
"(51/1, 2/1)",46.959,2
"(52/1, 16/1)",46.986,2
"(33/1, 24/1)",47.021,2
"(25/1, 15/1)",47.022,2
"(4/1, 50/1)",47.034,2
"(9/1, 25/1)",47.076,2
"(1/1, 4/1)",47.167,2
"(23/1, 38/1)",47.248,2
"(17/1, 54/1)",47.27,2
"(39/1, 26/1)",47.34,2
"(47/1, 25/1)",47.391,2
"(15/1, 10/1)",47.412,2
"(54/1, 2/1)",47.469,2
"(45/1, 18/1)",47.489,2
"(47/1, 33/1)",47.516,2
"(60/1, 1/1)",47.6,2
"(10/1, 2/1)",47.626,2
"(42/1, 11/1)",47.646,2
"(15/1, 13/1)",47.657,2
"(53/1, 42/1)",47.759,2
"(50/1, 33/1)",47.82,2
"(20/1, 25/1)",47.843,2
"(21/1, 52/1)",47.849,2
"(40/1, 25/1)",47.904,2
"(51/1, 21/1)",47.907,2
"(13/1, 22/1)",47.971,2
"(56/1, 38/1)",47.998,2
"(38/1, 24/1, 24/1)",48.111,3
"(22/1, 51/1)",48.119,2
"(29/1, 47/1)",48.151,2
"(11/1, 42/1)",48.168,2
"(56/1, 16/1)",48.267,2
"(60/1, 13/1)",48.27,2
"(55/1, 57/1)",48.323,2
"(21/1, 6/1)",48.391,2
"(60/1, 29/1)",48.506,2
"(41/1, 20/1)",48.578,2
"(31/1, 54/1)",48.609,2
"(14/1, 23/1)",48.664,2
"(41/1, 6/1)",48.715,2
"(9/1, 48/1)",48.725,2
"(26/1, 56/1)",48.752,2
"(13/1, 55/1)",48.85,2
"(49/1, 46/1)",48.876,2
"(1/1, 48/1, 48/1)",48.878,3
"(10/1, 52/1)",48.895,2
"(57/1, 26/1)",48.925,2
"(37/1, 3/1)",49.118,2
"(23/1, 1/1)",49.126,2
"(56/1, 12/1)",49.21,2
"(4/1, 24/1)",49.218,2
"(36/1, 29/1)",49.287,2
"(32/1, 21/1, 32/1, 32/1)",49.372,4
"(2/1, 47/1)",49.519,2
"(33/1, 58/1)",49.588,2
"(55/1, 1/1)",49.605,2
"(4/1, 52/1)",49.616,2
"(51/1, 58/1)",49.654,2
"(43/1, 1/1)",49.673,2
"(52/1, 5/1)",49.711,2
"(7/1, 41/1)",49.828,2
"(7/1, 12/1)",49.859,2
"(16/1, 42/1)",49.88,2
"(59/1, 26/1)",49.91,2
"(37/1, 2/1)",50.024,2
"(2/1, 31/1)",50.06,2
"(57/1, 49/1)",50.062,2
"(46/1, 2/1)",50.066,2
"(15/1, 1/1)",50.086,2
"(29/1, 27/1)",50.154,2
"(15/1, 57/1)",50.183,2
"(23/1, 35/1)",50.195,2
"(49/1, 44/1)",50.203,2
"(3/1, 39/1)",50.209,2
"(48/1, 50/1)",50.235,2
"(57/1, 3/1)",50.241,2
"(15/1, 8/1)",50.268,2
"(47/1, 52/1)",50.286,2
"(9/1, 22/1)",50.307,2
"(16/1, 46/1)",50.545,2
"(22/1, 54/1)",50.697,2
"(48/1, 11/1)",50.759,2
"(11/1, 52/1)",50.816,2
"(54/1, 15/1)",50.828,2
"(13/1, 1/1)",50.883,2
"(19/1, 58/1, 58/1)",50.884,3
"(1/1, 19/1, 1/1)",50.906,3
"(50/1, 1/1)",50.908,2
"(10/1, 10/1, 43/1)",50.936,3
"(49/1, 18/1)",50.958,2
"(7/1, 17/1)",50.988,2
"(11/1, 33/1)",51.049,2
"(49/1, 20/1)",51.064,2
"(8/1, 25/1)",51.079,2
"(12/1, 26/1)",51.088,2
"(1/1, 53/1)",51.1,2
"(4/1, 20/1)",51.137,2
"(56/1, 43/1)",51.206,2
"(28/1, 22/1)",51.251,2
"(56/1, 44/1)",51.257,2
"(5/1, 42/1)",51.259,2
"(43/1, 25/1)",51.369,2
"(17/1, 45/1)",51.459,2
"(50/1, 18/1)",51.472,2
"(2/1, 19/1)",51.492,2
"(32/1, 38/1)",51.583,2
"(59/1, 54/1)",51.594,2
"(1/1, 40/1)",51.615,2
"(9/1, 32/1)",51.706,2
"(27/1, 49/1)",51.715,2
"(58/1, 58/1, 3/1)",51.742,3
"(15/1, 44/1)",51.814,2
"(31/1, 19/1, 19/1)",51.833,3
"(57/1, 20/1)",51.849,2
"(13/1, 32/1)",51.852,2
"(42/1, 45/1)",51.859,2
"(20/1, 18/1, 18/1)",51.949,3
"(10/1, 20/1)",51.972,2
"(29/1, 3/1)",52.011,2
"(8/1, 35/1)",52.015,2
"(47/1, 54/1)",52.035,2
"(44/1, 50/1)",52.043,2
"(30/1, 16/1)",52.049,2
"(54/1, 37/1)",52.071,2
"(22/1, 42/1)",52.091,2
"(26/1, 45/1)",52.151,2
"(31/1, 7/1)",52.189,2
"(3/1, 50/1)",52.238,2
"(1/1, 18/1)",52.348,2
"(32/1, 30/1)",52.353,2
"(1/1, 24/1)",52.381,2
"(11/1, 39/1)",52.437,2
"(43/1, 24/1)",52.498,2
"(17/1, 49/1)",52.506,2
"(23/1, 15/1)",52.58,2
"(1/1, 44/1)",52.586,2
"(4/1, 21/1)",52.608,2
"(27/1, 47/1)",52.632,2
"(57/1, 23/1)",52.668,2
"(25/1, 5/1, 25/1)",52.67,3
"(27/1, 3/1)",52.672,2
"(9/1, 41/1)",52.702,2
"(43/1, 43/1, 40/1)",52.757,3
"(49/1, 17/1)",52.802,2
"(8/1, 23/1)",52.815,2
"(3/1, 58/1)",52.846,2
"(58/1, 10/1)",52.867,2
"(55/1, 30/1)",52.912,2
"(46/1, 44/1)",52.915,2
"(23/1, 18/1)",53.012,2
"(27/1, 23/1)",53.08,2
"(56/1, 14/1)",53.114,2
"(19/1, 5/1)",53.134,2
"(13/1, 18/1)",53.148,2
"(23/1, 28/1)",53.179,2
"(41/1, 46/1)",53.238,2
"(58/1, 3/1)",53.261,2
"(45/1, 32/1, 45/1)",53.339,3
"(28/1, 59/1)",53.393,2
"(54/1, 46/1)",53.397,2
"(34/1, 32/1, 37/1, 36/1, 36/1)",53.402,5
"(55/1, 15/1)",53.433,2
"(51/1, 18/1, 18/1)",53.578,3
"(43/1, 52/1)",53.584,2
"(28/1, 49/1)",53.725,2
"(40/1, 28/1)",53.747,2
"(7/1, 15/1)",53.78,2
"(38/1, 8/1, 8/1)",53.783,3
"(53/1, 40/1)",53.796,2
"(46/1, 25/1)",53.808,2
"(58/1, 36/1, 58/1)",53.82,3
"(34/1, 42/1)",53.874,2
"(45/1, 14/1)",53.876,2
"(13/1, 14/1)",53.933,2
"(38/1, 35/1)",53.956,2
"(19/1, 36/1)",53.965,2
"(48/1, 51/1)",53.999,2
"(8/1, 41/1)",54.0,2
"(23/1, 60/1)",54.045,2
"(57/1, 40/1)",54.07,2
"(48/1, 18/1, 48/1)",54.076,3
"(49/1, 4/1)",54.086,2
"(58/1, 14/1)",54.137,2
"(58/1, 55/1, 58/1)",54.175,3
"(19/1, 56/1)",54.204,2
"(33/1, 49/1)",54.302,2
"(7/1, 20/1)",54.362,2
"(60/1, 60/1, 31/1)",54.486,3
"(6/1, 24/1)",54.495,2
"(7/1, 58/1)",54.52,2
"(20/1, 20/1, 4/1)",54.591,3
"(19/1, 26/1)",54.599,2
"(48/1, 40/1)",54.682,2
"(9/1, 17/1)",54.714,2
"(56/1, 53/1, 23/1, 28/1, 48/1, 51/1, 53/1)",54.726,7
"(25/1, 43/1, 43/1)",54.817,3
"(26/1, 55/1)",54.842,2
"(41/1, 18/1)",54.934,2
"(23/1, 15/1, 23/1)",54.99,3
"(51/1, 34/1)",55.023,2
"(21/1, 53/1)",55.104,2
"(16/1, 12/1)",55.136,2
"(46/1, 1/1)",55.158,2
"(57/1, 27/1)",55.304,2
"(51/1, 36/1)",55.388,2
"(46/1, 12/1)",55.401,2
"(29/1, 17/1)",55.512,2
"(28/1, 46/1)",55.675,2
"(38/1, 31/1)",55.679,2
"(54/1, 31/1, 31/1)",55.742,3
"(14/1, 47/1)",55.749,2
"(14/1, 46/1)",55.811,2
"(53/1, 35/1, 35/1)",55.862,3
"(56/1, 37/1)",55.948,2
"(53/1, 10/1)",55.977,2
"(41/1, 47/1)",56.111,2
"(52/1, 29/1)",56.124,2
"(20/1, 14/1)",56.136,2
"(7/1, 11/1)",56.141,2
"(35/1, 24/1)",56.144,2
"(15/1, 53/1)",56.151,2
"(2/1, 60/1)",56.153,2
"(37/1, 26/1)",56.392,2
"(57/1, 59/1)",56.413,2
"(39/1, 23/1)",56.426,2
"(9/1, 10/1)",56.529,2
"(44/1, 3/1)",56.541,2
"(58/1, 33/1)",56.572,2
"(50/1, 40/1)",56.681,2
"(16/1, 16/1, 22/1)",56.698,3
"(15/1, 37/1)",56.761,2
"(11/1, 10/1, 10/1)",56.813,3
"(6/1, 22/1)",56.845,2
"(58/1, 25/1)",56.865,2
"(46/1, 10/1)",56.995,2
"(26/1, 13/1)",57.029,2
"(35/1, 47/1)",57.038,2
"(21/1, 45/1)",57.065,2
"(10/1, 18/1)",57.084,2
"(58/1, 15/1)",57.093,2
"(38/1, 45/1)",57.11,2
"(27/1, 40/1)",57.173,2
"(37/1, 22/1)",57.198,2
"(55/1, 39/1)",57.219,2
"(2/1, 16/1)",57.234,2
"(56/1, 17/1)",57.259,2
"(40/1, 33/1)",57.319,2
"(42/1, 27/1)",57.329,2
"(49/1, 26/1)",57.344,2
"(56/1, 49/1)",57.351,2
"(3/1, 24/1)",57.382,2
"(38/1, 42/1)",57.396,2
"(34/1, 46/1)",57.457,2
"(1/1, 33/1)",57.482,2
"(2/1, 18/1)",57.5,2
"(8/1, 10/1)",57.514,2
"(55/1, 29/1)",57.54,2
"(59/1, 22/1)",57.595,2
"(60/1, 55/1)",57.694,2
"(5/1, 54/1)",57.75,2
"(7/1, 4/1)",57.767,2
"(35/1, 5/1)",57.809,2
"(50/1, 15/1)",57.839,2
"(10/1, 11/1)",57.874,2
"(10/1, 22/1)",57.904,2
"(40/1, 54/1, 54/1)",57.931,3
"(30/1, 30/1, 1/1)",57.989,3
"(43/1, 32/1)",57.997,2
"(32/1, 16/1, 16/1)",58.083,3
"(58/1, 48/1)",58.098,2
"(43/1, 23/1)",58.1,2
"(52/1, 40/1)",58.105,2
"(3/1, 55/1)",58.131,2
"(4/1, 14/1)",58.169,2
"(30/1, 19/1)",58.192,2
"(13/1, 51/1)",58.199,2
"(53/1, 41/1)",58.273,2
"(37/1, 7/1)",58.377,2
"(45/1, 39/1)",58.444,2
"(39/1, 1/1)",58.465,2
"(7/1, 26/1)",58.502,2
"(53/1, 13/1)",58.54,2
"(43/1, 7/1)",58.544,2
"(14/1, 51/1)",58.575,2
"(36/1, 56/1)",58.58,2
"(6/1, 29/1, 29/1)",58.596,3
"(24/1, 27/1)",58.641,2
"(21/1, 9/1)",58.652,2
"(11/1, 9/1)",58.677,2
"(20/1, 33/1)",58.762,2
"(54/1, 58/1)",58.86,2
"(42/1, 53/1)",58.862,2
"(40/1, 54/1)",58.992,2
"(18/1, 22/1)",59.088,2
"(18/1, 37/1)",59.092,2
"(36/1, 11/1)",59.134,2
"(18/1, 43/1)",59.186,2
"(51/1, 48/1)",59.22,2
"(36/1, 23/1)",59.224,2
"(53/1, 11/1)",59.287,2
"(36/1, 4/1)",59.333,2
"(52/1, 4/1)",59.352,2
"(2/1, 49/1)",59.472,2
"(27/1, 15/1)",59.652,2
"(9/1, 18/1)",59.703,2
"(45/1, 32/1)",59.769,2
"(31/1, 57/1)",59.981,2
"(55/1, 58/1)",60.042,2
"(1/1, 42/1)",60.152,2
"(10/1, 16/1)",60.155,2
"(23/1, 52/1, 52/1)",60.167,3
"(15/1, 25/1)",60.209,2
"(42/1, 12/1)",60.234,2
"(43/1, 27/1)",60.441,2
"(60/1, 53/1, 60/1)",60.608,3
"(15/1, 27/1)",60.852,2
"(46/1, 59/1)",60.968,2
"(37/1, 37/1, 11/1, 37/1)",61.145,4
"(13/1, 48/1)",61.209,2
"(40/1, 44/1)",61.214,2
"(56/1, 52/1)",61.228,2
"(9/1, 5/1)",61.307,2
"(31/1, 20/1)",61.767,2
"(5/1, 5/1, 45/1)",61.773,3
"(12/1, 27/1, 27/1)",61.777,3
"(10/1, 17/1)",61.869,2
"(49/1, 37/1)",61.94,2
"(34/1, 13/1)",62.055,2
"(37/1, 44/1)",62.057,2
"(49/1, 59/1)",62.068,2
"(1/1, 29/1)",62.094,2
"(1/1, 43/1, 1/1)",62.151,3
"(59/1, 40/1)",62.241,2
"(51/1, 20/1)",62.343,2
"(38/1, 36/1)",62.447,2
"(25/1, 19/1)",62.586,2
"(57/1, 25/1)",62.596,2
"(48/1, 27/1)",62.74,2
"(36/1, 52/1)",62.765,2
"(48/1, 22/1, 22/1, 22/1)",62.825,4
"(53/1, 8/1)",62.962,2
"(37/1, 33/1, 37/1)",63.066,3
"(55/1, 26/1)",63.071,2
"(58/1, 38/1)",63.137,2
"(41/1, 3/1)",63.156,2
"(10/1, 31/1)",63.158,2
"(36/1, 47/1)",63.175,2
"(59/1, 27/1)",63.31,2
"(50/1, 52/1)",63.338,2
"(8/1, 48/1)",63.419,2
"(34/1, 59/1, 34/1)",63.481,3
"(1/1, 7/1)",63.493,2
"(4/1, 9/1)",63.51,2
"(10/1, 34/1)",63.592,2
"(57/1, 39/1)",63.608,2
"(11/1, 21/1)",63.62,2
"(49/1, 36/1)",63.713,2
"(54/1, 51/1)",63.719,2
"(24/1, 18/1)",63.782,2
"(38/1, 7/1)",63.791,2
"(51/1, 27/1)",63.867,2
"(5/1, 36/1)",63.954,2
"(14/1, 12/1)",63.974,2
"(53/1, 33/1)",63.984,2
"(26/1, 2/1, 26/1)",63.987,3
"(36/1, 33/1)",64.028,2
"(12/1, 12/1, 12/1, 52/1)",64.062,4
"(5/1, 53/1)",64.099,2
"(18/1, 21/1)",64.18,2
"(52/1, 35/1)",64.192,2
"(9/1, 38/1)",64.226,2
"(31/1, 10/1)",64.264,2
"(53/1, 37/1)",64.297,2
"(24/1, 31/1)",64.358,2
"(50/1, 43/1, 50/1)",64.398,3
"(34/1, 12/1)",64.438,2
"(54/1, 50/1)",64.568,2
"(46/1, 26/1)",64.636,2
"(13/1, 13/1, 38/1)",64.696,3
"(39/1, 8/1)",64.741,2
"(32/1, 59/1)",64.746,2
"(22/1, 11/1)",64.772,2
"(40/1, 53/1)",64.843,2
"(36/1, 2/1)",64.879,2
"(38/1, 59/1)",64.957,2
"(48/1, 30/1)",64.968,2
"(23/1, 6/1)",65.051,2
"(37/1, 25/1)",65.055,2
"(28/1, 35/1)",65.057,2
"(12/1, 59/1)",65.173,2
"(59/1, 47/1)",65.29,2
"(12/1, 40/1)",65.322,2
"(21/1, 46/1)",65.353,2
"(5/1, 18/1)",65.365,2
"(30/1, 60/1)",65.41,2
"(7/1, 7/1, 1/1)",65.423,3
"(20/1, 22/1)",65.441,2
"(19/1, 22/1)",65.475,2
"(39/1, 47/1)",65.53,2
"(16/1, 11/1)",65.569,2
"(23/1, 19/1)",65.593,2
"(53/1, 30/1)",65.604,2
"(54/1, 54/1, 20/1)",65.871,3
"(40/1, 8/1)",65.929,2
"(1/1, 36/1)",65.939,2
"(60/1, 20/1)",66.101,2
"(12/1, 57/1)",66.105,2
"(56/1, 7/1)",66.145,2
"(34/1, 28/1)",66.17,2
"(30/1, 26/1)",66.23,2
"(55/1, 13/1)",66.285,2
"(34/1, 59/1)",66.315,2
"(24/1, 14/1)",66.323,2
"(9/1, 37/1)",66.346,2
"(2/1, 33/1)",66.406,2
"(26/1, 42/1, 42/1)",66.421,3
"(32/1, 52/1)",66.453,2
"(32/1, 21/1)",66.467,2
"(31/1, 35/1)",66.475,2
"(15/1, 54/1)",66.648,2
"(5/1, 46/1)",66.652,2
"(59/1, 21/1)",66.676,2
"(44/1, 46/1)",66.705,2
"(42/1, 24/1)",66.709,2
"(41/1, 32/1)",66.713,2
"(7/1, 37/1)",66.766,2
"(21/1, 40/1, 21/1)",66.772,3
"(4/1, 34/1)",66.789,2
"(5/1, 51/1)",66.811,2
"(60/1, 6/1)",66.838,2
"(22/1, 13/1)",66.864,2
"(35/1, 3/1)",66.952,2
"(37/1, 27/1)",67.129,2
"(46/1, 34/1)",67.143,2
"(10/1, 27/1)",67.145,2
"(27/1, 57/1)",67.149,2
"(18/1, 46/1)",67.385,2
"(49/1, 1/1)",67.461,2
"(23/1, 51/1)",67.464,2
"(35/1, 54/1)",67.537,2
"(41/1, 7/1)",67.566,2
"(13/1, 52/1)",67.597,2
"(42/1, 17/1)",67.701,2
"(23/1, 45/1)",67.707,2
"(1/1, 51/1)",67.78,2
"(44/1, 24/1)",67.809,2
"(7/1, 32/1)",67.833,2
"(37/1, 43/1)",67.84,2
"(32/1, 8/1)",67.852,2
"(33/1, 46/1)",67.92,2
"(12/1, 6/1)",67.94,2
"(29/1, 14/1)",67.946,2
"(58/1, 18/1)",68.01,2
"(44/1, 55/1)",68.014,2
"(3/1, 32/1)",68.082,2
"(39/1, 28/1)",68.234,2
"(55/1, 9/1)",68.281,2
"(46/1, 56/1)",68.348,2
"(50/1, 3/1)",68.373,2
"(6/1, 37/1)",68.496,2
"(6/1, 33/1)",68.602,2
"(50/1, 28/1)",68.649,2
"(28/1, 20/1)",68.666,2
"(24/1, 56/1)",68.757,2
"(23/1, 40/1)",68.828,2
"(57/1, 29/1)",68.859,2
"(4/1, 18/1)",68.923,2
"(17/1, 57/1)",68.925,2
"(60/1, 8/1)",68.944,2
"(18/1, 10/1)",69.018,2
"(19/1, 33/1)",69.064,2
"(7/1, 36/1)",69.195,2
"(58/1, 6/1)",69.198,2
"(2/1, 38/1)",69.292,2
"(23/1, 12/1)",69.387,2
"(58/1, 24/1)",69.416,2
"(31/1, 29/1)",69.426,2
"(30/1, 22/1)",69.522,2
"(57/1, 46/1)",69.548,2
"(9/1, 30/1)",69.867,2
"(20/1, 54/1)",69.895,2
"(18/1, 45/1)",69.944,2
"(3/1, 44/1)",70.059,2
"(40/1, 32/1)",70.082,2
"(4/1, 7/1)",70.101,2
"(17/1, 39/1)",70.111,2
"(25/1, 2/1)",70.221,2
"(45/1, 43/1)",70.242,2
"(3/1, 54/1)",70.297,2
"(16/1, 35/1)",70.342,2
"(48/1, 19/1)",70.368,2
"(55/1, 44/1)",70.443,2
"(9/1, 35/1)",70.467,2
"(42/1, 22/1)",70.537,2
"(6/1, 27/1)",70.636,2
"(30/1, 10/1)",70.71,2
"(4/1, 1/1)",70.722,2
"(46/1, 46/1, 58/1)",70.726,3
"(15/1, 28/1)",70.889,2
"(27/1, 27/1, 34/1)",70.94,3
"(4/1, 40/1)",71.005,2
"(56/1, 9/1)",71.013,2
"(60/1, 33/1)",71.065,2
"(51/1, 10/1, 10/1)",71.084,3
"(21/1, 54/1, 21/1)",71.141,3
"(30/1, 40/1)",71.198,2
"(11/1, 25/1)",71.236,2
"(36/1, 8/1)",71.247,2
"(11/1, 44/1)",71.362,2
"(12/1, 47/1)",71.558,2
"(18/1, 52/1)",71.586,2
"(39/1, 17/1)",71.629,2
"(48/1, 15/1)",71.661,2
"(49/1, 45/1)",71.664,2
"(11/1, 11/1, 13/1)",71.687,3
"(40/1, 34/1)",71.701,2
"(49/1, 60/1)",71.716,2
"(18/1, 33/1)",71.769,2
"(48/1, 55/1)",71.783,2
"(52/1, 34/1)",71.828,2
"(11/1, 14/1)",71.83,2
"(31/1, 27/1, 31/1)",71.872,3
"(30/1, 52/1)",71.913,2
"(48/1, 10/1)",71.936,2
"(32/1, 4/1)",72.024,2
"(27/1, 17/1)",72.026,2
"(41/1, 46/1, 41/1)",72.04,3
"(34/1, 32/1, 32/1)",72.051,3
"(3/1, 37/1)",72.103,2
"(28/1, 19/1)",72.151,2
"(7/1, 59/1)",72.155,2
"(56/1, 47/1)",72.228,2
"(9/1, 54/1)",72.243,2
"(43/1, 59/1)",72.294,2
"(7/1, 60/1)",72.299,2
"(12/1, 4/1)",72.313,2
"(14/1, 24/1)",72.441,2
"(50/1, 34/1)",72.465,2
"(26/1, 16/1)",72.483,2
"(53/1, 56/1)",72.516,2
"(56/1, 34/1)",72.53,2
"(46/1, 19/1)",72.554,2
"(56/1, 58/1)",72.563,2
"(59/1, 59/1, 23/1)",72.575,3
"(18/1, 26/1)",72.584,2
"(50/1, 17/1)",72.61,2
"(5/1, 15/1)",72.618,2
"(31/1, 52/1)",72.735,2
"(43/1, 47/1)",72.789,2
"(12/1, 38/1)",72.86,2
"(43/1, 17/1)",72.919,2
"(19/1, 19/1, 11/1)",72.935,3
"(50/1, 19/1)",72.959,2
"(24/1, 53/1)",72.965,2
"(11/1, 43/1)",73.035,2
"(3/1, 33/1)",73.144,2
"(40/1, 47/1)",73.191,2
"(21/1, 14/1)",73.269,2
"(8/1, 11/1)",73.27,2
"(47/1, 34/1)",73.343,2
"(40/1, 24/1)",73.371,2
"(54/1, 57/1)",73.381,2
"(20/1, 44/1)",73.43,2
"(10/1, 41/1)",73.432,2
"(59/1, 36/1)",73.452,2
