Adversarial Examples,Time(s),Mem Queries asked before,Total sequences asked before,Mem Query?
"(19.0, 19.0, 19.0, 19.0, 19.0, 18.0, 18.0, 18.0, 15.0, 15.0, 20.0, 20.0, 20.0, 20.0, 30.0, 19.0, 20.0, 20.0)",7095.101,1116,1894,Y
"(37.0, 37.0, 37.0, 37.0, 37.0, 35.0, 35.0, 35.0, 21.0, 21.0, 25.0, 25.0, 25.0, 25.0, 4.0, 4.0, 21.0)",7095.184,1120,1898,Y
"(61.0, 61.0, 61.0, 61.0, 61.0, 42.0, 42.0, 42.0, 28.0, 28.0, 27.0, 27.0, 27.0, 27.0, 13.0, 13.0, 61.0, 61.0)",7095.243,1123,1901,Y
"(50.0, 50.0, 50.0, 50.0, 50.0, 1.0, 1.0, 1.0, 3.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0)",7095.244,1124,1902,Y
"(35.0, 35.0, 35.0, 35.0, 35.0, 36.0, 36.0, 36.0, 40.0, 40.0, 10.0, 10.0, 10.0, 10.0, 1.0, 1.0, 36.0, 36.0)",7095.246,1125,1903,Y
"(50.0, 50.0, 50.0, 50.0, 50.0, 53.0, 53.0, 53.0, 3.0, 3.0, 17.0, 17.0, 17.0, 17.0, 56.0, 53.0, 37.0)",7095.322,1128,1906,Y
"(13.0, 13.0, 13.0, 13.0, 13.0, 7.0, 7.0, 7.0, 6.0, 6.0, 48.0, 48.0, 48.0, 48.0, 47.0, 7.0, 7.0, 7.0)",7095.388,1133,1911,Y
"(43.0, 43.0, 43.0, 43.0, 43.0, 38.0, 38.0, 38.0, 12.0, 12.0, 3.0, 3.0, 3.0, 3.0, 12.0, 12.0, 38.0)",7095.471,1142,1920,Y
"(56.0, 56.0, 56.0, 56.0, 56.0, 59.0, 59.0, 59.0, 15.0, 15.0, 18.0, 18.0, 18.0, 18.0, 59.0, 15.0, 18.0)",7095.478,1143,1921,Y
"(47.0, 47.0, 47.0, 47.0, 47.0, 38.0, 38.0, 38.0, 34.0, 34.0, 35.0, 35.0, 35.0, 35.0, 53.0, 34.0, 47.0, 47.0)",7095.535,1145,1923,Y
"(43.0, 43.0, 43.0, 43.0, 43.0, 28.0, 28.0, 28.0, 25.0, 25.0, 27.0, 27.0, 27.0, 27.0, 12.0, 25.0, 28.0, 28.0)",7095.538,1147,1925,Y
"(57.0, 57.0, 57.0, 57.0, 57.0, 53.0, 53.0, 53.0, 26.0, 26.0, 53.0, 53.0, 53.0, 53.0, 44.0, 26.0, 26.0, 26.0)",7095.539,1148,1926,Y
"(60.0, 60.0, 60.0, 60.0, 60.0, 15.0, 15.0, 15.0, 12.0, 12.0, 15.0, 15.0, 15.0, 15.0, 15.0, 57.0, 12.0)",7785.892,1164,1942,Y
"(26.0, 26.0, 26.0, 26.0, 26.0, 28.0, 28.0, 28.0, 7.0, 7.0, 13.0, 13.0, 13.0, 13.0, 13.0, 14.0, 13.0)",7785.893,1165,1943,Y
"(13.0, 13.0, 13.0, 13.0, 13.0, 10.0, 10.0, 10.0, 18.0, 18.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 56.0, 56.0)",7785.95,1166,1944,Y
"(52.0, 52.0, 52.0, 52.0, 52.0, 57.0, 57.0, 57.0, 60.0, 60.0, 32.0, 32.0, 32.0, 32.0, 32.0, 40.0, 52.0, 52.0)",7785.952,1167,1945,Y
"(44.0, 44.0, 44.0, 44.0, 44.0, 40.0, 40.0, 40.0, 48.0, 48.0, 6.0, 6.0, 6.0, 6.0, 6.0, 44.0, 50.0)",7786.009,1172,1950,Y
"(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 23.0, 23.0, 10.0, 10.0, 10.0, 10.0, 10.0, 3.0, 3.0, 3.0)",7786.066,1179,1957,Y
"(38.0, 38.0, 38.0, 38.0, 38.0, 19.0, 19.0, 19.0, 17.0, 17.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 60.0)",7786.131,1181,1959,Y
"(7.0, 7.0, 7.0, 7.0, 7.0, 43.0, 43.0, 43.0, 6.0, 6.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 7.0)",7786.132,1182,1960,Y
"(31.0, 31.0, 31.0, 31.0, 31.0, 17.0, 17.0, 17.0, 14.0, 14.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 31.0, 31.0)",7786.184,1186,1964,Y
"(3.0, 3.0, 3.0, 3.0, 3.0, 20.0, 20.0, 20.0, 46.0, 46.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0)",7786.185,1187,1965,Y
"(5.0, 5.0, 5.0, 5.0, 5.0, 13.0, 13.0, 13.0, 53.0, 53.0, 56.0, 56.0, 56.0, 56.0, 56.0, 13.0, 56.0)",7786.26,1192,1970,Y
"(61.0, 61.0, 61.0, 61.0, 61.0, 46.0, 46.0, 46.0, 19.0, 19.0, 28.0, 28.0, 28.0, 28.0, 28.0, 46.0, 61.0, 61.0)",7786.307,1195,1973,Y
"(35.0, 35.0, 35.0, 35.0, 35.0, 38.0, 38.0, 38.0, 54.0, 54.0, 11.0, 11.0, 11.0, 11.0, 11.0, 38.0, 38.0, 38.0)",7786.312,1197,1975,Y
"(47.0, 47.0, 47.0, 47.0, 47.0, 34.0, 34.0, 34.0, 53.0, 53.0, 55.0, 55.0, 55.0, 55.0, 55.0, 53.0, 55.0)",7786.381,1201,1979,Y
"(42.0, 42.0, 42.0, 42.0, 42.0, 55.0, 55.0, 55.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 56.0, 56.0)",7786.426,1203,1981,Y
"(35.0, 35.0, 35.0, 35.0, 35.0, 40.0, 40.0, 40.0, 44.0, 44.0, 41.0, 41.0, 41.0, 41.0, 41.0, 44.0, 41.0, 41.0)",7786.43,1205,1983,Y
