Adversarial Examples,Time(s),Length of Adversarial Examples
"(53/1, 54/1, 1/1, 50/1, 24/1, 44/1, 48/1, 33/1, 57/1, 55/1, 38/1, 47/1, 56/1, 42/1, 32/1, 45/1, 24/1, 4/1, 16/1)",170.651,19
"(58/1, 33/1, 45/1)",170.671,3
"(55/1, 10/1, 10/1, 8/1, 8/1)",170.674,5
"(17/1, 56/1, 11/1, 33/1, 27/1)",170.68,5
"(29/1, 7/1, 14/1, 36/1, 57/1)",170.686,5
"(32/1, 58/1, 48/1, 52/1, 55/1, 56/1, 15/1, 43/1, 2/1, 58/1, 33/1, 54/1, 24/1)",170.708,13
"(3/1, 10/1, 51/1, 56/1, 10/1, 45/1, 40/1)",170.712,7
"(3/1, 13/1, 25/1, 3/1, 29/1, 43/1, 19/1, 8/1, 56/1, 50/1, 22/1, 50/1, 2/1, 37/1, 51/1)",170.722,15
"(20/1, 23/1, 39/1, 37/1, 24/1, 53/1, 56/1)",170.728,7
"(23/1, 54/1, 43/1, 9/1, 18/1, 56/1, 20/1, 40/1, 8/1, 40/1, 40/1, 30/1, 13/1, 1/1, 43/1, 51/1, 9/1, 5/1, 12/1)",170.74,19
"(34/1, 22/1, 10/1, 57/1, 15/1, 32/1, 49/1, 30/1, 1/1, 56/1, 54/1)",170.755,11
"(50/1, 47/1, 23/1, 43/1, 37/1, 51/1, 49/1, 17/1, 2/1, 11/1, 35/1)",170.781,11
"(4/1, 18/1, 17/1, 23/1, 6/1, 54/1, 48/1)",170.807,7
"(9/1, 25/1, 27/1, 24/1, 13/1, 5/1, 37/1, 6/1, 3/1)",170.815,9
"(50/1, 12/1, 36/1, 15/1, 33/1, 17/1, 33/1, 19/1, 1/1, 25/1, 8/1, 33/1, 50/1, 3/1, 18/1)",170.822,15
"(6/1, 54/1, 25/1, 38/1, 13/1, 59/1, 22/1)",170.826,7
"(59/1, 10/1, 1/1, 39/1, 37/1, 43/1, 33/1, 28/1, 22/1, 48/1, 33/1)",170.835,11
"(28/1, 46/1, 4/1, 19/1, 21/1, 53/1, 60/1)",170.841,7
"(36/1, 49/1, 10/1, 50/1, 45/1)",170.854,5
"(33/1, 50/1, 26/1, 33/1, 53/1, 25/1, 36/1, 23/1, 45/1, 59/1, 32/1, 13/1, 29/1)",170.879,13
"(37/1, 23/1, 7/1, 50/1, 44/1, 16/1, 36/1, 28/1, 14/1, 5/1, 6/1, 51/1, 36/1)",170.891,13
"(12/1, 53/1, 41/1, 53/1, 27/1, 41/1, 41/1, 26/1, 50/1, 22/1, 31/1, 43/1, 33/1, 5/1, 7/1, 11/1, 3/1, 53/1, 50/1)",170.906,19
"(11/1, 58/1, 55/1, 51/1, 50/1, 16/1, 6/1, 39/1, 58/1)",170.909,9
"(12/1, 21/1, 17/1, 51/1, 36/1)",170.929,5
"(19/1, 41/1, 49/1)",170.948,3
"(58/1, 10/1, 5/1)",170.962,3
"(33/1, 41/1, 59/1, 27/1, 6/1, 23/1, 52/1, 8/1, 41/1, 34/1, 43/1, 53/1, 35/1, 36/1, 21/1, 12/1, 45/1, 12/1, 5/1)",170.969,19
"(51/1, 23/1, 38/1, 1/1)",170.978,4
"(2/1, 38/1, 42/1, 12/1, 6/1, 43/1, 52/1)",171.003,7
"(20/1, 32/1, 15/1, 12/1, 19/1, 22/1, 47/1, 48/1, 15/1, 6/1, 2/1, 10/1, 56/1, 34/1, 56/1, 49/1, 7/1, 44/1, 49/1)",171.015,19
"(15/1, 26/1, 43/1, 45/1, 11/1, 59/1, 29/1, 40/1, 35/1)",171.022,9
"(59/1, 37/1, 23/1, 41/1, 32/1, 14/1, 48/1, 29/1, 44/1, 2/1, 49/1, 48/1, 38/1, 31/1, 48/1, 52/1, 4/1, 42/1, 60/1)",171.031,19
"(15/1, 34/1, 6/1, 30/1, 45/1, 29/1, 18/1, 43/1, 59/1)",171.037,9
"(18/1, 25/1, 22/1, 59/1, 54/1, 53/1, 57/1, 37/1, 48/1, 35/1, 43/1, 58/1, 42/1, 37/1, 23/1, 58/1, 31/1)",171.058,17
"(23/1, 19/1, 57/1, 45/1, 34/1, 58/1, 2/1, 23/1, 19/1, 22/1, 17/1, 42/1, 58/1)",171.076,13
"(47/1, 56/1, 53/1)",171.084,3
"(13/1, 28/1, 41/1, 47/1, 25/1, 38/1, 16/1, 57/1, 55/1, 45/1, 30/1, 27/1, 23/1, 5/1, 3/1)",171.092,15
"(55/1, 12/1, 33/1)",171.101,3
"(19/1, 33/1, 4/1, 27/1, 26/1, 22/1, 10/1, 8/1, 44/1, 60/1, 16/1, 37/1, 13/1, 46/1, 41/1)",171.119,15
"(39/1, 38/1, 43/1, 11/1, 33/1)",171.137,5
"(23/1, 55/1, 9/1, 26/1, 51/1, 17/1, 10/1, 5/1, 40/1, 56/1, 32/1, 52/1, 43/1, 1/1, 39/1)",171.146,15
"(18/1, 26/1, 23/1, 5/1, 20/1)",171.155,5
"(51/1, 17/1, 11/1, 35/1, 17/1, 54/1, 54/1, 26/1, 16/1, 25/1, 26/1, 49/1, 49/1)",171.171,13
"(23/1, 57/1, 25/1, 27/1, 15/1, 34/1, 51/1, 16/1, 44/1, 41/1, 29/1, 51/1, 43/1, 7/1, 22/1)",171.178,15
"(48/1, 6/1, 55/1, 22/1, 55/1, 19/1, 28/1, 12/1, 14/1)",171.184,9
"(6/1, 6/1, 48/1, 11/1, 17/1, 46/1, 13/1, 40/1, 19/1, 12/1, 46/1, 28/1, 13/1, 22/1, 51/1)",171.207,15
"(1/1, 10/1, 31/1, 57/1, 40/1, 45/1, 12/1, 58/1, 24/1, 55/1, 34/1, 2/1)",171.211,12
"(31/1, 18/1, 31/1, 60/1, 32/1, 1/1, 16/1, 2/1, 34/1, 18/1, 15/1, 13/1, 16/1, 25/1, 54/1, 10/1, 1/1)",171.217,17
"(40/1, 54/1, 4/1, 9/1, 7/1, 30/1, 33/1, 45/1, 34/1, 42/1, 50/1)",171.224,11
"(55/1, 56/1, 58/1, 11/1, 55/1, 9/1, 9/1)",171.241,7
"(18/1, 57/1, 38/1)",171.271,3
"(60/1, 19/1, 57/1, 2/1, 20/1, 48/1, 49/1, 58/1, 3/1, 40/1, 44/1, 44/1, 52/1, 23/1, 34/1)",171.28,15
"(9/1, 38/1, 18/1, 57/1, 1/1, 5/1, 25/1, 3/1, 43/1, 39/1, 21/1, 32/1, 12/1, 26/1, 49/1)",171.291,15
"(11/1, 35/1, 45/1, 21/1, 40/1, 40/1, 27/1, 39/1, 23/1)",171.303,9
"(43/1, 23/1, 54/1, 18/1, 1/1, 39/1, 28/1, 40/1, 4/1, 1/1, 32/1, 56/1, 11/1, 59/1, 51/1)",171.325,15
"(8/1, 26/1, 9/1, 29/1, 58/1, 40/1, 36/1, 48/1, 17/1, 13/1, 35/1, 1/1)",171.331,12
"(1/1, 11/1, 10/1, 17/1, 17/1, 51/1, 47/1, 22/1, 58/1, 38/1, 3/1, 14/1, 19/1, 47/1, 19/1, 32/1, 52/1)",171.335,17
"(55/1, 45/1, 44/1, 2/1, 34/1, 46/1, 53/1, 26/1, 15/1, 32/1, 6/1, 31/1, 60/1)",171.349,13
"(19/1, 35/1, 33/1, 25/1, 30/1, 60/1, 57/1, 2/1, 3/1, 59/1, 53/1, 45/1, 55/1, 6/1, 10/1, 1/1, 9/1)",171.364,17
"(12/1, 1/1, 8/1, 6/1, 14/1, 45/1, 15/1, 38/1, 51/1, 42/1, 23/1)",171.369,11
"(38/1, 31/1, 6/1, 40/1, 10/1, 25/1, 47/1, 14/1, 9/1, 2/1, 37/1)",171.377,11
"(12/1, 21/1, 56/1, 28/1, 47/1, 13/1, 51/1, 8/1, 15/1, 54/1, 13/1, 34/1, 51/1)",171.391,13
"(1/1, 38/1, 36/1)",171.397,3
"(42/1, 16/1, 50/1, 25/1, 34/1, 20/1, 3/1)",171.405,7
"(43/1, 57/1, 46/1, 36/1, 23/1, 39/1, 37/1, 38/1, 49/1, 30/1, 32/1, 55/1, 3/1, 3/1, 38/1, 43/1, 40/1, 24/1, 23/1)",171.417,19
"(15/1, 11/1, 40/1, 60/1, 11/1, 33/1, 33/1)",171.447,7
"(9/1, 23/1, 52/1, 18/1, 45/1, 36/1, 53/1, 46/1, 9/1, 9/1, 13/1, 53/1, 51/1, 38/1, 43/1, 42/1, 35/1, 47/1, 17/1)",171.454,19
"(31/1, 4/1, 10/1)",171.457,3
"(5/1, 22/1, 19/1, 10/1, 30/1, 36/1, 28/1, 22/1, 9/1, 4/1, 17/1, 19/1, 5/1, 15/1, 36/1, 58/1, 11/1, 43/1, 37/1)",171.471,19
"(30/1, 32/1, 13/1, 10/1, 56/1, 48/1, 30/1, 8/1, 25/1, 33/1, 40/1, 23/1, 55/1, 47/1, 4/1, 55/1, 50/1)",171.476,17
"(59/1, 41/1, 53/1, 22/1, 28/1, 14/1, 45/1, 44/1, 32/1, 37/1, 42/1, 2/1, 30/1)",171.486,13
"(35/1, 36/1, 30/1, 20/1, 26/1)",171.513,5
"(41/1, 55/1, 13/1, 6/1, 29/1, 50/1, 18/1, 1/1, 53/1, 34/1, 53/1, 29/1, 3/1, 19/1, 21/1, 37/1, 60/1)",171.559,17
"(44/1, 54/1, 45/1, 32/1, 5/1, 35/1, 50/1, 53/1, 4/1, 51/1, 41/1, 1/1, 23/1, 5/1, 1/1, 60/1, 47/1)",171.591,17
"(33/1, 58/1, 46/1)",171.601,3
"(22/1, 60/1, 28/1, 60/1, 13/1, 1/1, 49/1, 28/1, 31/1, 38/1, 4/1, 37/1, 60/1)",171.605,13
"(9/1, 40/1, 7/1, 57/1, 12/1, 1/1, 26/1, 30/1, 24/1, 31/1, 3/1, 39/1, 21/1)",171.62,13
"(1/1, 16/1, 49/1)",171.632,3
"(21/1, 8/1, 15/1, 47/1, 58/1, 28/1, 4/1, 58/1, 21/1, 60/1, 55/1, 52/1, 25/1, 11/1, 6/1)",171.635,15
"(56/1, 8/1, 38/1, 1/1, 5/1)",171.64,5
"(45/1, 43/1, 55/1, 2/1, 15/1)",171.659,5
"(48/1, 37/1, 48/1, 38/1, 38/1, 31/1, 22/1)",171.662,7
"(30/1, 9/1, 10/1, 42/1, 21/1, 45/1, 26/1, 42/1, 35/1)",171.67,9
"(38/1, 47/1, 38/1, 59/1, 43/1, 51/1, 56/1, 24/1, 60/1, 45/1, 55/1, 43/1, 41/1, 57/1, 12/1, 48/1, 18/1, 57/1, 56/1)",171.677,19
"(15/1, 15/1, 37/1, 2/1, 5/1, 22/1, 44/1, 8/1, 33/1, 6/1, 12/1)",171.696,11
"(52/1, 30/1, 47/1, 23/1, 46/1, 54/1, 30/1, 58/1, 1/1, 18/1, 1/1, 11/1, 58/1, 44/1, 51/1, 52/1, 51/1, 16/1, 23/1)",171.71,19
"(22/1, 36/1, 38/1, 39/1, 35/1, 34/1, 31/1)",171.724,7
"(3/1, 16/1, 52/1, 18/1, 56/1, 35/1, 41/1, 4/1, 57/1, 30/1, 39/1, 40/1, 50/1, 4/1, 4/1)",171.727,15
"(56/1, 12/1, 10/1, 26/1, 59/1, 26/1, 43/1, 2/1, 18/1, 30/1, 23/1, 17/1, 22/1, 35/1, 4/1, 28/1, 31/1, 59/1, 50/1)",171.743,19
"(9/1, 38/1, 38/1, 56/1, 47/1, 19/1, 14/1, 15/1, 6/1, 53/1, 45/1, 56/1, 51/1, 43/1, 4/1, 52/1, 24/1)",171.749,17
"(6/1, 28/1, 38/1)",171.754,3
"(49/1, 29/1, 32/1, 12/1, 7/1, 9/1, 15/1, 23/1, 43/1, 35/1, 59/1, 21/1, 8/1)",171.76,13
"(4/1, 28/1, 3/1, 11/1, 28/1, 1/1)",171.763,6
"(3/1, 52/1, 10/1, 20/1, 46/1, 58/1, 8/1, 35/1, 34/1)",171.776,9
"(15/1, 36/1, 4/1, 59/1, 42/1, 51/1, 53/1, 49/1, 44/1)",171.779,9
"(14/1, 23/1, 8/1, 50/1, 16/1)",171.789,5
"(1/1, 10/1, 30/1, 44/1, 11/1, 49/1, 8/1, 52/1, 1/1, 47/1, 16/1, 45/1, 2/1, 20/1, 51/1, 31/1, 8/1, 31/1, 21/1)",171.811,19
"(55/1, 60/1, 17/1, 29/1, 34/1, 60/1, 58/1)",171.824,7
"(21/1, 31/1, 10/1, 46/1, 58/1, 16/1, 12/1, 3/1, 11/1, 58/1, 40/1)",171.831,11
"(16/1, 39/1, 32/1)",171.838,3
"(36/1, 58/1, 46/1, 39/1, 29/1, 21/1, 20/1, 18/1, 37/1, 36/1, 46/1, 1/1, 5/1)",171.846,13
"(8/1, 45/1, 39/1, 49/1, 56/1, 2/1, 14/1, 53/1, 54/1, 51/1, 32/1, 6/1)",171.848,12
"(14/1, 9/1, 34/1, 2/1, 54/1, 44/1, 12/1, 52/1, 31/1, 41/1, 2/1, 8/1, 19/1, 57/1, 54/1, 41/1, 15/1)",171.874,17
"(5/1, 22/1, 9/1, 43/1, 37/1)",171.883,5
"(40/1, 47/1, 58/1)",171.89,3
"(23/1, 47/1, 59/1, 42/1, 21/1, 21/1, 47/1, 24/1, 10/1, 38/1, 18/1, 18/1, 29/1, 3/1, 1/1)",171.894,15
"(11/1, 44/1, 20/1, 58/1, 45/1, 32/1, 19/1, 37/1, 15/1, 12/1, 53/1, 54/1, 17/1, 20/1, 27/1)",171.9,15
"(24/1, 25/1, 25/1, 51/1, 20/1, 58/1, 17/1, 46/1, 41/1)",171.907,9
"(26/1, 52/1, 48/1, 56/1, 40/1, 17/1, 10/1, 4/1, 41/1, 5/1, 13/1, 32/1, 44/1, 5/1, 11/1)",171.92,15
"(15/1, 57/1, 31/1, 17/1, 28/1, 21/1, 21/1, 6/1, 31/1, 45/1, 1/1, 7/1, 19/1, 36/1, 20/1, 48/1, 3/1, 28/1, 36/1)",171.928,19
"(26/1, 10/1, 37/1, 11/1, 44/1, 4/1, 31/1, 39/1, 56/1, 45/1, 16/1, 11/1, 12/1, 43/1, 9/1, 13/1, 8/1, 52/1, 19/1)",171.945,19
"(34/1, 7/1, 17/1, 23/1, 30/1, 9/1, 55/1, 60/1, 45/1, 37/1, 14/1, 26/1, 48/1, 33/1, 59/1, 41/1, 14/1, 23/1, 54/1)",171.961,19
"(19/1, 14/1, 22/1, 25/1, 58/1, 52/1, 25/1, 22/1, 45/1, 35/1, 25/1, 38/1, 22/1)",171.972,13
"(60/1, 45/1, 46/1, 32/1, 12/1)",171.987,5
"(17/1, 55/1, 52/1, 10/1, 2/1, 44/1, 16/1, 60/1, 22/1)",171.998,9
"(36/1, 37/1, 7/1, 9/1, 58/1, 19/1, 19/1, 7/1, 57/1, 49/1, 24/1, 58/1, 26/1)",172.016,13
"(42/1, 23/1, 54/1, 44/1, 51/1, 7/1, 60/1, 5/1, 60/1, 7/1, 23/1, 26/1, 13/1)",172.026,13
"(8/1, 24/1, 53/1, 15/1, 11/1, 47/1, 43/1, 41/1, 18/1, 58/1, 34/1, 31/1, 48/1, 18/1, 31/1, 34/1, 19/1, 53/1, 8/1)",172.033,19
"(25/1, 13/1, 1/1, 24/1, 29/1, 2/1, 42/1, 2/1, 27/1, 17/1, 2/1, 60/1, 22/1, 53/1, 40/1, 41/1, 8/1, 38/1, 51/1)",172.037,19
"(50/1, 3/1, 32/1, 24/1, 1/1, 18/1, 40/1, 6/1, 14/1, 14/1, 52/1, 28/1, 15/1)",172.042,13
"(9/1, 13/1, 1/1, 59/1, 21/1, 42/1, 36/1, 18/1, 59/1, 27/1, 6/1, 31/1, 50/1, 45/1, 33/1, 38/1, 8/1, 23/1, 56/1, 2/1)",172.044,20
"(35/1, 9/1, 39/1, 21/1, 16/1, 44/1, 35/1, 47/1, 38/1, 53/1, 15/1, 32/1, 30/1)",172.059,13
"(31/1, 18/1, 56/1, 34/1, 16/1, 18/1, 21/1, 23/1, 36/1)",172.065,9
"(52/1, 52/1, 55/1, 16/1, 13/1, 18/1, 30/1, 28/1, 45/1, 52/1, 53/1, 12/1, 16/1)",172.082,13
"(54/1, 33/1, 13/1, 19/1, 58/1, 30/1, 24/1)",172.093,7
"(52/1, 27/1, 35/1)",172.099,3
"(51/1, 47/1, 23/1, 52/1, 58/1, 56/1, 39/1, 35/1, 12/1, 2/1, 34/1, 20/1, 10/1, 26/1, 40/1)",172.124,15
"(47/1, 5/1, 31/1)",172.135,3
"(44/1, 1/1, 2/1, 22/1, 55/1, 56/1, 46/1, 32/1, 1/1, 27/1, 51/1)",172.15,11
"(5/1, 34/1, 31/1, 31/1, 29/1, 53/1, 31/1)",172.154,7
"(43/1, 8/1, 9/1, 13/1, 12/1, 42/1, 8/1, 40/1, 58/1)",172.157,9
"(26/1, 49/1, 42/1, 4/1, 25/1)",172.164,5
"(52/1, 47/1, 32/1, 2/1, 32/1)",172.195,5
"(26/1, 47/1, 40/1, 14/1, 18/1, 50/1, 17/1, 43/1, 45/1)",172.209,9
"(9/1, 51/1, 54/1, 44/1, 41/1, 46/1, 57/1)",172.212,7
"(17/1, 18/1, 16/1, 51/1, 55/1, 46/1, 40/1)",172.215,7
"(8/1, 18/1, 12/1, 25/1, 35/1)",172.22,5
"(44/1, 2/1, 2/1, 2/1, 34/1, 53/1, 3/1, 20/1, 32/1, 45/1, 45/1, 43/1, 40/1)",172.282,13
"(52/1, 33/1, 35/1, 21/1, 5/1)",172.29,5
"(51/1, 40/1, 39/1)",172.31,3
"(28/1, 16/1, 20/1, 55/1, 7/1, 42/1, 49/1, 59/1, 27/1, 58/1, 52/1, 56/1, 15/1, 56/1, 25/1)",172.315,15
"(29/1, 16/1, 24/1)",172.32,3
"(31/1, 38/1, 56/1, 19/1, 33/1, 13/1, 39/1)",172.338,7
"(43/1, 32/1, 29/1, 48/1, 6/1, 8/1, 46/1, 38/1, 47/1, 20/1, 23/1, 22/1, 21/1)",172.342,13
"(7/1, 26/1, 28/1, 19/1, 27/1, 12/1, 4/1, 8/1, 40/1, 36/1, 10/1, 58/1, 4/1, 34/1, 21/1, 26/1, 51/1)",172.348,17
"(38/1, 45/1, 14/1, 53/1, 56/1, 24/1, 13/1, 15/1, 26/1)",172.358,9
"(48/1, 30/1, 28/1, 4/1, 23/1, 17/1, 23/1, 16/1, 37/1, 53/1, 47/1, 6/1, 33/1, 57/1, 43/1, 46/1, 6/1, 35/1, 35/1)",172.385,19
"(46/1, 2/1, 50/1, 38/1, 39/1, 25/1, 53/1, 3/1, 13/1, 30/1, 8/1, 60/1, 25/1, 32/1, 13/1, 23/1, 31/1, 51/1, 56/1)",172.407,19
"(6/1, 54/1, 35/1)",172.414,3
"(52/1, 32/1, 37/1, 30/1, 49/1, 22/1, 29/1, 1/1, 46/1)",172.435,9
"(39/1, 5/1, 43/1, 1/1, 51/1, 18/1, 5/1)",172.441,7
"(48/1, 8/1, 2/1, 9/1, 20/1)",172.471,5
"(31/1, 16/1, 10/1)",172.475,3
"(16/1, 37/1, 17/1, 9/1, 34/1, 34/1, 52/1, 16/1, 38/1, 46/1, 25/1, 45/1, 47/1, 22/1, 7/1, 45/1, 10/1, 28/1, 20/1)",172.488,19
"(38/1, 15/1, 4/1, 15/1, 55/1, 6/1, 16/1)",172.493,7
"(49/1, 35/1, 59/1, 14/1, 43/1, 16/1, 35/1, 45/1, 58/1, 17/1, 25/1, 13/1, 23/1, 28/1, 37/1, 14/1, 16/1)",172.513,17
"(5/1, 8/1, 17/1, 56/1, 24/1, 37/1, 11/1, 19/1, 36/1, 17/1, 5/1, 40/1, 36/1)",172.523,13
"(56/1, 28/1, 37/1)",172.528,3
"(37/1, 29/1, 57/1, 43/1, 56/1, 10/1, 12/1)",172.534,7
"(1/1, 58/1, 59/1, 48/1, 33/1, 60/1, 6/1, 38/1, 35/1, 52/1, 8/1, 19/1, 52/1)",172.54,13
"(13/1, 45/1, 58/1, 45/1, 5/1, 42/1, 35/1, 53/1, 26/1)",172.556,9
"(50/1, 33/1, 30/1, 36/1, 23/1, 55/1, 51/1, 9/1, 6/1)",172.567,9
"(12/1, 8/1, 27/1, 37/1, 1/1, 42/1, 20/1, 31/1, 30/1, 57/1, 40/1, 50/1, 52/1, 48/1, 15/1, 51/1, 27/1, 57/1, 35/1)",172.58,19
"(60/1, 32/1, 20/1, 6/1, 34/1, 31/1, 9/1, 23/1, 23/1, 24/1, 35/1, 28/1, 32/1)",172.588,13
"(43/1, 16/1, 39/1, 29/1, 14/1, 6/1, 24/1, 1/1, 33/1, 48/1, 11/1, 27/1, 55/1)",172.596,13
"(15/1, 14/1, 3/1, 56/1, 42/1)",172.599,5
"(25/1, 48/1, 59/1, 32/1, 42/1, 53/1, 11/1, 34/1, 32/1, 37/1, 6/1, 18/1, 20/1, 24/1, 51/1, 14/1, 17/1)",172.606,17
"(3/1, 41/1, 23/1, 47/1, 38/1, 41/1, 25/1, 16/1, 54/1, 59/1, 19/1)",172.613,11
"(37/1, 8/1, 17/1)",172.626,3
"(51/1, 47/1, 41/1, 58/1, 36/1, 20/1, 35/1, 5/1, 13/1)",172.632,9
"(29/1, 35/1, 47/1)",172.647,3
"(40/1, 30/1, 40/1, 11/1, 18/1, 22/1, 26/1)",172.651,7
"(4/1, 13/1, 44/1, 18/1, 32/1, 40/1, 2/1, 59/1, 16/1, 12/1, 60/1, 32/1, 21/1, 26/1, 33/1, 44/1, 33/1, 53/1, 36/1)",172.662,19
"(51/1, 20/1, 48/1, 15/1, 10/1, 45/1, 44/1)",172.671,7
"(6/1, 5/1, 43/1, 26/1, 45/1, 9/1, 46/1, 19/1, 26/1, 40/1, 15/1, 47/1, 52/1)",172.677,13
"(12/1, 14/1, 7/1, 14/1, 27/1, 3/1, 25/1, 17/1, 53/1, 16/1, 1/1, 58/1, 14/1, 32/1, 9/1, 50/1, 27/1)",172.707,17
"(16/1, 19/1, 8/1, 60/1, 32/1, 39/1, 42/1, 33/1, 20/1)",172.716,9
"(39/1, 56/1, 15/1, 6/1, 20/1, 15/1, 7/1, 27/1, 60/1, 19/1, 28/1, 53/1, 17/1, 53/1, 44/1, 15/1, 27/1)",172.719,17
"(14/1, 50/1, 41/1, 1/1, 17/1)",172.729,5
"(13/1, 35/1, 53/1, 34/1, 1/1, 54/1, 19/1, 48/1, 9/1, 30/1, 30/1, 13/1, 5/1, 52/1, 34/1, 56/1, 11/1, 23/1, 54/1, 1/1)",172.734,20
"(30/1, 24/1, 4/1, 39/1, 18/1, 29/1, 29/1, 3/1, 3/1, 22/1, 21/1, 51/1, 38/1, 30/1, 14/1, 53/1, 28/1, 32/1, 50/1)",172.744,19
"(10/1, 33/1, 41/1, 57/1, 17/1)",172.756,5
"(34/1, 41/1, 16/1, 16/1, 54/1, 44/1, 19/1, 33/1, 17/1, 19/1, 7/1, 26/1, 26/1, 13/1, 18/1)",172.775,15
"(10/1, 15/1, 37/1, 1/1, 37/1, 52/1, 34/1, 45/1, 7/1, 12/1, 52/1, 43/1, 30/1, 48/1, 39/1, 60/1, 34/1, 3/1)",172.779,18
"(44/1, 56/1, 14/1, 45/1, 35/1, 27/1, 7/1, 55/1, 12/1, 57/1, 37/1, 10/1, 24/1)",172.784,13
"(40/1, 12/1, 56/1, 51/1, 31/1, 23/1, 56/1, 17/1, 35/1, 14/1, 4/1, 48/1, 47/1, 4/1, 15/1)",172.792,15
"(14/1, 20/1, 35/1, 1/1, 8/1)",172.799,5
"(60/1, 50/1, 53/1, 15/1, 33/1, 17/1, 49/1, 57/1, 41/1, 55/1, 56/1)",172.807,11
"(42/1, 18/1, 31/1, 6/1, 3/1, 23/1, 43/1, 55/1, 29/1, 60/1, 39/1, 49/1, 30/1, 42/1, 59/1)",172.823,15
"(27/1, 25/1, 46/1, 23/1, 47/1, 39/1, 3/1, 52/1, 39/1, 30/1, 10/1, 48/1, 20/1, 37/1, 46/1, 50/1, 50/1)",172.841,17
"(1/1, 34/1, 23/1, 50/1, 24/1, 41/1, 31/1, 7/1, 33/1, 55/1, 3/1, 40/1, 29/1, 32/1, 47/1)",172.857,15
"(38/1, 34/1, 59/1, 7/1, 34/1, 18/1, 9/1, 49/1, 7/1, 29/1, 42/1, 48/1, 34/1, 26/1, 21/1, 47/1, 49/1, 55/1, 42/1)",172.892,19
"(52/1, 48/1, 12/1, 4/1, 11/1, 36/1, 60/1, 29/1, 11/1, 58/1, 24/1, 38/1, 44/1, 25/1, 26/1, 21/1, 25/1, 55/1, 33/1)",172.896,19
"(17/1, 57/1, 57/1, 57/1, 23/1, 49/1, 30/1, 13/1, 21/1, 49/1, 32/1)",172.9,11
"(37/1, 21/1, 37/1)",172.905,3
"(7/1, 54/1, 44/1, 46/1, 1/1, 17/1, 49/1, 45/1, 57/1, 41/1, 31/1)",172.921,11
"(30/1, 8/1, 15/1, 16/1, 21/1, 48/1, 36/1, 36/1, 13/1, 51/1, 47/1, 53/1, 8/1, 60/1, 58/1)",172.933,15
"(33/1, 38/1, 51/1, 10/1, 42/1, 54/1, 60/1, 21/1, 18/1)",172.954,9
"(43/1, 8/1, 56/1, 25/1, 59/1, 42/1, 19/1, 56/1, 44/1)",172.96,9
"(60/1, 42/1, 57/1, 37/1, 14/1, 13/1, 29/1, 22/1, 7/1, 38/1, 26/1, 1/1, 23/1, 9/1, 11/1)",172.976,15
"(60/1, 29/1, 34/1, 5/1, 19/1, 24/1, 20/1, 58/1, 19/1, 51/1, 44/1, 30/1, 30/1, 40/1, 43/1)",172.984,15
"(54/1, 52/1, 9/1, 6/1, 51/1, 2/1, 7/1, 25/1, 18/1, 44/1, 59/1)",173.005,11
"(44/1, 10/1, 20/1, 23/1, 30/1)",173.018,5
"(15/1, 37/1, 1/1, 25/1, 52/1, 60/1, 57/1, 24/1, 39/1, 47/1, 39/1, 12/1, 57/1, 60/1, 33/1, 36/1, 14/1, 30/1, 17/1)",173.021,19
"(35/1, 51/1, 42/1, 24/1, 22/1)",173.026,5
"(1/1, 43/1, 32/1, 22/1, 11/1, 4/1, 20/1)",173.042,7
"(36/1, 30/1, 2/1, 32/1, 32/1, 41/1, 32/1, 1/1, 4/1)",173.06,9
"(20/1, 26/1, 37/1, 13/1, 51/1, 37/1, 3/1, 55/1, 31/1, 48/1, 55/1, 58/1, 49/1, 11/1, 10/1, 51/1, 11/1, 7/1, 21/1)",173.072,19
"(49/1, 19/1, 44/1, 9/1, 2/1, 44/1, 37/1, 2/1, 17/1)",173.081,9
"(26/1, 44/1, 49/1, 1/1, 1/1, 48/1, 2/1, 39/1, 34/1, 32/1, 11/1, 39/1, 47/1)",173.085,13
"(23/1, 21/1, 51/1, 58/1, 5/1, 55/1, 14/1, 41/1, 43/1, 45/1, 38/1)",173.102,11
"(17/1, 24/1, 23/1, 5/1, 47/1, 60/1, 23/1, 42/1, 39/1)",173.108,9
"(55/1, 11/1, 43/1, 33/1, 8/1, 11/1, 23/1, 47/1, 52/1, 38/1, 59/1, 15/1, 39/1)",173.126,13
"(9/1, 24/1, 26/1)",173.139,3
"(14/1, 54/1, 2/1, 40/1, 56/1, 4/1, 50/1, 53/1, 60/1, 36/1, 38/1, 51/1, 35/1, 33/1, 4/1, 45/1, 56/1)",173.146,17
"(38/1, 13/1, 58/1, 47/1, 42/1, 31/1, 48/1, 53/1, 22/1, 53/1, 5/1, 34/1, 4/1, 39/1, 46/1, 22/1, 28/1)",173.152,17
"(6/1, 30/1, 39/1, 23/1, 30/1, 36/1, 14/1, 37/1, 40/1, 25/1, 2/1, 31/1, 46/1)",173.163,13
"(41/1, 36/1, 12/1, 40/1, 58/1)",173.171,5
"(57/1, 17/1, 34/1, 59/1, 29/1, 9/1, 8/1, 19/1, 36/1, 15/1, 31/1, 11/1, 21/1, 22/1, 58/1, 23/1, 18/1, 21/1, 19/1)",173.18,19
"(10/1, 57/1, 51/1, 1/1, 25/1, 5/1, 44/1, 23/1, 10/1, 21/1, 14/1, 41/1, 18/1)",173.191,13
