Adversarial Examples,Time(s),Length of Adversarial Examples
"(5/1, 21/1, 19/1, 10/1, 23/1, 11/1, 27/1, 19/1, 14/1, 46/1, 38/1, 59/1, 4/1, 40/1, 11/1, 22/1, 4/1, 54/1, 58/1)",20.594,19
"(16/1, 10/1, 48/1, 14/1, 27/1, 19/1, 16/1, 13/1, 37/1, 20/1, 31/1, 41/1, 43/1, 38/1, 34/1, 52/1, 25/1, 31/1, 38/1, 3/1)",20.621,20
"(16/1, 30/1, 44/1, 48/1, 1/1, 40/1, 15/1, 37/1, 38/1, 57/1, 8/1, 56/1, 34/1, 35/1, 13/1, 40/1, 39/1, 39/1, 54/1)",20.634,19
"(53/1, 13/1, 10/1, 28/1, 56/1, 35/1, 41/1, 51/1, 5/1, 39/1, 46/1, 12/1, 33/1, 28/1, 13/1, 39/1, 14/1, 50/1, 58/1)",20.635,19
"(49/1, 21/1, 11/1, 59/1, 50/1, 20/1, 23/1, 27/1, 33/1, 56/1, 20/1, 32/1, 9/1, 51/1, 8/1, 20/1, 45/1)",20.641,17
"(40/1, 31/1, 3/1, 2/1, 20/1, 15/1, 29/1, 49/1, 21/1, 24/1, 32/1, 4/1, 12/1, 24/1, 48/1, 37/1, 37/1, 26/1, 24/1)",20.648,19
"(4/1, 60/1, 55/1, 8/1, 22/1, 45/1, 34/1, 1/1, 46/1, 32/1, 6/1, 22/1, 52/1, 14/1, 4/1, 27/1, 37/1, 27/1, 23/1)",20.65,19
"(58/1, 50/1, 54/1, 1/1, 9/1)",20.652,5
"(6/1, 47/1, 37/1, 50/1, 22/1, 29/1, 14/1, 47/1, 37/1)",20.658,9
"(9/1, 37/1, 1/1, 56/1, 11/1, 10/1, 9/1, 42/1, 24/1, 31/1, 48/1, 18/1, 42/1, 30/1, 40/1, 23/1, 7/1, 48/1, 7/1)",20.663,19
"(36/1, 29/1, 46/1, 17/1, 37/1, 27/1, 50/1, 21/1, 36/1, 47/1, 34/1, 36/1, 43/1)",20.667,13
"(1/1, 47/1, 17/1, 5/1, 3/1, 33/1, 54/1, 58/1, 11/1, 17/1, 27/1, 37/1, 22/1, 41/1, 53/1, 48/1, 48/1)",20.669,17
"(19/1, 30/1, 37/1, 24/1, 38/1, 11/1, 20/1, 6/1, 26/1, 40/1, 11/1, 34/1, 44/1)",20.681,13
"(38/1, 31/1, 6/1, 16/1, 25/1, 18/1, 33/1)",20.687,7
"(46/1, 12/1, 48/1, 48/1, 15/1, 60/1, 12/1, 25/1, 42/1, 55/1, 2/1, 24/1, 18/1, 22/1, 5/1, 18/1, 58/1, 60/1, 34/1)",20.7,19
"(57/1, 26/1, 52/1, 51/1, 47/1, 51/1, 48/1, 1/1, 1/1, 39/1, 44/1)",20.708,11
"(58/1, 26/1, 19/1, 4/1, 6/1, 4/1, 24/1, 12/1, 38/1)",20.719,9
"(20/1, 27/1, 29/1)",20.722,3
"(51/1, 26/1, 47/1)",20.736,3
"(35/1, 56/1, 36/1, 29/1, 26/1, 22/1, 11/1, 3/1, 35/1)",20.737,9
"(54/1, 15/1, 5/1, 11/1, 55/1, 33/1, 40/1)",20.744,7
"(24/1, 47/1, 56/1, 33/1, 5/1, 56/1, 57/1, 56/1, 29/1, 35/1, 60/1, 49/1, 46/1, 5/1)",20.747,14
"(35/1, 46/1, 13/1, 33/1, 46/1)",20.749,5
"(27/1, 43/1, 37/1, 39/1, 16/1, 59/1, 32/1, 14/1, 21/1)",20.767,9
"(1/1, 12/1, 20/1, 25/1, 43/1, 55/1, 58/1, 17/1, 23/1, 23/1, 24/1, 56/1, 31/1, 31/1, 46/1)",20.77,15
"(58/1, 35/1, 6/1, 38/1, 56/1, 42/1, 38/1)",20.774,7
"(6/1, 13/1, 53/1, 42/1, 2/1, 5/1, 5/1, 37/1, 19/1, 33/1, 20/1, 20/1, 30/1, 1/1, 30/1, 2/1, 51/1)",20.782,17
"(48/1, 14/1, 60/1, 32/1, 36/1, 19/1, 36/1, 33/1, 35/1, 55/1, 33/1, 21/1, 21/1, 17/1, 55/1, 5/1, 35/1, 28/1, 16/1)",20.784,19
"(7/1, 40/1, 1/1, 2/1, 24/1)",20.786,5
"(50/1, 28/1, 26/1, 36/1, 2/1, 55/1, 6/1, 44/1, 54/1, 45/1, 27/1, 15/1, 50/1, 1/1, 1/1, 23/1, 24/1, 5/1, 17/1)",20.787,19
"(54/1, 7/1, 33/1, 20/1, 22/1, 29/1, 60/1, 3/1, 36/1, 57/1, 40/1, 35/1, 31/1, 35/1, 55/1)",20.793,15
"(8/1, 34/1, 14/1, 12/1, 18/1)",20.801,5
"(40/1, 58/1, 43/1)",20.807,3
"(53/1, 36/1, 55/1, 43/1, 55/1, 35/1, 6/1, 8/1, 43/1, 29/1, 34/1, 34/1, 19/1, 42/1, 33/1, 55/1, 46/1)",20.81,17
"(47/1, 2/1, 31/1, 50/1, 33/1, 9/1, 35/1, 44/1, 47/1, 40/1, 60/1, 22/1, 8/1, 3/1, 28/1, 52/1, 17/1, 39/1, 35/1)",20.812,19
"(22/1, 47/1, 40/1)",20.82,3
"(46/1, 4/1, 56/1, 23/1, 5/1, 46/1, 23/1, 55/1, 20/1, 12/1, 33/1, 39/1, 32/1, 1/1, 26/1)",20.821,15
"(8/1, 14/1, 45/1, 1/1, 22/1)",20.824,5
"(23/1, 57/1, 42/1, 16/1, 1/1, 13/1, 60/1, 11/1, 54/1, 34/1, 20/1, 58/1, 25/1, 47/1, 49/1, 41/1, 27/1, 31/1, 23/1)",20.829,19
"(22/1, 35/1, 44/1, 13/1, 23/1, 52/1, 1/1, 34/1, 28/1)",20.836,9
"(53/1, 13/1, 45/1)",20.841,3
"(48/1, 21/1, 3/1, 43/1, 1/1, 9/1, 24/1, 57/1, 48/1, 4/1, 41/1, 28/1, 50/1, 5/1, 22/1, 13/1, 23/1)",20.857,17
"(45/1, 39/1, 54/1, 34/1, 54/1, 18/1, 38/1, 44/1, 42/1, 57/1, 2/1, 1/1, 19/1, 47/1, 42/1)",20.861,15
"(37/1, 19/1, 19/1, 37/1, 34/1, 48/1, 31/1, 8/1, 4/1, 2/1, 35/1, 50/1, 39/1, 54/1, 46/1)",20.864,15
"(56/1, 29/1, 20/1, 17/1, 13/1, 42/1, 16/1, 38/1, 47/1, 40/1, 58/1, 30/1, 9/1)",20.869,13
"(23/1, 31/1, 50/1, 34/1, 47/1, 20/1, 41/1, 5/1, 2/1, 51/1, 11/1, 7/1, 42/1, 14/1, 36/1, 48/1, 6/1, 15/1, 30/1)",20.871,19
"(29/1, 33/1, 2/1, 47/1, 41/1, 48/1, 2/1, 50/1, 41/1, 8/1, 5/1, 3/1, 30/1, 16/1, 45/1, 32/1, 19/1, 34/1, 51/1)",20.873,19
"(1/1, 32/1, 36/1, 55/1, 10/1, 53/1, 31/1, 59/1, 21/1, 57/1, 27/1, 20/1, 59/1, 17/1, 33/1, 28/1, 8/1, 55/1, 50/1)",20.894,19
"(24/1, 51/1, 55/1, 9/1, 34/1, 32/1, 60/1, 22/1, 26/1, 40/1, 57/1, 29/1, 39/1, 43/1, 12/1, 2/1, 26/1)",20.905,17
"(32/1, 10/1, 4/1, 50/1, 38/1, 49/1, 48/1, 21/1, 37/1, 6/1, 6/1, 12/1, 13/1)",20.909,13
"(39/1, 6/1, 40/1, 19/1, 35/1, 49/1, 60/1, 54/1, 57/1, 53/1, 6/1, 5/1, 27/1, 17/1, 20/1, 59/1, 57/1)",20.915,17
"(38/1, 2/1, 54/1, 9/1, 55/1, 52/1, 56/1, 15/1, 11/1, 27/1, 28/1, 10/1, 16/1, 47/1, 39/1)",20.93,15
"(15/1, 26/1, 6/1, 38/1, 38/1, 11/1, 47/1, 54/1, 5/1, 1/1, 18/1, 55/1, 43/1)",20.953,13
"(19/1, 20/1, 4/1, 7/1, 41/1, 59/1, 39/1, 29/1, 45/1, 37/1, 30/1, 25/1, 54/1, 12/1, 7/1, 55/1, 34/1, 37/1, 17/1)",20.957,19
"(29/1, 1/1, 54/1, 47/1, 13/1, 60/1, 45/1, 32/1, 3/1, 53/1, 2/1, 57/1, 47/1)",20.967,13
"(29/1, 4/1, 23/1, 54/1, 38/1, 60/1, 8/1, 10/1, 29/1, 30/1, 17/1, 18/1, 32/1)",20.976,13
"(55/1, 18/1, 46/1, 11/1, 2/1, 53/1, 50/1, 17/1, 10/1, 53/1, 40/1, 32/1, 25/1)",20.977,13
"(33/1, 13/1, 55/1, 6/1, 27/1, 15/1, 6/1)",20.979,7
"(23/1, 7/1, 49/1, 10/1, 1/1, 60/1, 44/1, 37/1, 15/1, 39/1, 38/1, 16/1, 44/1, 37/1, 52/1, 46/1, 13/1, 54/1, 11/1)",20.983,19
"(43/1, 17/1, 7/1)",20.989,3
"(20/1, 21/1, 32/1, 34/1, 13/1, 33/1, 17/1, 23/1, 34/1, 59/1, 19/1, 10/1, 14/1, 33/1, 27/1, 27/1, 45/1, 17/1, 12/1)",20.998,19
"(25/1, 13/1, 21/1, 55/1, 50/1, 13/1, 55/1, 29/1, 37/1, 19/1, 36/1, 8/1, 55/1, 50/1, 40/1, 58/1, 21/1, 57/1, 22/1)",21.001,19
"(31/1, 15/1, 16/1, 15/1, 28/1, 47/1, 60/1, 48/1, 19/1, 25/1, 11/1, 44/1, 15/1, 32/1, 26/1)",21.004,15
"(15/1, 28/1, 56/1)",21.013,3
"(5/1, 60/1, 34/1, 50/1, 3/1, 43/1, 19/1, 41/1, 19/1)",21.018,9
"(39/1, 4/1, 30/1, 29/1, 36/1, 59/1, 37/1, 3/1, 3/1)",21.02,9
"(4/1, 7/1, 10/1, 19/1, 51/1)",21.025,5
"(13/1, 55/1, 56/1, 3/1, 42/1, 30/1, 41/1, 13/1, 46/1, 42/1, 29/1, 20/1, 54/1, 59/1, 26/1, 22/1, 23/1, 52/1, 37/1)",21.039,19
"(24/1, 45/1, 26/1, 36/1, 35/1)",21.042,5
"(13/1, 40/1, 28/1, 29/1, 22/1, 45/1, 53/1)",21.044,7
"(4/1, 40/1, 43/1, 52/1, 60/1, 24/1, 7/1, 24/1, 12/1, 2/1, 1/1, 34/1, 44/1, 15/1, 5/1, 41/1, 32/1)",21.055,17
"(13/1, 3/1, 3/1, 8/1, 39/1, 19/1, 46/1, 11/1, 29/1, 52/1, 42/1, 38/1, 24/1, 39/1, 29/1, 3/1, 5/1)",21.062,17
"(47/1, 34/1, 22/1, 26/1, 58/1, 34/1, 8/1, 59/1, 29/1, 39/1, 37/1)",21.074,11
"(52/1, 38/1, 4/1, 44/1, 55/1, 52/1, 10/1, 5/1, 50/1, 4/1, 27/1, 43/1, 50/1, 46/1, 34/1, 60/1, 49/1)",21.08,17
"(3/1, 26/1, 50/1, 44/1, 23/1, 10/1, 13/1, 11/1, 40/1, 48/1, 1/1, 56/1, 46/1)",21.084,13
"(8/1, 2/1, 55/1, 30/1, 56/1, 39/1, 12/1, 20/1, 50/1, 30/1, 8/1, 26/1, 36/1, 39/1, 3/1, 50/1, 19/1, 60/1, 26/1)",21.093,19
"(25/1, 2/1, 38/1, 9/1, 17/1, 2/1, 52/1, 24/1, 57/1, 39/1, 56/1, 41/1, 14/1, 12/1, 5/1, 29/1, 43/1)",21.106,17
"(46/1, 55/1, 51/1)",21.109,3
"(43/1, 11/1, 47/1, 9/1, 55/1, 38/1, 36/1, 8/1, 5/1, 5/1, 35/1, 12/1, 7/1, 49/1, 52/1, 20/1, 14/1, 3/1, 3/1)",21.112,19
"(44/1, 7/1, 3/1)",21.12,3
"(52/1, 11/1, 32/1, 47/1, 13/1, 26/1, 38/1, 52/1, 31/1, 58/1, 36/1, 38/1, 26/1, 49/1, 30/1, 4/1, 38/1)",21.122,17
"(47/1, 15/1, 10/1)",21.128,3
"(56/1, 12/1, 58/1, 19/1, 25/1)",21.133,5
"(25/1, 42/1, 43/1, 43/1, 40/1)",21.142,5
"(36/1, 30/1, 28/1, 3/1, 26/1)",21.152,5
"(53/1, 15/1, 17/1, 20/1, 33/1, 23/1, 26/1, 17/1, 50/1)",21.157,9
"(20/1, 9/1, 22/1, 11/1, 1/1, 57/1, 17/1, 53/1, 47/1, 20/1, 56/1, 49/1, 20/1)",21.165,13
"(45/1, 43/1, 7/1, 10/1, 33/1, 22/1, 17/1, 40/1, 2/1, 55/1, 12/1, 33/1, 24/1)",21.17,13
"(17/1, 58/1, 21/1, 36/1, 30/1, 31/1, 46/1)",21.172,7
"(31/1, 44/1, 31/1, 31/1, 21/1, 14/1, 6/1, 51/1, 54/1, 9/1, 5/1)",21.176,11
"(58/1, 28/1, 60/1, 35/1, 1/1, 7/1, 48/1, 39/1, 27/1, 47/1, 45/1, 57/1, 18/1, 7/1, 41/1, 59/1, 60/1)",21.185,17
"(10/1, 23/1, 19/1)",21.195,3
"(55/1, 40/1, 33/1)",21.206,3
"(49/1, 5/1, 55/1, 22/1, 9/1)",21.21,5
"(9/1, 37/1, 53/1, 15/1, 31/1, 5/1, 10/1)",21.221,7
"(1/1, 19/1, 22/1, 49/1, 13/1)",21.229,5
"(47/1, 14/1, 23/1, 41/1, 51/1, 32/1, 20/1)",21.23,7
"(46/1, 2/1, 41/1, 58/1, 41/1, 40/1, 46/1, 48/1, 37/1, 45/1, 28/1)",21.233,11
"(12/1, 46/1, 23/1, 33/1, 37/1, 34/1, 6/1, 4/1, 38/1, 27/1, 9/1, 17/1, 13/1, 38/1, 37/1)",21.235,15
"(48/1, 28/1, 18/1)",21.236,3
"(45/1, 1/1, 37/1, 38/1, 34/1, 36/1, 17/1, 27/1, 17/1, 24/1, 3/1, 34/1, 5/1, 3/1, 54/1, 13/1, 19/1)",21.239,17
"(48/1, 30/1, 15/1, 30/1, 36/1, 7/1, 28/1)",21.247,7
"(21/1, 35/1, 30/1, 56/1, 49/1, 15/1, 41/1, 58/1, 21/1, 1/1, 15/1, 47/1, 15/1, 58/1, 46/1)",21.253,15
"(6/1, 24/1, 42/1, 13/1, 1/1, 41/1, 53/1)",21.262,7
"(55/1, 8/1, 53/1, 23/1, 27/1, 23/1, 20/1, 8/1, 26/1)",21.27,9
"(9/1, 32/1, 44/1, 7/1, 45/1, 59/1, 34/1, 52/1, 25/1, 54/1, 17/1)",21.275,11
"(53/1, 22/1, 23/1, 21/1, 56/1, 36/1, 58/1, 41/1, 41/1, 47/1, 25/1, 4/1, 17/1, 59/1, 55/1, 21/1, 13/1)",21.279,17
"(16/1, 24/1, 53/1)",21.283,3
"(45/1, 39/1, 14/1, 60/1, 51/1, 1/1, 8/1)",21.294,7
"(11/1, 17/1, 10/1, 55/1, 33/1, 31/1, 8/1, 32/1, 37/1, 24/1, 9/1, 22/1, 59/1, 2/1, 17/1)",21.302,15
"(8/1, 18/1, 35/1, 52/1, 29/1, 50/1, 58/1, 53/1, 36/1)",21.313,9
"(53/1, 51/1, 53/1, 35/1, 30/1, 15/1, 37/1, 2/1, 16/1, 30/1, 18/1, 2/1, 16/1)",21.316,13
"(47/1, 8/1, 46/1, 57/1, 48/1, 18/1, 33/1, 38/1, 35/1, 34/1, 35/1, 33/1, 31/1, 45/1, 45/1)",21.325,15
"(58/1, 26/1, 23/1)",21.33,3
"(24/1, 60/1, 31/1, 1/1, 13/1, 5/1, 13/1)",21.343,7
"(30/1, 21/1, 49/1, 60/1, 26/1, 41/1, 54/1)",21.352,7
"(1/1, 33/1, 18/1, 33/1, 51/1, 10/1, 30/1, 54/1, 22/1)",21.353,9
"(25/1, 19/1, 15/1, 16/1, 5/1, 53/1, 29/1, 38/1, 4/1, 38/1, 17/1)",21.36,11
"(31/1, 16/1, 4/1, 45/1, 50/1, 21/1, 17/1, 17/1, 6/1, 21/1, 36/1, 49/1, 26/1, 11/1, 16/1, 53/1, 57/1, 39/1, 22/1)",21.37,19
"(42/1, 26/1, 51/1, 21/1, 4/1, 24/1, 26/1, 54/1, 27/1, 45/1, 44/1)",21.373,11
"(30/1, 58/1, 31/1, 29/1, 34/1, 1/1, 1/1, 43/1, 52/1)",21.379,9
"(11/1, 10/1, 58/1, 47/1, 26/1, 15/1, 36/1, 36/1, 28/1, 30/1, 24/1, 59/1, 6/1, 27/1, 59/1, 3/1)",21.402,16
"(54/1, 45/1, 40/1, 29/1, 44/1)",21.408,5
"(1/1, 10/1, 41/1, 17/1, 33/1, 55/1, 21/1, 43/1, 3/1, 58/1, 37/1, 1/1, 28/1, 46/1, 33/1)",21.42,15
"(49/1, 16/1, 51/1, 54/1, 47/1, 37/1, 40/1, 39/1, 18/1, 50/1, 22/1, 26/1, 8/1, 40/1, 47/1, 31/1, 2/1, 47/1, 51/1)",21.43,19
"(51/1, 27/1, 40/1, 11/1, 3/1, 34/1, 40/1, 60/1, 50/1)",21.435,9
"(57/1, 2/1, 7/1, 27/1, 4/1, 15/1, 26/1, 57/1, 53/1)",21.445,9
"(18/1, 54/1, 44/1, 5/1, 21/1, 40/1, 50/1, 51/1, 32/1, 29/1, 53/1, 15/1, 5/1)",21.45,13
"(19/1, 9/1, 38/1, 28/1, 16/1, 45/1, 19/1, 4/1, 13/1, 40/1, 46/1)",21.47,11
"(6/1, 19/1, 58/1, 17/1, 24/1, 15/1, 20/1, 51/1, 26/1)",21.482,9
"(15/1, 55/1, 60/1)",21.49,3
"(7/1, 37/1, 17/1)",21.494,3
"(8/1, 8/1, 45/1, 40/1, 13/1, 9/1, 19/1, 44/1, 14/1)",21.499,9
"(49/1, 24/1, 20/1, 12/1, 38/1, 17/1, 40/1, 11/1, 32/1)",21.53,9
"(14/1, 43/1, 39/1, 44/1, 30/1, 16/1, 13/1, 15/1, 2/1, 22/1, 58/1)",21.541,11
"(8/1, 22/1, 17/1, 21/1, 37/1, 48/1, 25/1, 48/1, 37/1, 33/1, 1/1, 52/1, 58/1, 46/1, 17/1, 59/1, 6/1, 40/1, 17/1)",21.542,19
"(34/1, 52/1, 26/1, 53/1, 12/1, 28/1, 24/1, 57/1, 33/1)",21.602,9
"(15/1, 54/1, 27/1, 37/1, 59/1, 24/1, 15/1, 19/1, 19/1, 42/1, 59/1, 17/1, 16/1, 38/1, 38/1)",21.609,15
"(30/1, 46/1, 12/1, 48/1, 58/1, 37/1, 9/1, 34/1, 59/1)",21.611,9
"(7/1, 39/1, 48/1, 48/1, 42/1, 49/1, 58/1)",21.617,7
"(4/1, 53/1, 42/1, 2/1, 28/1, 24/1, 19/1, 42/1, 19/1, 43/1, 49/1, 35/1, 14/1, 46/1, 46/1, 12/1, 8/1, 40/1, 20/1)",21.634,19
"(23/1, 3/1, 24/1, 55/1, 24/1, 23/1, 31/1)",21.638,7
"(17/1, 28/1, 50/1, 34/1, 25/1, 46/1, 57/1)",21.643,7
"(19/1, 7/1, 34/1, 53/1, 42/1, 53/1, 17/1, 28/1, 53/1)",21.648,9
"(12/1, 36/1, 46/1, 56/1, 47/1, 35/1, 17/1, 12/1, 2/1, 51/1, 47/1)",21.656,11
"(52/1, 58/1, 3/1, 14/1, 33/1, 34/1, 35/1, 4/1, 53/1, 3/1, 60/1, 60/1, 42/1, 38/1, 1/1, 1/1, 4/1, 44/1, 37/1)",21.657,19
"(5/1, 34/1, 5/1, 30/1, 53/1, 35/1, 43/1, 4/1, 13/1, 20/1, 9/1, 18/1, 35/1, 60/1, 3/1, 9/1, 16/1, 56/1, 17/1)",21.668,19
"(55/1, 8/1, 9/1)",21.676,3
"(42/1, 33/1, 36/1)",21.695,3
"(45/1, 12/1, 13/1, 34/1, 32/1, 49/1, 6/1, 7/1, 30/1, 10/1, 31/1, 59/1, 33/1)",21.706,13
"(5/1, 20/1, 9/1, 33/1, 41/1, 19/1, 10/1)",21.709,7
"(12/1, 32/1, 15/1, 51/1, 50/1, 24/1, 54/1, 13/1, 48/1, 59/1, 39/1, 22/1, 39/1, 8/1, 4/1)",21.713,15
"(48/1, 54/1, 14/1, 24/1, 13/1, 32/1, 57/1, 53/1, 56/1, 10/1, 33/1)",21.718,11
"(42/1, 56/1, 1/1, 50/1, 37/1)",21.736,5
"(32/1, 35/1, 43/1, 1/1, 16/1, 4/1, 50/1, 35/1, 12/1, 56/1, 48/1)",21.744,11
"(18/1, 46/1, 38/1, 57/1, 34/1)",21.772,5
"(47/1, 22/1, 26/1, 59/1, 43/1)",21.776,5
"(7/1, 53/1, 19/1, 14/1, 17/1)",21.786,5
"(11/1, 58/1, 38/1, 9/1, 39/1, 3/1, 47/1, 40/1, 24/1, 28/1, 3/1, 46/1, 56/1)",21.796,13
"(60/1, 54/1, 32/1, 15/1, 54/1, 23/1, 60/1, 28/1, 24/1, 36/1, 34/1, 28/1, 20/1, 15/1, 41/1)",21.798,15
"(35/1, 59/1, 48/1)",21.803,3
"(6/1, 57/1, 22/1, 37/1, 54/1)",21.809,5
"(11/1, 30/1, 49/1, 57/1, 12/1, 54/1, 29/1, 57/1, 3/1, 27/1, 4/1, 15/1, 34/1)",21.814,13
"(17/1, 49/1, 12/1, 23/1, 54/1, 44/1, 46/1, 2/1, 2/1, 1/1, 28/1, 35/1, 8/1, 59/1, 60/1, 59/1, 58/1, 5/1)",21.82,18
"(24/1, 29/1, 37/1)",21.824,3
"(58/1, 21/1, 36/1, 18/1, 22/1)",21.833,5
"(6/1, 36/1, 55/1, 45/1, 41/1, 3/1, 46/1, 37/1, 16/1, 47/1, 9/1, 33/1, 30/1)",21.845,13
"(4/1, 23/1, 55/1, 54/1, 46/1)",21.848,5
"(53/1, 44/1, 17/1, 46/1, 42/1, 51/1, 57/1, 51/1, 11/1, 3/1, 37/1, 27/1, 43/1, 9/1, 23/1)",21.853,15
"(13/1, 50/1, 50/1, 42/1, 23/1, 24/1, 30/1, 52/1, 56/1)",21.857,9
"(48/1, 40/1, 29/1, 24/1, 34/1, 8/1, 17/1)",21.859,7
"(36/1, 43/1, 45/1, 18/1, 23/1, 15/1, 30/1, 39/1, 55/1, 2/1, 34/1, 41/1, 38/1, 4/1, 18/1)",21.864,15
"(16/1, 7/1, 24/1, 15/1, 21/1, 40/1, 21/1, 38/1, 53/1, 8/1, 5/1)",21.867,11
"(40/1, 1/1, 2/1, 53/1, 17/1, 5/1, 9/1, 48/1, 39/1, 3/1)",21.868,10
"(53/1, 13/1, 39/1)",21.87,3
"(49/1, 56/1, 14/1, 8/1, 46/1, 10/1, 40/1, 26/1, 51/1, 37/1, 1/1, 56/1, 43/1, 16/1, 16/1)",21.876,15
"(35/1, 47/1, 39/1, 9/1, 35/1, 6/1, 19/1, 23/1, 44/1, 59/1, 2/1, 43/1, 26/1, 15/1, 33/1, 20/1, 19/1, 45/1, 27/1)",21.886,19
"(33/1, 48/1, 39/1, 47/1, 48/1)",21.89,5
"(10/1, 50/1, 58/1, 20/1, 58/1, 38/1, 50/1, 40/1, 51/1, 41/1, 52/1, 27/1, 20/1, 21/1, 29/1, 4/1, 4/1)",21.895,17
"(29/1, 14/1, 39/1, 12/1, 32/1, 20/1, 11/1, 59/1, 28/1)",21.908,9
"(29/1, 54/1, 15/1, 58/1, 36/1, 59/1, 4/1, 4/1, 25/1, 35/1, 58/1)",21.911,11
"(27/1, 3/1, 35/1, 4/1, 26/1, 46/1, 59/1, 20/1, 12/1, 27/1, 33/1)",21.923,11
"(4/1, 34/1, 3/1, 37/1, 12/1, 56/1, 55/1)",21.928,7
"(55/1, 18/1, 57/1, 26/1, 56/1, 52/1, 37/1, 59/1, 60/1)",21.931,9
"(11/1, 1/1, 58/1, 31/1, 39/1, 48/1, 22/1, 58/1, 55/1, 17/1, 21/1, 13/1, 60/1, 49/1, 16/1, 29/1, 10/1, 14/1, 11/1)",21.935,19
"(49/1, 22/1, 1/1, 31/1, 6/1, 23/1, 26/1, 28/1, 11/1, 23/1, 38/1, 39/1, 5/1, 34/1, 26/1, 51/1, 40/1)",21.937,17
"(18/1, 40/1, 25/1, 59/1, 50/1, 27/1, 31/1, 18/1, 28/1, 2/1, 15/1, 54/1, 41/1, 39/1, 32/1)",21.945,15
"(21/1, 33/1, 20/1, 35/1, 31/1, 45/1, 59/1, 4/1, 12/1)",21.956,9
"(8/1, 51/1, 25/1, 26/1, 41/1, 12/1, 6/1, 53/1, 10/1, 20/1, 10/1)",21.98,11
"(46/1, 6/1, 31/1, 42/1, 48/1, 47/1, 7/1, 40/1, 21/1, 1/1, 1/1, 37/1, 41/1, 24/1, 55/1, 47/1, 46/1, 18/1, 11/1)",21.983,19
"(37/1, 50/1, 45/1, 30/1, 1/1, 47/1, 50/1, 52/1, 23/1, 37/1, 33/1, 56/1, 51/1)",22.017,13
"(5/1, 27/1, 22/1, 54/1, 39/1, 21/1, 9/1, 31/1, 42/1)",22.024,9
"(9/1, 12/1, 58/1, 28/1, 13/1, 58/1, 26/1, 4/1, 10/1, 3/1, 4/1, 59/1, 48/1, 28/1, 36/1, 56/1, 50/1)",22.027,17
"(9/1, 42/1, 53/1, 59/1, 28/1, 60/1, 45/1)",22.028,7
"(59/1, 59/1, 30/1, 31/1, 7/1, 14/1, 27/1, 26/1, 38/1, 4/1, 54/1, 29/1, 27/1)",22.031,13
"(42/1, 1/1, 53/1, 41/1, 27/1, 53/1, 40/1, 26/1, 3/1, 56/1, 30/1)",22.032,11
"(5/1, 31/1, 57/1)",22.035,3
"(19/1, 9/1, 16/1, 24/1, 25/1, 36/1, 27/1, 44/1, 48/1)",22.041,9
"(8/1, 33/1, 49/1, 54/1, 17/1, 22/1, 45/1, 43/1, 46/1)",22.045,9
"(18/1, 48/1, 34/1, 40/1, 10/1, 33/1, 29/1, 46/1, 50/1, 7/1, 17/1)",22.047,11
"(23/1, 18/1, 4/1, 57/1, 41/1)",22.057,5
"(30/1, 51/1, 33/1, 2/1, 1/1, 49/1, 1/1, 56/1, 39/1, 11/1, 14/1, 41/1, 35/1)",22.061,13
"(38/1, 49/1, 23/1, 35/1, 42/1, 8/1, 36/1)",22.063,7
"(14/1, 47/1, 7/1, 54/1, 13/1, 38/1, 13/1, 48/1, 18/1, 39/1, 7/1, 52/1, 38/1, 51/1, 31/1, 23/1, 2/1, 53/1, 23/1)",22.065,19
"(54/1, 53/1, 48/1, 25/1, 46/1)",22.07,5
"(58/1, 43/1, 35/1, 37/1, 8/1, 24/1, 39/1, 26/1, 43/1, 39/1, 27/1, 46/1, 30/1, 22/1, 48/1, 34/1, 21/1, 23/1, 27/1)",22.096,19
"(26/1, 53/1, 22/1, 51/1, 31/1, 42/1, 33/1)",22.098,7
"(33/1, 17/1, 4/1, 17/1, 22/1, 55/1, 15/1, 40/1, 50/1, 24/1, 20/1, 48/1, 44/1, 14/1, 6/1)",22.107,15
"(20/1, 7/1, 13/1, 6/1, 3/1)",22.14,5
"(55/1, 44/1, 46/1, 25/1, 13/1, 53/1, 47/1, 48/1, 20/1, 44/1, 57/1, 49/1, 46/1, 26/1, 43/1)",22.146,15
"(29/1, 52/1, 8/1, 27/1, 22/1, 51/1, 2/1, 15/1, 37/1, 14/1, 15/1, 42/1, 10/1, 28/1, 45/1)",22.148,15
"(54/1, 52/1, 30/1, 48/1, 24/1, 38/1, 9/1, 40/1, 59/1, 30/1, 50/1, 27/1, 5/1, 47/1, 38/1, 57/1, 5/1, 31/1, 53/1)",22.156,19
"(5/1, 37/1, 28/1, 29/1, 6/1, 53/1, 52/1)",22.16,7
"(11/1, 53/1, 27/1, 20/1, 48/1, 8/1, 22/1, 29/1, 50/1, 17/1, 17/1, 43/1, 31/1, 58/1, 57/1)",22.166,15
"(30/1, 35/1, 32/1, 34/1, 32/1, 13/1, 44/1, 44/1, 20/1, 12/1, 28/1, 18/1, 8/1, 10/1, 5/1, 46/1, 57/1)",22.169,17
"(35/1, 24/1, 31/1, 20/1, 23/1)",22.17,5
"(11/1, 56/1, 35/1, 13/1, 46/1, 58/1, 47/1, 22/1, 7/1, 36/1, 23/1)",22.173,11
